,NAME,Estimate!!Total,Estimate!!Total!!Owner occupied,"Estimate!!Total!!Owner occupied!!Less than $5,000","Estimate!!Total!!Owner occupied!!$5,000 to $9,999","Estimate!!Total!!Owner occupied!!$10,000 to $14,999","Estimate!!Total!!Owner occupied!!$15,000 to $19,999","Estimate!!Total!!Owner occupied!!$20,000 to $24,999","Estimate!!Total!!Owner occupied!!$25,000 to $34,999","Estimate!!Total!!Owner occupied!!$35,000 to $49,999","Estimate!!Total!!Owner occupied!!$50,000 to $74,999","Estimate!!Total!!Owner occupied!!$75,000 to $99,999","Estimate!!Total!!Owner occupied!!$100,000 to $149,999","Estimate!!Total!!Owner occupied!!$150,000 or more",Estimate!!Total!!Renter occupied,"Estimate!!Total!!Renter occupied!!Less than $5,000","Estimate!!Total!!Renter occupied!!$5,000 to $9,999","Estimate!!Total!!Renter occupied!!$10,000 to $14,999","Estimate!!Total!!Renter occupied!!$15,000 to $19,999","Estimate!!Total!!Renter occupied!!$20,000 to $24,999","Estimate!!Total!!Renter occupied!!$25,000 to $34,999","Estimate!!Total!!Renter occupied!!$35,000 to $49,999","Estimate!!Total!!Renter occupied!!$50,000 to $74,999","Estimate!!Total!!Renter occupied!!$75,000 to $99,999","Estimate!!Total!!Renter occupied!!$100,000 to $149,999","Estimate!!Total!!Renter occupied!!$150,000 or more",zip code tabulation area,50k or Higher Total,% 50k or Higher
5133,ZCTA5 96039,449,267,18,2,15,14,27,44,70,34,13,16,14,182,18,6,38,18,14,9,22,38,13,6,0,96039,57,0.12694877505567928
5134,ZCTA5 08226,5262,3609,58,55,142,65,71,182,356,498,578,774,830,1653,58,52,122,57,177,257,262,313,111,140,104,8226,668,0.12694792854427975
5135,ZCTA5 21090,3742,3177,41,20,41,72,107,128,298,352,533,791,794,565,8,0,20,0,0,26,36,217,109,100,49,21090,475,0.12693746659540353
5136,ZCTA5 97426,3758,2706,10,0,78,40,146,233,481,575,469,488,186,1052,9,87,122,76,57,143,81,168,192,117,0,97426,477,0.12692921766897286
5137,ZCTA5 70043,7587,4221,144,122,165,152,337,272,659,744,775,593,258,3366,154,303,377,308,273,420,568,559,252,121,31,70043,963,0.1269276393831554
5138,ZCTA5 93932,260,135,16,0,0,0,26,13,25,19,12,24,0,125,4,14,0,0,34,13,27,17,0,0,16,93932,33,0.12692307692307692
5139,ZCTA5 64017,197,145,3,1,0,0,4,28,16,15,57,19,2,52,3,0,5,0,0,12,7,1,21,3,0,64017,25,0.12690355329949238
5140,ZCTA5 63116,19248,10438,191,77,357,190,565,1118,1437,2377,1602,1633,891,8810,587,721,840,758,812,1363,1287,1373,487,460,122,63116,2442,0.12687032418952618
5141,ZCTA5 59472,268,172,2,0,4,10,12,2,25,64,19,27,7,96,0,3,9,0,11,5,34,11,14,9,0,59472,34,0.12686567164179105
5142,ZCTA5 21619,2586,1856,11,22,28,18,66,80,80,281,281,558,431,730,18,0,26,19,55,99,185,60,98,117,53,21619,328,0.1268368136117556
5143,ZCTA5 06081,615,361,0,0,8,0,17,0,20,74,41,141,60,254,14,8,0,0,0,97,57,58,20,0,0,6081,78,0.12682926829268293
5144,ZCTA5 99557,205,139,2,6,3,8,9,13,24,26,10,25,13,66,4,4,2,6,6,10,8,11,10,5,0,99557,26,0.12682926829268293
5145,ZCTA5 08048,4662,3333,62,16,36,23,27,164,291,420,390,666,1238,1329,92,7,139,131,125,167,77,248,157,135,51,8048,591,0.12676962676962678
5146,ZCTA5 28342,71,55,4,0,0,1,2,2,23,8,9,0,6,16,1,0,0,0,0,5,1,0,4,5,0,28342,9,0.1267605633802817
5147,ZCTA5 69148,71,46,0,0,4,0,0,4,4,5,15,3,11,25,0,0,0,0,0,3,13,4,5,0,0,69148,9,0.1267605633802817
5148,ZCTA5 40160,9082,4806,27,108,70,307,140,485,739,1234,837,581,278,4276,311,339,245,354,500,437,939,787,164,190,10,40160,1151,0.12673419951552523
5149,ZCTA5 93631,5350,3459,67,45,26,75,157,234,241,635,620,582,777,1891,105,130,312,122,142,212,190,197,382,89,10,93631,678,0.12672897196261682
5150,ZCTA5 68633,513,391,5,7,14,14,7,58,72,65,52,86,11,122,3,6,10,0,0,15,23,50,2,13,0,68633,65,0.1267056530214425
5151,ZCTA5 18701,955,76,0,0,3,0,12,0,26,4,9,17,5,879,81,43,157,154,135,92,96,72,22,19,8,18701,121,0.12670157068062826
5152,ZCTA5 58765,221,178,8,7,42,1,3,12,2,31,18,49,5,43,2,0,0,0,0,7,6,4,13,0,11,58765,28,0.12669683257918551
5153,ZCTA5 22407,19616,14654,165,98,68,291,237,605,1217,2231,2459,3963,3320,4962,123,131,211,280,373,459,900,1078,688,428,291,22407,2485,0.12668230016313214
5154,ZCTA5 69337,2780,1656,0,23,21,92,46,129,183,473,345,235,109,1124,81,166,78,45,88,235,79,219,122,11,0,69337,352,0.12661870503597122
5155,ZCTA5 76112,16491,8063,223,115,246,283,346,800,1180,1831,1063,1230,746,8428,533,440,1012,869,742,1110,1634,1251,416,301,120,76112,2088,0.12661451700927778
5156,ZCTA5 48240,6722,4768,100,136,185,199,203,488,718,872,941,688,238,1954,149,82,70,75,150,244,333,556,150,125,20,48240,851,0.12659922642070812
5157,ZCTA5 19040,7734,5549,51,44,79,61,110,226,466,927,904,1325,1356,2185,90,82,102,88,160,339,345,476,208,195,100,19040,979,0.1265839151797259
5158,ZCTA5 75415,79,69,0,0,0,0,0,0,2,14,53,0,0,10,0,0,0,0,0,0,0,10,0,0,0,75415,10,0.12658227848101267
5159,ZCTA5 73116,4424,3134,28,24,86,54,68,185,281,536,329,569,974,1290,81,37,98,51,43,124,296,222,120,167,51,73116,560,0.12658227848101267
5160,ZCTA5 99018,79,61,2,1,8,2,0,4,13,11,5,15,0,18,0,1,1,0,0,0,6,10,0,0,0,99018,10,0.12658227848101267
5161,ZCTA5 92509,18963,13091,223,119,260,205,359,1033,1339,2839,2308,2629,1777,5872,163,332,389,423,525,637,1003,1057,555,641,147,92509,2400,0.1265622528081
5162,ZCTA5 98233,6116,3911,57,69,75,128,85,283,388,782,761,694,589,2205,192,153,201,153,100,273,359,429,129,143,73,98233,774,0.12655330281229563
5163,ZCTA5 89440,324,233,0,0,0,0,19,20,34,60,24,45,31,91,0,0,0,0,0,0,50,17,24,0,0,89440,41,0.12654320987654322
5164,ZCTA5 97850,6907,3963,93,53,119,139,156,402,588,626,783,598,406,2944,145,207,276,322,185,455,480,433,210,110,121,97850,874,0.12653829448385695
5165,ZCTA5 97037,411,251,20,0,11,19,19,24,40,65,22,23,8,160,8,0,6,0,7,27,60,23,0,29,0,97037,52,0.12652068126520682
5166,ZCTA5 87714,498,318,0,22,22,13,32,62,37,61,40,29,0,180,0,34,30,14,15,21,3,26,18,8,11,87714,63,0.12650602409638553
5167,ZCTA5 74361,6459,4253,124,110,223,155,131,383,580,1004,759,491,293,2206,66,135,250,147,149,207,435,412,203,124,78,74361,817,0.1264901687567735
5168,ZCTA5 32410,506,386,0,3,4,31,6,43,86,67,83,29,34,120,4,0,9,4,3,14,22,9,14,39,2,32410,64,0.12648221343873517
5169,ZCTA5 95227,261,182,0,28,0,0,0,0,0,28,24,47,55,79,0,0,0,0,0,46,0,0,21,12,0,95227,33,0.12643678160919541
5170,ZCTA5 23418,435,264,17,0,0,2,4,33,11,121,33,7,36,171,0,27,7,4,23,12,43,52,0,3,0,23418,55,0.12643678160919541
5171,ZCTA5 31320,3204,2308,97,71,52,100,90,198,373,529,319,299,180,896,41,57,54,45,58,99,137,183,107,105,10,31320,405,0.12640449438202248
5172,ZCTA5 43410,3956,2856,44,58,60,51,180,357,312,826,345,501,122,1100,27,61,42,139,24,115,192,329,109,62,0,43410,500,0.1263902932254803
5173,ZCTA5 33711,7224,4137,155,66,329,295,306,416,526,624,554,481,385,3087,290,264,166,249,371,336,498,450,243,76,144,33711,913,0.12638427464008858
5174,ZCTA5 30317,5548,3473,51,14,105,132,101,193,89,518,427,789,1054,2075,262,168,202,90,142,181,329,274,221,177,29,30317,701,0.1263518385003605
5175,ZCTA5 76135,8152,5553,59,59,109,134,193,322,537,1476,687,982,995,2599,64,246,192,221,130,341,375,424,269,289,48,76135,1030,0.12634936211972522
5176,ZCTA5 83624,467,242,0,1,14,4,2,35,55,27,17,55,32,225,18,0,12,18,0,30,88,50,3,6,0,83624,59,0.12633832976445397
5177,ZCTA5 41825,285,148,11,0,23,0,0,46,16,0,29,23,0,137,0,0,0,51,0,50,0,36,0,0,0,41825,36,0.12631578947368421
5178,ZCTA5 50028,665,514,8,9,19,3,4,37,80,117,70,111,56,151,0,5,21,0,12,0,29,47,15,10,12,50028,84,0.12631578947368421
5179,ZCTA5 22749,95,63,0,0,0,0,0,0,17,0,14,20,12,32,8,0,12,0,0,0,0,7,0,0,5,22749,12,0.12631578947368421
5180,ZCTA5 68419,95,74,2,0,0,0,1,2,4,16,16,22,11,21,2,0,0,0,0,3,4,6,6,0,0,68419,12,0.12631578947368421
5181,ZCTA5 67650,95,81,0,0,6,0,2,13,4,23,18,3,12,14,0,0,2,0,0,0,0,12,0,0,0,67650,12,0.12631578947368421
5182,ZCTA5 61068,5708,3629,73,38,100,101,107,304,523,715,571,798,299,2079,57,90,201,63,158,458,331,426,187,95,13,61068,721,0.12631394533987386
5183,ZCTA5 87301,7735,4649,235,176,155,338,263,609,343,847,418,847,418,3086,446,369,340,303,111,283,257,436,190,227,124,87301,977,0.12630898513251454
5184,ZCTA5 34239,6912,4864,222,107,217,126,295,380,656,758,562,728,813,2048,141,112,73,46,107,248,448,349,243,242,39,34239,873,0.12630208333333334
5185,ZCTA5 32413,6288,4561,73,56,90,181,127,351,682,848,518,924,711,1727,16,74,73,157,56,178,379,374,124,94,202,32413,794,0.12627226463104327
5186,ZCTA5 11771,3669,2863,87,11,6,21,49,60,159,248,372,399,1451,806,22,5,93,10,2,61,150,145,79,144,95,11771,463,0.1261924230035432
5187,ZCTA5 72210,6808,4218,0,54,56,67,195,323,594,649,824,895,561,2590,18,183,262,187,255,415,411,532,176,91,60,72210,859,0.12617508813160988
5188,ZCTA5 63044,3987,2732,31,43,84,51,91,192,346,556,427,612,299,1255,13,50,47,135,73,245,189,221,147,83,52,63044,503,0.12616002006521193
5189,ZCTA5 15341,325,245,3,2,12,13,11,15,25,47,49,32,36,80,5,3,5,7,4,4,11,22,17,2,0,15341,41,0.12615384615384614
5190,ZCTA5 98250,3750,2695,79,24,44,105,82,167,290,500,444,445,515,1055,39,55,72,53,71,136,156,240,112,86,35,98250,473,0.12613333333333332
5191,ZCTA5 53726,2268,765,12,0,11,0,5,25,5,64,61,196,386,1503,208,116,183,126,158,175,251,173,78,35,0,53726,286,0.12610229276895943
5192,ZCTA5 60155,3204,2071,124,22,76,61,113,148,351,557,198,336,85,1133,106,71,142,0,59,153,198,186,151,15,52,60155,404,0.12609238451935081
5193,ZCTA5 14219,5433,3477,82,10,89,108,307,212,508,723,608,600,230,1956,115,114,212,258,192,103,277,324,213,123,25,14219,685,0.12608135468433646
5194,ZCTA5 33901,8876,3728,220,77,153,91,91,428,577,572,464,520,535,5148,412,253,638,593,608,744,781,669,182,201,67,33901,1119,0.12607030193780983
5195,ZCTA5 12553,9323,6633,82,38,118,124,171,331,754,975,767,1570,1703,2690,85,87,132,132,174,422,483,418,272,357,128,12553,1175,0.12603239300654295
5196,ZCTA5 55076,8889,6424,97,73,144,121,119,457,552,1139,1309,1245,1168,2465,7,132,179,213,118,268,428,426,311,234,149,55076,1120,0.12599842501968725
5197,ZCTA5 73801,5653,3786,49,73,36,126,259,400,408,678,691,708,358,1867,80,119,131,96,145,214,370,437,114,156,5,73801,712,0.12595082257208562
5198,ZCTA5 58060,548,416,3,2,14,3,22,39,56,87,64,92,34,132,0,10,0,4,0,17,32,34,23,9,3,58060,69,0.1259124087591241
5199,ZCTA5 68947,278,222,0,2,4,4,15,23,30,69,30,27,18,56,0,0,6,5,0,0,10,19,1,7,8,68947,35,0.12589928057553956
5200,ZCTA5 23237,8237,5529,76,87,118,142,129,361,780,1299,848,1106,583,2708,36,174,156,139,294,357,515,512,350,150,25,23237,1037,0.12589535024887702
5201,ZCTA5 14618,8222,6356,83,99,42,119,94,234,535,854,776,1335,2185,1866,106,78,26,126,106,131,258,293,246,278,218,14618,1035,0.12588178058866456
5202,ZCTA5 59527,286,136,11,16,11,8,4,15,37,15,8,7,4,150,5,27,18,23,4,17,20,21,12,3,0,59527,36,0.1258741258741259
5203,ZCTA5 46124,3226,2221,28,0,161,167,81,281,233,357,485,321,107,1005,56,45,49,59,33,158,199,332,58,16,0,46124,406,0.12585244885306882
5204,ZCTA5 79104,2400,1491,0,32,96,80,54,170,376,411,137,105,30,909,15,83,114,134,86,95,80,184,114,4,0,79104,302,0.12583333333333332
5205,ZCTA5 95747,22670,17575,349,120,227,219,342,735,1115,2084,2032,4246,6106,5095,333,122,283,167,278,613,447,863,595,874,520,95747,2852,0.12580502867225407
5206,ZCTA5 13736,779,612,0,26,19,37,17,45,110,113,97,94,54,167,3,4,12,8,22,3,17,3,85,10,0,13736,98,0.1258023106546855
5207,ZCTA5 92225,5891,3161,142,83,181,207,142,168,397,523,447,532,339,2730,136,142,532,244,231,340,364,327,189,128,97,92225,741,0.12578509590901374
5208,ZCTA5 73601,3530,2209,71,62,83,64,147,156,437,409,211,393,176,1321,61,19,78,240,128,81,270,245,175,24,0,73601,444,0.12577903682719546
5209,ZCTA5 63143,4977,2266,39,19,36,83,30,221,256,399,561,331,291,2711,124,208,223,337,244,375,574,335,184,74,33,63143,626,0.12577858147478402
5210,ZCTA5 81423,644,445,4,9,12,26,13,35,48,99,34,96,69,199,6,10,20,26,7,24,25,43,25,13,0,81423,81,0.12577639751552794
5211,ZCTA5 12118,6624,4386,69,20,77,49,173,202,315,677,642,1190,972,2238,63,245,93,156,157,164,527,422,171,230,10,12118,833,0.1257548309178744
5212,ZCTA5 37075,24276,17632,153,177,243,408,411,1025,1711,3410,2669,3649,3776,6644,353,223,339,191,405,795,1286,1432,903,469,248,37075,3052,0.12572087658592848
5213,ZCTA5 50133,175,122,0,0,6,6,16,11,32,24,18,9,0,53,0,0,10,2,0,13,6,11,0,0,11,50133,22,0.12571428571428572
5214,ZCTA5 93204,2299,1080,16,0,52,39,11,76,189,387,186,110,14,1219,117,62,117,156,115,239,124,209,50,30,0,93204,289,0.12570682905611136
5215,ZCTA5 45402,4424,1596,58,32,17,158,85,299,283,238,185,157,84,2828,405,467,395,244,201,250,310,338,130,60,28,45402,556,0.1256781193490054
5216,ZCTA5 34236,7003,4251,89,72,144,90,210,411,485,468,405,662,1215,2752,135,102,356,277,233,356,413,229,259,215,177,34236,880,0.12566043124375267
5217,ZCTA5 54832,191,127,6,2,0,2,12,20,20,22,15,22,6,64,2,4,9,2,3,18,2,11,13,0,0,54832,24,0.1256544502617801
5218,ZCTA5 68318,191,154,18,2,6,5,11,24,18,28,18,19,5,37,0,7,4,0,0,2,0,7,5,12,0,68318,24,0.1256544502617801
5219,ZCTA5 72116,9383,5865,74,46,73,210,221,314,521,971,862,1343,1230,3518,325,49,345,100,321,601,598,660,228,239,52,72116,1179,0.12565277629755942
5220,ZCTA5 68463,581,444,4,9,11,10,9,34,73,115,61,98,20,137,2,17,13,0,8,11,13,32,30,11,0,68463,73,0.12564543889845095
5221,ZCTA5 17519,2157,1605,36,0,36,22,36,40,139,436,339,358,163,552,26,0,8,28,60,28,131,141,75,55,0,17519,271,0.12563745943439963
5222,ZCTA5 61115,8660,6581,47,97,144,247,174,601,1016,1491,1114,1264,386,2079,34,44,141,101,52,387,232,650,219,94,125,61115,1088,0.125635103926097
5223,ZCTA5 99402,693,494,28,0,0,60,17,12,62,111,31,100,73,199,0,0,16,25,26,27,18,52,21,14,0,99402,87,0.12554112554112554
5224,ZCTA5 06426,1617,1184,0,0,0,0,29,81,110,80,158,246,480,433,0,0,36,32,0,33,129,50,18,69,66,6426,203,0.12554112554112554
5225,ZCTA5 43045,693,578,26,2,11,7,4,7,30,159,167,81,84,115,0,0,2,17,5,2,2,33,30,16,8,43045,87,0.12554112554112554
5226,ZCTA5 34103,6126,4810,147,73,78,141,113,360,422,583,462,680,1751,1316,42,0,18,35,98,136,218,324,149,201,95,34103,769,0.1255305256284688
5227,ZCTA5 13490,709,518,0,31,0,0,52,0,28,151,60,127,69,191,0,0,0,0,102,0,0,46,43,0,0,13490,89,0.12552891396332863
5228,ZCTA5 32081,4374,3574,44,0,29,83,0,206,213,377,443,897,1282,800,0,0,0,15,12,0,224,196,137,54,162,32081,549,0.12551440329218108
5229,ZCTA5 56244,518,401,3,2,12,9,29,23,43,117,42,52,69,117,2,2,4,0,25,8,11,21,4,21,19,56244,65,0.12548262548262548
5230,ZCTA5 21228,18433,13698,164,91,129,271,368,550,925,2435,1821,3342,3602,4735,173,167,94,270,224,649,845,991,635,462,225,21228,2313,0.12548147344436608
5231,ZCTA5 98264,7540,5214,68,53,72,120,237,351,628,960,814,1001,910,2326,38,93,194,144,82,311,518,537,173,208,28,98264,946,0.12546419098143236
5232,ZCTA5 28105,17147,12360,99,88,208,228,258,742,1532,1618,1826,2574,3187,4787,282,119,138,173,275,768,881,1130,468,323,230,28105,2151,0.12544468420131802
5233,ZCTA5 95669,853,677,12,19,5,21,39,62,87,98,145,97,92,176,0,0,23,21,3,16,6,55,27,25,0,95669,107,0.1254396248534584
5234,ZCTA5 33834,1754,1140,65,62,25,62,56,177,216,228,128,70,51,614,83,10,28,18,72,55,128,201,19,0,0,33834,220,0.12542759407069556
5235,ZCTA5 02817,2161,1793,17,32,0,0,0,120,184,171,260,474,535,368,15,0,0,0,0,68,14,53,83,112,23,2817,271,0.12540490513651087
5236,ZCTA5 38133,7537,5601,55,10,87,134,90,588,427,1141,961,1204,904,1936,42,23,59,92,43,372,360,480,312,81,72,38133,945,0.1253814515059042
5237,ZCTA5 15629,335,187,9,0,8,3,12,17,65,48,19,6,0,148,11,17,11,24,0,28,15,18,24,0,0,15629,42,0.1253731343283582
5238,ZCTA5 81505,4459,3135,46,43,114,82,99,249,505,534,392,591,480,1324,52,42,91,151,85,171,173,262,181,98,18,81505,559,0.12536443148688048
5239,ZCTA5 75420,351,280,0,0,0,3,17,32,16,83,56,47,26,71,0,8,0,4,7,0,8,0,15,29,0,75420,44,0.12535612535612536
5240,ZCTA5 06010,24460,15625,88,114,244,292,366,1001,1446,2812,2617,3791,2854,8835,365,576,701,1045,717,901,1464,1470,1004,417,175,6010,3066,0.12534750613246115
5241,ZCTA5 66064,2266,1481,42,0,57,78,61,59,73,622,237,158,94,785,71,29,60,27,0,116,198,227,38,19,0,66064,284,0.12533097969991175
5242,ZCTA5 36322,3463,1962,106,38,38,73,63,237,310,375,267,328,127,1501,68,133,175,232,107,198,154,274,54,49,57,36322,434,0.1253248628356916
5243,ZCTA5 95252,5011,4125,24,47,66,166,114,314,509,707,584,992,602,886,19,14,0,76,61,13,75,262,194,105,67,95252,628,0.125324286569547
5244,ZCTA5 11726,5785,4335,57,83,80,86,196,322,422,665,538,941,945,1450,10,58,32,155,66,221,183,321,194,174,36,11726,725,0.12532411408815902
5245,ZCTA5 97326,391,332,0,0,10,23,26,33,66,89,24,30,31,59,0,0,0,0,0,10,0,22,27,0,0,97326,49,0.12531969309462915
5246,ZCTA5 17113,3958,2411,23,65,60,92,144,257,349,704,360,296,61,1547,161,267,46,47,61,179,290,296,94,106,0,17113,496,0.12531581606872158
5247,ZCTA5 01515,822,681,10,0,5,25,40,45,47,99,137,163,110,141,0,11,14,0,0,8,5,38,29,36,0,1515,103,0.12530413625304138
5248,ZCTA5 32694,838,603,27,0,16,9,46,66,134,104,113,34,54,235,6,13,50,32,18,11,0,66,39,0,0,32694,105,0.12529832935560858
5249,ZCTA5 20692,447,391,0,42,0,0,0,0,0,9,0,175,165,56,0,0,0,0,0,0,0,0,56,0,0,20692,56,0.12527964205816555
5250,ZCTA5 84083,447,107,3,0,0,0,11,4,8,51,17,10,3,340,17,26,34,51,40,71,45,42,8,0,6,84083,56,0.12527964205816555
5251,ZCTA5 74701,9364,5065,118,163,207,245,284,510,754,930,626,772,456,4299,261,370,375,434,323,658,705,664,306,170,33,74701,1173,0.12526697992310978
5252,ZCTA5 95531,8337,5119,242,137,211,338,171,460,547,1288,655,693,377,3218,188,198,442,385,209,491,261,512,302,124,106,95531,1044,0.12522490104354084
5253,ZCTA5 77047,9816,7138,34,133,102,247,196,743,1064,1398,1323,1178,720,2678,74,102,117,301,143,238,474,411,375,358,85,77047,1229,0.12520374898125508
5254,ZCTA5 03867,9116,6049,59,79,197,146,231,455,906,982,1408,901,685,3067,76,348,270,308,214,255,455,576,277,252,36,3867,1141,0.1251645458534445
5255,ZCTA5 31822,2317,1679,0,71,110,47,121,205,226,288,248,236,127,638,45,11,49,50,69,48,76,208,19,63,0,31822,290,0.1251618472162279
5256,ZCTA5 62010,4532,3305,33,42,47,126,100,214,293,852,466,775,357,1227,29,90,118,70,116,115,122,270,224,60,13,62010,567,0.12511032656663726
5257,ZCTA5 75041,9379,5709,65,120,179,147,255,665,859,1338,635,841,605,3670,62,149,402,443,180,561,700,809,229,94,41,75041,1173,0.12506663823435335
5258,ZCTA5 48111,16674,11486,172,169,228,376,435,1049,1623,2368,1522,2307,1237,5188,114,218,460,276,475,625,935,1115,515,303,152,48111,2085,0.12504498020870816
5259,ZCTA5 14608,5071,1027,26,3,110,31,103,92,158,199,103,96,106,4044,382,635,694,480,399,403,417,388,132,96,18,14608,634,0.12502464997042004
5260,ZCTA5 33023,20500,13523,339,265,439,606,486,1422,2163,3105,2040,1976,682,6977,336,291,603,364,429,1159,1232,1665,526,280,92,33023,2563,0.12502439024390244
5261,ZCTA5 56369,272,122,0,0,7,7,0,18,11,15,26,38,0,150,10,0,8,7,0,31,60,11,8,15,0,56369,34,0.125
5262,ZCTA5 95459,232,176,0,2,5,13,7,16,39,51,8,21,14,56,7,3,0,0,4,10,3,8,14,7,0,95459,29,0.125
5263,ZCTA5 66522,32,4,0,0,0,0,0,0,1,0,0,3,0,28,1,0,2,21,0,0,0,0,4,0,0,66522,4,0.125
5264,ZCTA5 54857,24,11,0,2,9,0,0,0,0,0,0,0,0,13,0,0,0,0,0,10,0,3,0,0,0,54857,3,0.125
5265,ZCTA5 44640,88,64,2,0,0,3,3,5,13,9,10,19,0,24,0,2,0,4,0,0,7,8,3,0,0,44640,11,0.125
5266,ZCTA5 13776,232,173,0,4,0,9,15,12,24,51,14,32,12,59,0,7,6,11,0,6,0,9,12,4,4,13776,29,0.125
5267,ZCTA5 72426,88,55,0,1,0,6,2,9,8,7,8,9,5,33,0,0,5,6,6,5,0,5,5,0,1,72426,11,0.125
5268,ZCTA5 68749,32,24,0,0,1,3,1,4,3,10,0,1,1,8,0,0,0,0,0,0,4,4,0,0,0,68749,4,0.125
5269,ZCTA5 99589,48,37,5,0,2,3,5,4,6,3,0,7,2,11,1,2,0,0,2,0,0,3,0,3,0,99589,6,0.125
5270,ZCTA5 83428,184,158,2,2,7,7,6,9,40,35,21,22,7,26,0,0,0,0,0,3,0,10,2,11,0,83428,23,0.125
5271,ZCTA5 95703,424,361,8,0,0,0,46,34,31,63,72,84,23,63,10,0,0,0,0,0,0,18,23,12,0,95703,53,0.125
5272,ZCTA5 21641,40,21,0,0,0,0,1,4,0,4,12,0,0,19,4,1,0,0,7,0,2,5,0,0,0,21641,5,0.125
5273,ZCTA5 78007,56,34,3,0,0,2,0,0,4,6,8,4,7,22,0,0,0,0,0,0,15,4,0,3,0,78007,7,0.125
5274,ZCTA5 45352,96,65,1,0,0,2,0,25,15,8,10,2,2,31,4,0,0,2,0,8,5,9,3,0,0,45352,12,0.125
5275,ZCTA5 57562,16,14,0,0,0,3,0,0,8,3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,57562,2,0.125
5276,ZCTA5 66932,40,33,4,2,1,0,7,5,8,6,0,0,0,7,0,0,0,0,2,0,0,5,0,0,0,66932,5,0.125
5277,ZCTA5 59547,24,21,0,0,0,0,0,0,10,4,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,59547,3,0.125
5278,ZCTA5 76134,8320,4945,88,62,170,166,229,563,615,1268,885,648,251,3375,244,259,369,358,193,505,407,477,235,261,67,76134,1040,0.125
5279,ZCTA5 83334,768,536,10,30,49,33,23,62,38,118,81,65,27,232,0,13,9,3,11,38,62,74,8,4,10,83334,96,0.125
5280,ZCTA5 99926,480,355,6,11,6,12,29,42,41,82,51,45,30,125,11,4,10,5,9,18,8,17,20,5,18,99926,60,0.125
5281,ZCTA5 57775,88,77,0,0,8,0,0,5,2,19,24,11,8,11,0,0,0,0,0,0,0,2,9,0,0,57775,11,0.125
5282,ZCTA5 28628,160,93,0,0,0,2,13,11,16,21,16,14,0,67,17,0,0,0,0,19,11,12,8,0,0,28628,20,0.125
5283,ZCTA5 94572,3329,2033,16,26,17,19,0,99,186,286,288,513,583,1296,42,134,135,67,85,205,212,150,142,84,40,94572,416,0.1249624511865425
5284,ZCTA5 52353,3812,2373,33,21,35,45,85,188,333,535,496,420,182,1439,13,47,87,134,132,182,368,305,83,78,10,52353,476,0.1248688352570829
5285,ZCTA5 68046,9916,7268,60,58,63,80,137,246,339,989,1143,2101,2052,2648,57,93,114,193,117,278,558,535,309,280,114,68046,1238,0.12484872932634127
5286,ZCTA5 04039,3125,2432,0,14,74,17,100,245,255,496,523,470,238,693,0,18,46,21,4,141,73,235,67,88,0,4039,390,0.1248
5287,ZCTA5 06250,1803,1334,17,0,63,20,39,60,85,174,165,242,469,469,4,0,17,43,19,103,58,94,29,59,43,6250,225,0.12479201331114809
5288,ZCTA5 35235,8191,5683,93,122,148,242,164,549,687,1736,983,718,241,2508,78,65,360,156,198,301,328,500,219,265,38,35235,1022,0.12477109022097424
5289,ZCTA5 33174,9667,5582,158,146,338,389,179,555,437,1200,790,860,530,4085,161,513,319,303,232,657,694,528,340,316,22,33174,1206,0.12475431881659253
5290,ZCTA5 11362,7151,5704,28,65,103,132,59,501,398,970,774,1294,1380,1447,111,31,14,112,29,138,120,305,178,340,69,11362,892,0.12473779890924347
5291,ZCTA5 83128,449,341,0,3,0,0,3,24,16,48,67,105,75,108,0,0,8,11,3,5,25,38,15,3,0,83128,56,0.12472160356347439
5292,ZCTA5 11939,449,364,0,0,14,3,14,17,63,42,71,45,95,85,7,0,0,0,10,3,9,19,0,28,9,11939,56,0.12472160356347439
5293,ZCTA5 72207,5164,3381,33,39,52,39,70,256,172,402,560,597,1161,1783,57,21,17,128,289,169,458,385,112,48,99,72207,644,0.12470952749806352
5294,ZCTA5 63440,417,291,13,22,3,17,12,34,39,71,39,33,8,126,5,6,19,0,5,17,22,34,3,1,14,63440,52,0.12470023980815348
5295,ZCTA5 39179,417,312,11,0,49,26,0,46,53,39,19,42,27,105,23,0,19,11,0,0,0,39,4,9,0,39179,52,0.12470023980815348
5296,ZCTA5 17551,4010,2473,37,57,44,7,155,160,175,455,399,727,257,1537,53,23,186,106,197,238,234,286,136,78,0,17551,500,0.12468827930174564
5297,ZCTA5 75693,2366,1631,39,45,12,59,42,106,244,242,282,399,161,735,0,77,0,119,0,125,119,136,122,20,17,75693,295,0.12468300929839392
5298,ZCTA5 57002,385,300,8,13,1,5,7,18,37,67,82,43,19,85,0,8,3,0,11,11,4,12,9,20,7,57002,48,0.12467532467532468
5299,ZCTA5 68004,369,274,2,2,11,13,8,20,40,59,42,43,34,95,0,9,7,3,0,14,16,16,16,3,11,68004,46,0.12466124661246612
5300,ZCTA5 19111,23930,13795,219,157,465,518,539,1051,2306,2628,2003,2425,1484,10135,804,672,872,841,781,1496,1686,1556,637,630,160,19111,2983,0.12465524446301714
