,NAME,Estimate!!Total,Estimate!!Total!!Owner occupied,"Estimate!!Total!!Owner occupied!!Less than $5,000","Estimate!!Total!!Owner occupied!!$5,000 to $9,999","Estimate!!Total!!Owner occupied!!$10,000 to $14,999","Estimate!!Total!!Owner occupied!!$15,000 to $19,999","Estimate!!Total!!Owner occupied!!$20,000 to $24,999","Estimate!!Total!!Owner occupied!!$25,000 to $34,999","Estimate!!Total!!Owner occupied!!$35,000 to $49,999","Estimate!!Total!!Owner occupied!!$50,000 to $74,999","Estimate!!Total!!Owner occupied!!$75,000 to $99,999","Estimate!!Total!!Owner occupied!!$100,000 to $149,999","Estimate!!Total!!Owner occupied!!$150,000 or more",Estimate!!Total!!Renter occupied,"Estimate!!Total!!Renter occupied!!Less than $5,000","Estimate!!Total!!Renter occupied!!$5,000 to $9,999","Estimate!!Total!!Renter occupied!!$10,000 to $14,999","Estimate!!Total!!Renter occupied!!$15,000 to $19,999","Estimate!!Total!!Renter occupied!!$20,000 to $24,999","Estimate!!Total!!Renter occupied!!$25,000 to $34,999","Estimate!!Total!!Renter occupied!!$35,000 to $49,999","Estimate!!Total!!Renter occupied!!$50,000 to $74,999","Estimate!!Total!!Renter occupied!!$75,000 to $99,999","Estimate!!Total!!Renter occupied!!$100,000 to $149,999","Estimate!!Total!!Renter occupied!!$150,000 or more",zip code tabulation area,50k or Higher Total,% 50k or Higher
0,ZCTA5 07703,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,17,0,0,0,7703,17,1.0
1,ZCTA5 57650,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,57650,9,1.0
2,ZCTA5 80475,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,30,0,0,80475,30,1.0
3,ZCTA5 24131,26,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,9,17,0,24131,26,1.0
4,ZCTA5 19472,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,19472,6,1.0
5,ZCTA5 19736,26,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,26,0,0,0,19736,26,1.0
6,ZCTA5 88009,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,88009,3,1.0
7,ZCTA5 38054,41,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,19,5,0,17,38054,41,1.0
8,ZCTA5 06389,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,6389,7,1.0
9,ZCTA5 08890,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,8890,7,1.0
10,ZCTA5 99732,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,99732,7,1.0
11,ZCTA5 80488,51,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,26,0,25,0,80488,51,1.0
12,ZCTA5 97604,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,97604,8,1.0
13,ZCTA5 28533,19,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,19,0,0,28533,19,1.0
14,ZCTA5 39762,19,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19,39762,19,1.0
15,ZCTA5 41729,19,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,19,0,0,0,41729,19,1.0
16,ZCTA5 29905,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,5,11,0,0,29905,16,1.0
17,ZCTA5 92280,19,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,19,0,0,0,92280,19,1.0
18,ZCTA5 23708,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,23708,5,1.0
19,ZCTA5 92267,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,92267,5,1.0
20,ZCTA5 29409,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,29409,5,1.0
21,ZCTA5 80914,22,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,18,80914,22,1.0
22,ZCTA5 98438,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,98438,4,1.0
23,ZCTA5 38945,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,38945,9,1.0
24,ZCTA5 43463,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,43463,9,1.0
25,ZCTA5 45041,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,11,6,0,0,45041,17,1.0
26,ZCTA5 84728,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,7,7,6,0,84728,20,1.0
27,ZCTA5 93928,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,0,0,93928,17,1.0
28,ZCTA5 10279,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,18,10279,18,1.0
29,ZCTA5 57741,36,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,36,57741,36,1.0
30,ZCTA5 24020,36,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,0,24020,36,1.0
31,ZCTA5 19735,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,9,8,0,0,19735,17,1.0
32,ZCTA5 20118,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,20118,2,1.0
33,ZCTA5 98364,47,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,24,23,0,98364,47,1.0
34,ZCTA5 10162,741,0,0,0,0,0,0,0,0,0,0,0,0,741,0,0,0,0,41,0,0,42,103,158,397,10162,700,0.9446693657219973
35,ZCTA5 92332,42,3,0,0,0,0,0,0,0,0,0,3,0,39,0,0,0,0,0,0,0,0,0,0,39,92332,39,0.9285714285714286
36,ZCTA5 10996,885,9,0,0,0,0,0,0,0,0,0,6,3,876,0,8,0,0,0,24,25,80,253,303,183,10996,819,0.9254237288135593
37,ZCTA5 99692,61,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,1,0,2,3,21,15,15,4,99692,55,0.9016393442622951
38,ZCTA5 76127,62,7,0,0,0,0,0,0,0,7,0,0,0,55,0,0,0,0,0,0,0,30,18,7,0,76127,55,0.8870967741935484
39,ZCTA5 07311,238,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,16,0,0,0,13,0,0,19,190,7311,209,0.8781512605042017
40,ZCTA5 26152,32,4,0,0,0,0,0,0,0,4,0,0,0,28,0,0,0,0,0,0,0,28,0,0,0,26152,28,0.875
41,ZCTA5 93043,16,2,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,5,9,0,0,93043,14,0.875
42,ZCTA5 82190,193,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,32,0,0,0,161,0,0,0,82190,161,0.8341968911917098
43,ZCTA5 38731,57,10,0,0,0,0,0,0,0,10,0,0,0,47,0,0,0,0,0,0,0,47,0,0,0,38731,47,0.8245614035087719
44,ZCTA5 34141,17,3,0,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,14,0,0,34141,14,0.8235294117647058
45,ZCTA5 10282,2231,192,16,0,0,0,0,0,0,0,0,0,176,2039,57,0,43,31,40,29,34,51,77,284,1393,10282,1805,0.8090542357687136
46,ZCTA5 11109,2954,291,0,0,0,0,0,0,0,28,16,95,152,2663,120,50,0,0,15,38,53,196,207,681,1303,11109,2387,0.8080568720379147
47,ZCTA5 47869,57,11,0,0,0,0,0,0,0,0,0,11,0,46,0,0,0,0,0,0,0,46,0,0,0,47869,46,0.8070175438596491
48,ZCTA5 23651,206,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,3,4,0,18,15,45,23,67,31,23651,166,0.8058252427184466
49,ZCTA5 61027,40,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,8,0,0,32,0,0,0,61027,32,0.8
50,ZCTA5 45884,39,8,0,0,0,0,0,0,8,0,0,0,0,31,0,0,0,0,0,0,0,0,23,0,8,45884,31,0.7948717948717948
51,ZCTA5 82731,63,13,0,0,13,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,27,0,23,0,82731,50,0.7936507936507936
52,ZCTA5 77010,576,82,0,0,0,0,0,0,0,11,0,30,41,494,22,0,10,0,0,0,11,29,28,32,362,77010,451,0.7829861111111112
53,ZCTA5 30346,3033,111,0,0,0,0,0,15,0,13,12,19,52,2922,66,6,16,0,56,40,368,567,567,857,379,30346,2370,0.781404549950544
54,ZCTA5 71711,18,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,14,0,0,0,71711,14,0.7777777777777778
55,ZCTA5 10006,1794,306,0,12,0,0,21,0,15,0,46,13,199,1488,43,19,26,0,13,0,0,114,140,299,834,10006,1387,0.7731326644370122
56,ZCTA5 97712,22,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,5,0,17,0,0,97712,17,0.7727272727272727
57,ZCTA5 46146,83,19,0,0,0,0,0,0,0,19,0,0,0,64,0,0,0,0,0,0,0,7,44,13,0,46146,64,0.7710843373493976
58,ZCTA5 36113,274,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,3,18,21,21,39,50,99,23,36113,211,0.7700729927007299
59,ZCTA5 87070,26,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,6,0,0,0,0,0,0,20,87070,20,0.7692307692307693
60,ZCTA5 14614,69,0,0,0,0,0,0,0,0,0,0,0,0,69,0,16,0,0,0,0,0,17,18,18,0,14614,53,0.7681159420289855
61,ZCTA5 77855,43,10,0,0,0,0,0,0,0,10,0,0,0,33,0,0,0,0,0,0,0,0,0,33,0,77855,33,0.7674418604651163
62,ZCTA5 21402,267,22,0,0,0,0,0,0,22,0,0,0,0,245,0,0,0,0,0,19,22,66,65,52,21,21402,204,0.7640449438202247
63,ZCTA5 94304,1845,241,0,0,8,15,3,9,8,13,34,27,124,1604,111,0,6,41,0,21,19,291,207,273,635,94304,1406,0.7620596205962059
64,ZCTA5 12720,46,11,0,0,0,0,0,0,11,0,0,0,0,35,0,0,0,0,0,0,0,17,0,18,0,12720,35,0.7608695652173914
65,ZCTA5 01731,555,6,0,0,0,0,0,0,0,6,0,0,0,549,0,0,0,0,0,66,62,59,99,144,119,1731,421,0.7585585585585586
66,ZCTA5 45433,570,29,0,0,0,0,0,0,0,0,0,29,0,541,7,0,0,22,0,20,60,125,129,92,86,45433,432,0.7578947368421053
67,ZCTA5 77481,8,2,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,77481,6,0.75
68,ZCTA5 78236,402,0,0,0,0,0,0,0,0,0,0,0,0,402,21,0,0,2,3,30,46,65,136,86,13,78236,300,0.746268656716418
69,ZCTA5 59867,31,8,0,0,0,0,0,0,0,5,3,0,0,23,0,0,0,0,0,0,0,6,7,10,0,59867,23,0.7419354838709677
70,ZCTA5 95646,27,6,0,0,0,0,0,0,0,0,0,0,6,21,0,0,0,0,1,0,0,20,0,0,0,95646,20,0.7407407407407407
71,ZCTA5 92518,500,46,8,0,8,0,0,0,0,0,11,10,9,454,0,0,25,8,20,24,9,151,102,83,32,92518,368,0.736
72,ZCTA5 14035,22,6,0,6,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,0,0,0,14035,16,0.7272727272727273
73,ZCTA5 22211,58,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,3,3,3,7,0,5,0,29,8,22211,42,0.7241379310344828
74,ZCTA5 63962,47,0,0,0,0,0,0,0,0,0,0,0,0,47,13,0,0,0,0,0,0,34,0,0,0,63962,34,0.723404255319149
75,ZCTA5 22448,177,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,1,0,7,11,30,61,29,21,17,22448,128,0.7231638418079096
76,ZCTA5 79908,854,0,0,0,0,0,0,0,0,0,0,0,0,854,35,0,0,0,0,74,128,303,85,188,41,79908,617,0.7224824355971897
77,ZCTA5 35808,330,5,0,0,0,0,0,0,0,0,0,5,0,325,4,4,4,0,9,15,51,48,82,56,52,35808,238,0.7212121212121212
78,ZCTA5 85613,905,5,0,0,0,0,0,0,0,0,5,0,0,900,31,0,15,6,27,67,106,274,167,138,69,85613,648,0.7160220994475138
79,ZCTA5 12504,42,12,0,0,0,0,0,0,0,6,6,0,0,30,0,0,0,0,0,0,0,0,0,5,25,12504,30,0.7142857142857143
80,ZCTA5 78419,161,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,3,0,3,27,13,77,7,27,4,78419,115,0.7142857142857143
81,ZCTA5 36115,269,0,0,0,0,0,0,0,0,0,0,0,0,269,5,0,0,0,19,25,29,95,28,42,26,36115,191,0.7100371747211895
82,ZCTA5 20762,795,0,0,0,0,0,0,0,0,0,0,0,0,795,14,8,0,8,30,31,146,147,165,167,79,20762,558,0.7018867924528301
83,ZCTA5 76685,20,6,0,0,0,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,76685,14,0.7
84,ZCTA5 82714,30,9,0,0,0,0,0,9,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,0,0,82714,21,0.7
85,ZCTA5 80840,558,0,0,0,0,0,0,0,0,0,0,0,0,558,20,0,0,0,5,60,83,136,131,88,35,80840,390,0.6989247311827957
86,ZCTA5 95625,59,9,0,0,0,0,0,0,9,0,0,0,0,50,0,0,0,9,0,0,0,33,0,8,0,95625,41,0.6949152542372882
87,ZCTA5 75201,9532,1123,39,0,49,0,0,53,0,107,67,127,681,8409,400,181,136,74,94,362,602,1519,1529,1667,1845,75201,6560,0.6882081409987411
88,ZCTA5 75039,9697,1593,10,0,0,0,0,49,33,61,127,396,917,8104,65,72,24,105,85,402,680,1978,1772,1771,1150,75039,6671,0.6879447251727339
89,ZCTA5 20755,2715,41,0,0,12,18,0,0,0,5,0,6,0,2674,54,36,0,15,50,195,460,465,475,595,329,20755,1864,0.6865561694290976
90,ZCTA5 10005,4374,859,0,35,33,0,4,0,0,120,54,255,358,3515,194,76,36,70,0,36,104,186,227,558,2028,10005,2999,0.6856424325560128
91,ZCTA5 78234,953,57,0,0,0,32,4,0,0,14,0,7,0,896,19,0,12,9,0,81,123,255,207,132,58,78234,652,0.6841552990556139
92,ZCTA5 73145,504,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,6,82,72,176,117,4,47,73145,344,0.6825396825396826
93,ZCTA5 23414,88,28,0,0,0,0,0,0,13,15,0,0,0,60,0,0,0,0,0,0,0,0,60,0,0,23414,60,0.6818181818181818
94,ZCTA5 77876,22,7,0,0,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,0,0,0,0,15,0,77876,15,0.6818181818181818
95,ZCTA5 93605,53,17,0,0,0,0,1,0,7,5,4,0,0,36,0,0,0,0,0,0,0,7,10,14,5,93605,36,0.6792452830188679
96,ZCTA5 74103,293,4,0,0,0,0,0,0,0,0,4,0,0,289,32,0,0,0,9,21,28,53,21,52,73,74103,199,0.6791808873720137
97,ZCTA5 84022,230,4,0,0,0,0,0,0,0,0,0,4,0,226,0,0,0,19,0,6,45,59,18,58,21,84022,156,0.6782608695652174
98,ZCTA5 99653,37,7,0,1,0,0,0,0,0,1,4,0,1,30,0,0,0,3,0,0,2,5,9,4,7,99653,25,0.6756756756756757
99,ZCTA5 86321,772,130,0,0,19,0,5,73,0,24,7,0,2,642,20,2,0,0,0,64,41,72,127,256,60,86321,515,0.667098445595855
100,ZCTA5 07310,5776,894,18,0,0,0,4,0,26,39,35,28,744,4882,469,19,96,64,123,126,157,342,292,948,2246,7310,3828,0.6627423822714681
101,ZCTA5 32403,810,0,0,0,0,0,0,0,0,0,0,0,0,810,17,0,1,0,13,75,169,229,136,131,39,32403,535,0.6604938271604939
102,ZCTA5 96742,47,2,0,0,0,0,0,0,0,0,2,0,0,45,2,2,0,2,2,2,4,16,1,12,2,96742,31,0.6595744680851063
103,ZCTA5 21005,760,0,0,0,0,0,0,0,0,0,0,0,0,760,14,0,16,14,20,109,86,140,53,190,118,21005,501,0.6592105263157895
104,ZCTA5 10280,4560,1233,17,17,0,13,0,25,66,79,67,235,714,3327,47,75,49,10,0,55,86,284,243,611,1867,10280,3005,0.6589912280701754
