,zip_codes,Estimate!!Total,25-44 Renters,%25-44 Renters,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
49,2163,517,496,0.9593810444874274,42.36636,-71.12076,Boston,MA,Massachusetts,True,,2401,10057.3,25025,Suffolk,{'25025':100},Suffolk,25025,False,False,America/New_York
50,92278,298,264,0.8859060402684564,34.229890000000005,-116.05507,Twentynine Palms,CA,California,True,,4737,1858.4,6071,San Bernardino,{'06071':100},San Bernardino,06071,False,False,America/Los_Angeles
9,79908,854,725,0.8489461358313818,31.857190000000003,-106.38038,El Paso,TX,Texas,True,,5907,72.7,48141,El Paso,{'48141':100},El Paso,48141,False,False,America/Denver
91,43210,335,282,0.8417910447761194,40.00521,-83.02269,Columbus,OH,Ohio,True,,12530,2336.4,39049,Franklin,{'39049':100},Franklin,39049,False,False,America/New_York
85,20670,363,305,0.8402203856749312,38.28221,-76.42041,Patuxent River,MD,Maryland,True,,1552,41.6,24037,St. Mary's,{'24037':100},St. Mary's,24037,False,False,America/New_York
754,1731,555,456,0.8216216216216217,42.45675,-71.27951999999999,Hanscom Afb,MA,Massachusetts,True,,2061,680.4,25017,Middlesex,{'25017':100},Middlesex,25017,False,False,America/New_York
189,78236,402,330,0.8208955223880597,29.378109999999996,-98.64431,Jbsa Lackland,TX,Texas,True,,6882,423.3,48029,Bexar,{'48029':100},Bexar,48029,False,False,America/Chicago
716,85613,905,738,0.8154696132596685,31.5669,-110.3851,Fort Huachuca,AZ,Arizona,True,,5480,46.2,4003,Cochise,{'04003':100},Cochise,04003,False,False,America/Phoenix
209,8640,878,715,0.8143507972665148,40.0035,-74.58933,Joint Base Mdl,NJ,New Jersey,True,,7753,139.0,34005,Burlington,{'34005':100},Burlington,34005,False,False,America/New_York
384,33621,563,450,0.7992895204262878,27.843609999999998,-82.50103,Tampa,FL,Florida,True,,2533,76.2,12057,Hillsborough,{'12057':100},Hillsborough,12057,False,False,America/New_York
849,28547,2085,1656,0.7942446043165468,34.67125,-77.37368000000001,Camp Lejeune,NC,North Carolina,True,,25420,325.5,37133,Onslow,{'37133':100},Onslow,37133,False,False,America/New_York
505,23604,785,618,0.7872611464968153,37.13163,-76.58874,Fort Eustis,VA,Virginia,True,,6831,182.3,51700,Newport News,{'51700':100},Newport News,51700,False,False,America/New_York
775,79607,628,487,0.7754777070063694,32.42853,-99.82545999999999,Dyess Afb,TX,Texas,True,,3268,291.6,48441,Taylor,{'48441':100},Taylor,48441,False,False,America/Chicago
330,99011,759,584,0.769433465085639,47.618829999999996,-117.64811999999999,Fairchild Air Force Base,WA,Washington,True,,3118,163.8,53063,Spokane,{'53063':100},Spokane,53063,False,False,America/Los_Angeles
183,78234,953,729,0.7649527806925498,29.460390000000004,-98.43924,Jbsa Ft Sam Houston,TX,Texas,True,,5430,605.0,48029,Bexar,{'48029':100},Bexar,48029,False,False,America/Chicago
740,95903,343,260,0.7580174927113703,39.102509999999995,-121.36833,Beale Afb,CA,California,True,,1630,45.9,6115,Yuba,{'06115':100},Yuba,06115,False,False,America/Los_Angeles
676,32227,411,310,0.754257907542579,30.39003,-81.40722,Jacksonville,FL,Florida,True,,3087,750.6,12031,Duval,{'12031':100},Duval,12031,False,False,America/New_York
36,84056,936,695,0.7425213675213675,41.126490000000004,-111.99016999999999,Hill Afb,UT,Utah,True,,3336,135.6,49011,Davis,{'49011':100},Davis,49011,False,False,America/Denver
544,31905,3589,2661,0.7414321538032879,32.37972,-84.90734,Fort Benning,GA,Georgia,True,,18110,160.7,13053,Chattahoochee,"{'01113':0.06,'13053':50.82,'13215':49.12}",Chattahoochee|Muscogee|Russell,13053|13215|01113,False,False,America/New_York
482,80902,2995,2211,0.7382303839732888,38.683170000000004,-104.80785999999999,Colorado Springs,CO,Colorado,True,,13208,330.8,8041,El Paso,{'08041':100},El Paso,08041,False,False,America/Denver
393,11109,2954,2163,0.7322274881516587,40.74589,-73.95751,Long Island City,NY,New York,True,,5981,27330.4,36081,Queens,{'36081':100},Queens,36081,False,False,America/New_York
341,10996,885,647,0.7310734463276836,41.38975,-73.97267,West Point,NY,New York,True,,6673,804.1,36071,Orange,{'36071':100},Orange,36071,False,False,America/New_York
664,73145,504,367,0.7281746031746031,35.41912,-97.3941,Oklahoma City,OK,Oklahoma,True,,3277,189.6,40109,Oklahoma,{'40109':100},Oklahoma,40109,False,False,America/Chicago
109,88330,973,703,0.7225077081192189,32.836529999999996,-106.0774,Holloman Air Force Base,NM,New Mexico,True,,3879,857.5,35035,Otero,{'35035':100},Otero,35035,False,False,America/Denver
336,29404,467,337,0.721627408993576,32.89864,-80.05028,Charleston Afb,SC,South Carolina,True,,1981,102.3,45019,Charleston,{'45019':100},Charleston,45019,False,False,America/New_York
67,92310,2500,1796,0.7184,35.26145,-116.69033999999999,Fort Irwin,CA,California,True,,9086,1141.0,6071,San Bernardino,{'06071':100},San Bernardino,06071,False,False,America/Los_Angeles
618,13603,3167,2273,0.7177139248500158,44.03703,-75.79779,Watertown,NY,New York,True,,9589,691.0,36045,Jefferson,{'36045':100},Jefferson,36045,False,False,America/New_York
260,76311,635,454,0.7149606299212599,33.96947,-98.50898000000001,Sheppard Afb,TX,Texas,True,,8784,1757.8,48485,Wichita,{'48485':100},Wichita,48485,False,False,America/Chicago
113,20755,2715,1940,0.714548802946593,39.105779999999996,-76.74679,Fort George G Meade,MD,Maryland,True,,10297,431.1,24003,Anne Arundel,{'24003':100},Anne Arundel,24003,False,False,America/New_York
79,80045,561,400,0.7130124777183601,39.74754,-104.83861,Aurora,CO,Colorado,True,,889,159.6,8001,Adams,{'08001':100},Adams,08001,False,False,America/Denver
804,71459,3504,2492,0.7111872146118722,31.076659999999997,-93.21793000000001,Fort Polk,LA,Louisiana,True,,11658,494.5,22115,Vernon,{'22115':100},Vernon,22115,False,False,America/Chicago
419,66442,3812,2711,0.7111752360965372,39.093309999999995,-96.78978000000001,Fort Riley,KS,Kansas,True,,16565,160.8,20161,Riley,"{'20061':40.87,'20161':59.13}",Riley|Geary,20161|20061,False,False,America/Chicago
47,55402,313,222,0.7092651757188498,44.97605,-93.2716,Minneapolis,MN,Minnesota,True,,408,799.3,27053,Hennepin,{'27053':100},Hennepin,27053,False,False,America/Chicago
731,32403,810,564,0.6962962962962963,30.053379999999997,-85.5568,Panama City,FL,Florida,True,,3374,26.2,12005,Bay,{'12005':100},Bay,12005,False,False,America/Chicago
855,32542,658,458,0.6960486322188449,30.55285,-86.57432,Eglin Afb,FL,Florida,True,,3081,82.2,12091,Okaloosa,{'12091':100},Okaloosa,12091,False,False,America/Chicago
590,93437,917,638,0.6957470010905126,34.73738,-120.54347,Lompoc,CA,California,True,,3379,33.2,6083,Santa Barbara,{'06083':100},Santa Barbara,06083,False,False,America/Los_Angeles
118,20762,795,550,0.6918238993710691,38.80731,-76.87482,Andrews Air Force Base,MD,Maryland,True,,2964,194.8,24033,Prince George's,{'24033':100},Prince George's,24033,False,False,America/New_York
650,99703,2017,1344,0.6663361427863164,64.8328,-147.62322,Fort Wainwright,AK,Alaska,True,,8859,311.4,2090,Fairbanks North Star,{'02090':100},Fairbanks North Star,02090,False,False,America/Anchorage
864,32544,311,207,0.6655948553054662,30.427940000000003,-86.69927,Hurlburt Field,FL,Florida,True,,2003,73.9,12091,Okaloosa,{'12091':100},Okaloosa,12091,False,False,America/Chicago
55,98433,4199,2790,0.664443915217909,47.1113,-122.58723,Tacoma,WA,Washington,True,,18909,286.1,53053,Pierce,{'53053':100},Pierce,53053,False,False,America/Los_Angeles
579,42223,4559,3009,0.660013160780873,36.62825,-87.46282,Fort Campbell,KY,Kentucky,True,,20501,505.6,21047,Christian,"{'21047':68.99,'47125':31.01}",Christian|Montgomery,21047|47125,False,False,America/Chicago
560,40121,2451,1605,0.6548347613219094,37.92933,-85.94141,Fort Knox,KY,Kentucky,True,,8965,115.4,21093,Hardin,"{'21093':73.5,'21163':26.5}",Hardin|Meade,21093|21163,False,False,America/New_York
389,58204,728,476,0.6538461538461539,47.95497,-97.38681,Grand Forks Afb,ND,North Dakota,True,,2347,105.7,38035,Grand Forks,{'38035':100},Grand Forks,38035,False,False,America/Chicago
348,76544,3793,2467,0.6504086475085684,31.143109999999997,-97.76164,Fort Hood,TX,Texas,True,,25561,377.0,48027,Bell,"{'48027':51.06,'48099':48.94}",Bell|Coryell,48027|48099,False,False,America/Chicago
156,76155,2888,1856,0.6426592797783933,32.82398,-97.04866,Fort Worth,TX,Texas,True,,5494,347.1,48439,Tarrant,{'48439':100},Tarrant,48439,False,False,America/Chicago
789,10005,4374,2806,0.6415180612711477,40.70616,-74.00907,New York,NY,New York,True,,8831,37900.9,36061,New York,{'36061':100},New York,36061,False,False,America/New_York
670,71110,977,623,0.6376663254861822,32.50008,-93.59976,Barksdale Afb,LA,Louisiana,True,,4884,32.3,22015,Bossier,{'22015':100},Bossier,22015,False,False,America/Chicago
649,99702,999,635,0.6356356356356356,64.64824,-147.04901,Eielson Afb,AK,Alaska,True,,3006,63.3,2090,Fairbanks North Star,{'02090':100},Fairbanks North Star,02090,False,False,America/Anchorage
727,30346,3033,1920,0.6330365974282888,33.924279999999996,-84.33886,Atlanta,GA,Georgia,True,,4965,1801.5,13089,DeKalb,{'13089':100},DeKalb,13089,False,False,America/New_York
790,10006,1794,1131,0.6304347826086957,40.70968,-74.01284,New York,NY,New York,True,,3454,12458.3,36061,New York,{'36061':100},New York,36061,False,False,America/New_York
796,65305,890,561,0.6303370786516854,38.72939,-93.55447,Whiteman Air Force Base,MO,Missouri,True,,4029,171.4,29101,Johnson,{'29101':100},Johnson,29101,False,False,America/Chicago
451,80840,558,350,0.6272401433691757,38.99467,-104.85708000000001,Usaf Academy,CO,Colorado,True,,6633,89.3,8041,El Paso,{'08041':100},El Paso,08041,False,False,America/Denver
84,30905,997,625,0.6268806419257773,33.41474,-82.14267,Augusta,GA,Georgia,True,,7991,247.2,13245,Richmond,{'13245':100},Richmond,13245,False,False,America/New_York
548,99506,2204,1316,0.5970961887477314,61.2631,-149.80534,Jber,AK,Alaska,True,,7029,168.9,2020,Anchorage,{'02020':100},Anchorage,02020,False,False,America/Anchorage
539,7310,5776,3440,0.5955678670360111,40.73063,-74.03787,Jersey City,NJ,New Jersey,True,,12682,8177.6,34017,Hudson,{'34017':100},Hudson,34017,False,False,America/New_York
696,22060,2702,1596,0.5906735751295337,38.705420000000004,-77.1564,Fort Belvoir,VA,Virginia,True,,9858,260.5,51059,Fairfax,{'51059':100},Fairfax,51059,False,False,America/New_York
672,24011,329,194,0.5896656534954408,37.27057,-79.94122,Roanoke,VA,Virginia,True,,443,492.5,51770,Roanoke,{'51770':100},Roanoke,51770,False,False,America/New_York
13,10282,2231,1309,0.58673240699238,40.71683,-74.01494,New York,NY,New York,True,,5593,26893.9,36061,New York,{'36061':100},New York,36061,False,False,America/New_York
184,78235,531,311,0.5856873822975518,29.346040000000002,-98.44367,San Antonio,TX,Texas,True,,1176,131.5,48029,Bexar,{'48029':100},Bexar,48029,False,False,America/Chicago
730,28307,4840,2824,0.5834710743801653,35.137370000000004,-78.98501,Fort Bragg,NC,North Carolina,True,,17830,581.9,37051,Cumberland,{'37051':100},Cumberland,37051,False,False,America/New_York
553,60602,602,350,0.5813953488372093,41.88309,-87.62912,Chicago,IL,Illinois,True,,1244,5339.8,17031,Cook,{'17031':100},Cook,17031,False,False,America/Chicago
667,75201,9532,5528,0.5799412505245489,32.7878,-96.79948,Dallas,TX,Texas,True,,15891,2509.3,48113,Dallas,{'48113':100},Dallas,48113,False,False,America/Chicago
723,63102,983,568,0.5778229908443541,38.6352,-90.18644,Saint Louis,MO,Missouri,True,,2201,626.9,29510,St. Louis,{'29510':100},St. Louis,29510,False,False,America/Chicago
615,75039,9697,5531,0.5703825925543983,32.88752,-96.94225,Irving,TX,Texas,True,,19297,810.6,48113,Dallas,{'48113':100},Dallas,48113,False,False,America/Chicago
583,60661,5911,3335,0.5642023346303502,41.883070000000004,-87.64401,Chicago,IL,Illinois,True,,9926,10120.5,17031,Cook,{'17031':100},Cook,17031,False,False,America/Chicago
287,31315,2433,1364,0.5606247431154953,31.893829999999998,-81.59014,Fort Stewart,GA,Georgia,True,,7640,242.0,13179,Liberty,{'13179':100},Liberty,13179,False,False,America/New_York
778,32508,505,280,0.5544554455445545,30.354779999999998,-87.30278,Pensacola,FL,Florida,True,,5381,278.4,12033,Escambia,{'12033':100},Escambia,12033,False,False,America/Chicago
26,2113,4333,2388,0.5511193168705285,42.36542,-71.0554,Boston,MA,Massachusetts,True,,7531,26621.1,25025,Suffolk,{'25025':100},Suffolk,25025,False,False,America/New_York
76,2215,7553,4080,0.5401827088574076,42.347770000000004,-71.10282,Boston,MA,Massachusetts,True,,25619,13185.2,25025,Suffolk,"{'25021':0,'25025':100}",Suffolk|Norfolk,25025|25021,False,False,America/New_York
167,78215,1783,962,0.5395401009534493,29.44125,-98.48048,San Antonio,TX,Texas,True,,2974,395.5,48029,Bexar,{'48029':100},Bexar,48029,False,False,America/Chicago
888,94158,3812,2039,0.5348898216159497,37.76976,-122.3876,San Francisco,CA,California,True,,7291,2812.4,6075,San Francisco,{'06075':100},San Francisco,06075,False,False,America/Los_Angeles
823,98109,16400,8700,0.5304878048780488,47.63159,-122.34416999999999,Seattle,WA,Washington,True,,29154,4011.1,53033,King,{'53033':100},King,53033,False,False,America/Los_Angeles
367,60195,2223,1172,0.5272154745838956,42.06708,-88.09125999999999,Schaumburg,IL,Illinois,True,,5568,932.9,17031,Cook,{'17031':100},Cook,17031,False,False,America/Chicago
68,2199,765,399,0.5215686274509804,42.34747,-71.08202,Boston,MA,Massachusetts,True,,1149,7731.5,25025,Suffolk,{'25025':100},Suffolk,25025,False,False,America/New_York
883,65473,2101,1092,0.5197524988100904,37.70694,-92.15446,Fort Leonard Wood,MO,Missouri,True,,15882,58.7,29169,Pulaski,{'29169':100},Pulaski,29169,False,False,America/Chicago
154,74103,293,152,0.5187713310580204,36.15563,-95.9945,Tulsa,OK,Oklahoma,True,,2134,1821.7,40143,Tulsa,{'40143':100},Tulsa,40143,False,False,America/Chicago
443,33716,8882,4552,0.512497185318622,27.876440000000002,-82.65141,Saint Petersburg,FL,Florida,True,,18043,813.7,12103,Pinellas,{'12103':100},Pinellas,12103,False,False,America/New_York
685,75287,27735,14153,0.5102938525329007,33.00032,-96.84111,Dallas,TX,Texas,True,,54882,3379.8,48121,Denton,"{'48085':47.25,'48113':0,'48121':52.75}",Denton|Collin|Dallas,48121|48085|48113,False,False,America/Chicago
889,53203,909,462,0.5082508250825083,43.03862,-87.91613000000001,Milwaukee,WI,Wisconsin,True,,1550,807.8,55079,Milwaukee,{'55079':100},Milwaukee,55079,False,False,America/Chicago
588,75001,8361,4245,0.5077143882310728,32.96,-96.83847,Addison,TX,Texas,True,,15000,1250.2,48113,Dallas,{'48113':100},Dallas,48113,False,False,America/Chicago
72,32925,440,221,0.5022727272727273,28.242729999999998,-80.62288000000001,Patrick Afb,FL,Florida,True,,1506,152.4,12009,Brevard,{'12009':100},Brevard,12009,False,False,America/New_York
27,2114,7426,3713,0.5,42.36316,-71.06732,Boston,MA,Massachusetts,True,,13516,10322.8,25025,Suffolk,{'25025':100},Suffolk,25025,False,False,America/New_York
353,60173,5695,2840,0.4986830553116769,42.051590000000004,-88.05196,Schaumburg,IL,Illinois,True,,12162,770.2,17031,Cook,{'17031':100},Cook,17031,False,False,America/Chicago
876,90036,18426,9183,0.49837186584174537,34.070159999999994,-118.34987,Los Angeles,CA,California,True,,37988,5761.9,6037,Los Angeles,{'06037':100},Los Angeles,06037,False,False,America/Los_Angeles
467,35808,330,163,0.49393939393939396,34.63187,-86.65738,Huntsville,AL,Alabama,True,,1445,13.0,1089,Madison,{'01089':100},Madison,01089,False,False,America/Chicago
155,45433,570,279,0.48947368421052634,39.81256,-84.05835,Dayton,OH,Ohio,True,,2734,71.9,39057,Greene,"{'39057':90.35,'39113':9.65}",Greene|Montgomery,39057|39113,False,False,America/New_York
147,33132,6389,3115,0.48755673814368444,25.77789,-80.17412,Miami,FL,Florida,True,,12895,2475.2,12086,Miami-Dade,{'12086':100},Miami-Dade,12086,False,False,America/New_York
250,21005,760,370,0.4868421052631579,39.47415,-76.1189,Aberdeen Proving Ground,MD,Maryland,True,,2723,102.3,24025,Harford,{'24025':100},Harford,24025,False,False,America/New_York
292,64105,3322,1616,0.4864539434075858,39.1048,-94.59108,Kansas City,MO,Missouri,True,,4679,1797.2,29095,Jackson,{'29095':100},Jackson,29095,False,False,America/Chicago
120,90401,4649,2252,0.48440524844052485,34.01546,-118.49255,Santa Monica,CA,California,True,,7256,3058.2,6037,Los Angeles,{'06037':100},Los Angeles,06037,False,False,America/Los_Angeles
92,43215,9188,4445,0.48378319547235527,39.966359999999995,-83.01286,Columbus,OH,Ohio,True,,14440,966.0,39049,Franklin,{'39049':100},Franklin,39049,False,False,America/New_York
621,77098,8130,3924,0.4826568265682657,29.73487,-95.41529,Houston,TX,Texas,True,,13549,2843.8,48201,Harris,{'48201':100},Harris,48201,False,False,America/Chicago
691,20005,8137,3924,0.48224161238785795,38.90468,-77.0315,Washington,DC,District of Columbia,True,,13222,11575.2,11001,District of Columbia,{'11001':100},District of Columbia,11001,False,False,America/New_York
701,20036,4058,1947,0.47979300147856085,38.90696,-77.04166,Washington,DC,District of Columbia,True,,5798,6303.5,11001,District of Columbia,{'11001':100},District of Columbia,11001,False,False,America/New_York
887,92109,22554,10789,0.4783630398155538,32.78699,-117.23325,San Diego,CA,California,True,,48417,2325.7,6073,San Diego,{'06073':100},San Diego,06073,False,False,America/Los_Angeles
628,13616,823,393,0.4775212636695018,44.02608,-75.85861,Calcium,NY,New York,True,,2229,131.0,36045,Jefferson,{'36045':100},Jefferson,36045,False,False,America/New_York
311,19102,2978,1412,0.47414372061786436,39.952890000000004,-75.16548,Philadelphia,PA,Pennsylvania,True,,4937,9619.3,42101,Philadelphia,{'42101':100},Philadelphia,42101,False,False,America/New_York
411,15232,6174,2918,0.47262714609653383,40.45245,-79.93182,Pittsburgh,PA,Pennsylvania,True,,11320,5525.0,42003,Allegheny,{'42003':100},Allegheny,42003,False,False,America/New_York
751,22201,19063,8999,0.47206630645753556,38.88661,-77.09521,Arlington,VA,Virginia,True,,37545,5532.4,51013,Arlington,{'51013':100},Arlington,51013,False,False,America/New_York
433,78751,7605,3557,0.46771860618014466,30.31082,-97.72274,Austin,TX,Texas,True,,15805,2315.7,48453,Travis,{'48453':100},Travis,48453,False,False,America/Chicago
363,47901,1975,923,0.46734177215189876,40.41785,-86.88995,Lafayette,IN,Indiana,True,,3702,2289.0,18157,Tippecanoe,{'18157':100},Tippecanoe,18157,False,False,America/Indiana/Indianapolis
453,97227,2350,1093,0.4651063829787234,45.544290000000004,-122.67855,Portland,OR,Oregon,True,,4759,1107.9,41051,Multnomah,{'41051':100},Multnomah,41051,False,False,America/Los_Angeles
273,96818,18286,8475,0.46346932079186265,21.34755,-157.93857,Honolulu,HI,Hawaii,True,,59482,1702.8,15003,Honolulu,{'15003':100},Honolulu,15003,False,False,Pacific/Honolulu
146,33131,9417,4364,0.46341722416905595,25.76324,-80.18462,Miami,FL,Florida,True,,16715,14168.4,12086,Miami-Dade,{'12086':100},Miami-Dade,12086,False,False,America/New_York
558,60606,2084,964,0.46257197696737046,41.88195,-87.63731,Chicago,IL,Illinois,True,,3101,4051.1,17031,Cook,{'17031':100},Cook,17031,False,False,America/Chicago
407,15222,2526,1154,0.4568487727632621,40.44763,-79.99336,Pittsburgh,PA,Pennsylvania,True,,4900,1565.2,42003,Allegheny,{'42003':100},Allegheny,42003,False,False,America/New_York
224,29152,627,286,0.45614035087719296,33.974959999999996,-80.4718,Shaw Afb,SC,South Carolina,True,,1827,198.8,45085,Sumter,{'45085':100},Sumter,45085,False,False,America/New_York
869,94117,18204,8265,0.4540210942649967,37.76975,-122.44823000000001,San Francisco,CA,California,True,,44239,8956.9,6075,San Francisco,{'06075':100},San Francisco,06075,False,False,America/Los_Angeles
401,78704,24115,10933,0.45336927223719675,30.24315,-97.76536999999999,Austin,TX,Texas,True,,48486,1871.5,48453,Travis,{'48453':100},Travis,48453,False,False,America/Chicago
129,37201,437,198,0.45308924485125857,36.16618,-86.77756,Nashville,TN,Tennessee,True,,1372,2699.4,47037,Davidson,{'47037':100},Davidson,47037,False,False,America/Chicago
186,35233,864,390,0.4513888888888889,33.508759999999995,-86.80194,Birmingham,AL,Alabama,True,,1715,300.7,1073,Jefferson,{'01073':100},Jefferson,01073,False,False,America/Chicago
705,95816,9874,4448,0.4504759975693741,38.57163,-121.46691000000001,Sacramento,CA,California,True,,17217,2938.7,6067,Sacramento,{'06067':100},Sacramento,06067,False,False,America/Los_Angeles
524,48226,4045,1818,0.44944375772558715,42.33167,-83.05011999999999,Detroit,MI,Michigan,True,,6935,1694.3,26163,Wayne,{'26163':100},Wayne,26163,False,False,America/Detroit
87,43202,9445,4223,0.4471148755955532,40.02143,-83.01415,Columbus,OH,Ohio,True,,21141,3118.1,39049,Franklin,{'39049':100},Franklin,39049,False,False,America/New_York
529,46204,3760,1676,0.44574468085106383,39.77152,-86.15688,Indianapolis,IN,Indiana,True,,8008,1760.8,18097,Marion,{'18097':100},Marion,18097,False,False,America/Indiana/Indianapolis
24,2109,1917,852,0.4444444444444444,42.364740000000005,-71.05301,Boston,MA,Massachusetts,True,,3853,8401.7,25025,Suffolk,{'25025':100},Suffolk,25025,False,False,America/New_York
552,60601,8864,3935,0.44393050541516244,41.885259999999995,-87.62194000000001,Chicago,IL,Illinois,True,,14675,11892.3,17031,Cook,{'17031':100},Cook,17031,False,False,America/Chicago
694,28204,3536,1557,0.4403280542986425,35.21467,-80.82706999999999,Charlotte,NC,North Carolina,True,,6725,1071.1,37119,Mecklenburg,{'37119':100},Mecklenburg,37119,False,False,America/New_York
573,77027,9245,4047,0.43775013520822065,29.740240000000004,-95.44588,Houston,TX,Texas,True,,16962,1933.4,48201,Harris,{'48201':100},Harris,48201,False,False,America/Chicago
836,94041,6368,2759,0.4332600502512563,37.38848,-122.07568,Mountain View,CA,California,True,,14394,3351.3,6085,Santa Clara,{'06085':100},Santa Clara,06085,False,False,America/Los_Angeles
40,94305,3459,1497,0.4327840416305291,37.4172,-122.17097,Stanford,CA,California,True,,15730,1043.7,6085,Santa Clara,{'06085':100},Santa Clara,06085,False,False,America/Los_Angeles
822,55101,4596,1989,0.43276762402088775,44.951209999999996,-93.09016,Saint Paul,MN,Minnesota,True,,7234,2647.3,27123,Ramsey,{'27123':100},Ramsey,27123,False,False,America/Chicago
753,22209,7548,3248,0.4303126656067833,38.8947,-77.07540999999999,Arlington,VA,Virginia,True,,12705,7923.0,51013,Arlington,{'51013':100},Arlington,51013,False,False,America/New_York
111,14607,9647,4151,0.4302892090805432,43.15081,-77.58644,Rochester,NY,New York,True,,16750,3717.1,36055,Monroe,{'36055':100},Monroe,36055,False,False,America/New_York
347,23294,7614,3276,0.4302600472813239,37.63043,-77.54236,Henrico,VA,Virginia,True,,18168,1638.2,51087,Henrico,{'51087':100},Henrico,51087,False,False,America/New_York
881,90046,29183,12533,0.4294623582222527,34.10747,-118.36528,Los Angeles,CA,California,True,,50587,3242.8,6037,Los Angeles,{'06037':100},Los Angeles,06037,False,False,America/Los_Angeles
215,92618,17258,7407,0.4291922586626492,33.66816,-117.73421,Irvine,CA,California,True,,43316,299.0,6059,Orange,{'06059':100},Orange,06059,False,False,America/Los_Angeles
456,97232,6689,2869,0.42891314097772465,45.52919,-122.64375,Portland,OR,Oregon,True,,12419,2359.8,41051,Multnomah,{'41051':100},Multnomah,41051,False,False,America/Los_Angeles
865,90010,1961,837,0.4268230494645589,34.06212,-118.31621000000001,Los Angeles,CA,California,True,,3702,3208.3,6037,Los Angeles,{'06037':100},Los Angeles,06037,False,False,America/Los_Angeles
73,2210,1945,827,0.4251928020565553,42.34778,-71.03905999999999,Boston,MA,Massachusetts,True,,3196,839.8,25025,Suffolk,{'25025':100},Suffolk,25025,False,False,America/New_York
398,78701,5571,2357,0.4230838269610483,30.270490000000002,-97.74235,Austin,TX,Texas,True,,9427,1621.8,48453,Travis,{'48453':100},Travis,48453,False,False,America/Chicago
830,98122,18923,7973,0.4213391111345981,47.611509999999996,-122.2918,Seattle,WA,Washington,True,,38620,5250.8,53033,King,{'53033':100},King,53033,False,False,America/Los_Angeles
821,10044,4748,2000,0.42122999157540014,40.76166,-73.95017,New York,NY,New York,True,,11682,19569.2,36061,New York,{'36061':100},New York,36061,False,False,America/New_York
417,78728,9997,4210,0.4211263379013704,30.45655,-97.68986,Austin,TX,Texas,True,,21480,966.4,48453,Travis,"{'48453':91.38,'48491':8.62}",Travis|Williamson,48453|48491,False,False,America/Chicago
46,55401,6256,2620,0.4187979539641944,44.984790000000004,-93.26946,Minneapolis,MN,Minnesota,True,,9595,2824.8,27053,Hennepin,{'27053':100},Hennepin,27053,False,False,America/Chicago
23,2108,1810,756,0.4176795580110497,42.35767,-71.06505,Boston,MA,Massachusetts,True,,4082,10824.7,25025,Suffolk,{'25025':100},Suffolk,25025,False,False,America/New_York
661,73134,2879,1198,0.41611670718999655,35.61422,-97.56826,Oklahoma City,OK,Oklahoma,True,,5573,400.7,40109,Oklahoma,{'40109':100},Oklahoma,40109,False,False,America/Chicago
794,10010,16390,6790,0.4142769981696156,40.73914,-73.98255,New York,NY,New York,True,,33730,32205.4,36061,New York,{'36061':100},New York,36061,False,False,America/New_York
464,23517,2354,971,0.4124893797790994,36.8696,-76.29241,Norfolk,VA,Virginia,True,,4421,2168.7,51710,Norfolk,{'51710':100},Norfolk,51710,False,False,America/New_York
39,94304,1845,758,0.41084010840108404,37.381890000000006,-122.17392,Palo Alto,CA,California,True,,3902,215.4,6085,Santa Clara,{'06085':100},Santa Clara,06085,False,False,America/Los_Angeles
693,28202,6958,2849,0.40945674044265595,35.22777,-80.84455,Charlotte,NC,North Carolina,True,,12745,2396.2,37119,Mecklenburg,{'37119':100},Mecklenburg,37119,False,False,America/New_York
51,55415,1748,713,0.40789473684210525,44.974779999999996,-93.25765,Minneapolis,MN,Minnesota,True,,4480,2350.2,27053,Hennepin,{'27053':100},Hennepin,27053,False,False,America/Chicago
581,60657,36624,14903,0.4069189602446483,41.93998,-87.65374,Chicago,IL,Illinois,True,,70052,11207.9,17031,Cook,{'17031':100},Cook,17031,False,False,America/Chicago
444,97210,6523,2651,0.40640809443507586,45.54692,-122.73001000000001,Portland,OR,Oregon,True,,12059,557.5,41051,Multnomah,"{'41051':97.29,'41067':2.71}",Multnomah|Washington,41051|41067,False,False,America/Los_Angeles
163,35205,9489,3850,0.4057329539466751,33.49496,-86.80825,Birmingham,AL,Alabama,True,,20109,2100.2,1073,Jefferson,{'01073':100},Jefferson,01073,False,False,America/Chicago
41,98402,3590,1451,0.4041782729805014,47.24859,-122.43869,Tacoma,WA,Washington,True,,6240,2606.3,53053,Pierce,{'53053':100},Pierce,53053,False,False,America/Los_Angeles
100,43240,1982,801,0.4041372351160444,40.14545,-82.98172,Columbus,OH,Ohio,True,,4295,534.0,39041,Delaware,{'39041':100},Delaware,39041,False,False,America/New_York
798,10014,18229,7357,0.40358768994459376,40.733670000000004,-74.0069,New York,NY,New York,True,,30738,22447.1,36061,New York,{'36061':100},New York,36061,False,False,America/New_York
722,63101,2163,869,0.4017568192325474,38.631440000000005,-90.19264,Saint Louis,MO,Missouri,True,,3307,2678.9,29510,St. Louis,{'29510':100},St. Louis,29510,False,False,America/Chicago
817,98101,8640,3459,0.40034722222222224,47.611290000000004,-122.33453999999999,Seattle,WA,Washington,True,,12792,7613.3,53033,King,{'53033':100},King,53033,False,False,America/Los_Angeles
