,zip_codes,Estimate!!Total,25-44 Renters,%25-44 Renters,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
634,75070,34661,5183,0.14953405845186232,33.17311,-96.69773,Mckinney,TX,Texas,True,,98219,1208.3,48085,Collin,{'48085':100},Collin,48085,False,False,America/Chicago
279,53818,5486,820,0.14947138169886984,42.74736,-90.48891,Platteville,WI,Wisconsin,True,,16304,38.0,55043,Grant,"{'55043':95.36,'55049':0.17,'55065':4.47}",Grant|Lafayette|Iowa,55043|55065|55049,False,False,America/Chicago
546,95405,8369,1250,0.14936073604970726,38.437129999999996,-122.66593999999999,Santa Rosa,CA,California,True,,21448,1508.7,6097,Sonoma,{'06097':100},Sonoma,06097,False,False,America/Los_Angeles
161,94592,308,46,0.14935064935064934,38.09194,-122.27465,Vallejo,CA,California,True,,1087,67.7,6095,Solano,{'06095':100},Solano,06095,False,False,America/Los_Angeles
418,43913,616,92,0.14935064935064934,40.27101,-80.63084,Brilliant,OH,Ohio,True,,1596,225.6,39081,Jefferson,{'39081':100},Jefferson,39081,False,False,America/New_York
182,2461,2708,404,0.14918759231905465,42.31682,-71.20848000000001,Newton Highlands,MA,Massachusetts,True,,7404,1872.9,25017,Middlesex,{'25017':100},Middlesex,25017,False,False,America/New_York
684,81423,644,96,0.14906832298136646,38.0247,-108.36905,Norwood,CO,Colorado,True,,1751,1.2,8113,San Miguel,"{'08085':9.12,'08113':90.88}",San Miguel|Montrose,08113|08085,False,False,America/Denver
117,33051,349,52,0.1489971346704871,24.72319,-81.02152,Key Colony Beach,FL,Florida,True,,569,703.7,12087,Monroe,{'12087':100},Monroe,12087,False,False,America/New_York
10,79911,1947,290,0.14894709809964046,31.892459999999996,-106.54251000000001,El Paso,TX,Texas,True,,5732,96.9,48141,El Paso,{'48141':100},El Paso,48141,False,False,America/Denver
674,32225,19956,2972,0.14892764080978152,30.357509999999998,-81.50601999999999,Jacksonville,FL,Florida,True,,54496,766.1,12031,Duval,{'12031':100},Duval,12031,False,False,America/New_York
585,48375,8542,1272,0.14891126199953172,42.46482,-83.46335,Novi,MI,Michigan,True,,22827,980.5,26125,Oakland,{'26125':100},Oakland,26125,False,False,America/Detroit
659,97702,18930,2818,0.14886423666138404,43.99865,-121.24359,Bend,OR,Oregon,True,,47672,191.2,41017,Deschutes,{'41017':100},Deschutes,41017,False,False,America/Los_Angeles
333,21204,7689,1144,0.14878397711015737,39.40258,-76.6326,Towson,MD,Maryland,True,,21628,1297.4,24005,Baltimore,{'24005':100},Baltimore,24005,False,False,America/New_York
374,29492,5189,772,0.1487762574677202,32.913790000000006,-79.8824,Charleston,SC,South Carolina,True,,13202,79.3,45015,Berkeley,{'45015':100},Berkeley,45015,False,False,America/New_York
635,75071,16901,2511,0.14857109046801964,33.24664,-96.62898,Mckinney,TX,Texas,True,,52939,176.8,48085,Collin,{'48085':100},Collin,48085,False,False,America/Chicago
760,69337,2780,413,0.1485611510791367,42.82655,-103.0109,Chadron,NE,Nebraska,True,,7059,4.1,31045,Dawes,"{'31045':99.66,'31161':0.34}",Dawes|Sheridan,31045|31161,False,False,America/Denver
191,35242,21757,3230,0.14845796755067334,33.42521,-86.67144,Birmingham,AL,Alabama,True,,55122,361.7,1117,Shelby,"{'01073':11.74,'01117':88.26}",Shelby|Jefferson,01117|01073,False,False,America/Chicago
752,11965,310,46,0.14838709677419354,41.07776,-72.35273000000001,Shelter Island Heights,NY,New York,True,,690,73.0,36103,Suffolk,{'36103':100},Suffolk,36103,False,False,America/New_York
520,87114,25056,3714,0.148227969348659,35.197109999999995,-106.68401000000001,Albuquerque,NM,New Mexico,True,,68676,1122.0,35001,Bernalillo,{'35001':100},Bernalillo,35001,False,False,America/Denver
414,27523,4116,610,0.14820213799805637,35.7722,-78.96058000000001,Apex,NC,North Carolina,True,,11629,89.3,37183,Wake,"{'37037':22.68,'37183':77.32}",Wake|Chatham,37183|37037,False,False,America/New_York
469,33762,2652,393,0.14819004524886878,27.896829999999998,-82.67971,Clearwater,FL,Florida,True,,8093,447.9,12103,Pinellas,{'12103':100},Pinellas,12103,False,False,America/New_York
392,54115,17343,2570,0.14818658824886122,44.40464,-88.09196999999999,De Pere,WI,Wisconsin,True,,45700,126.7,55009,Brown,"{'55009':95.03,'55087':4.97}",Brown|Outagamie,55009|55087,False,False,America/Chicago
835,12118,6624,981,0.1480978260869565,42.91684,-73.72138000000001,Mechanicville,NY,New York,True,,15218,169.9,36091,Saratoga,"{'36083':3.68,'36091':96.32}",Saratoga|Rensselaer,36091|36083,False,False,America/New_York
45,98406,9722,1436,0.14770623328533222,47.26211,-122.50901,Tacoma,WA,Washington,True,,23103,1954.7,53053,Pierce,{'53053':100},Pierce,53053,False,False,America/Los_Angeles
134,8540,17700,2614,0.14768361581920905,40.3633,-74.65568,Princeton,NJ,New Jersey,True,,48968,350.4,34021,Mercer,"{'34021':70.46,'34023':13.56,'34035':15.98}",Mercer|Somerset|Middlesex,34021|34035|34023,False,False,America/New_York
340,27377,3339,493,0.14764899670560047,36.03822,-79.6026,Whitsett,NC,North Carolina,True,,7884,107.5,37081,Guilford,{'37081':100},Guilford,37081,False,False,America/New_York
623,27948,4769,704,0.14762004613126442,36.01761,-75.68664,Kill Devil Hills,NC,North Carolina,True,,11118,453.6,37055,Dare,{'37055':100},Dare,37055,False,False,America/New_York
251,64014,9013,1330,0.14756462886941085,39.00708,-94.25502,Blue Springs,MO,Missouri,True,,25148,794.5,29095,Jackson,{'29095':100},Jackson,29095,False,False,America/Chicago
792,57105,9642,1422,0.14747977598008713,43.52065,-96.73534000000001,Sioux Falls,SD,South Dakota,True,,22501,1231.8,46099,Minnehaha,{'46099':100},Minnehaha,46099,False,False,America/Chicago
94,20693,346,51,0.14739884393063585,38.45928,-77.08934,Welcome,MD,Maryland,True,,947,20.8,24017,Charles,{'24017':100},Charles,24017,False,False,America/New_York
171,20878,22635,3327,0.1469847581179589,39.11253,-77.25142,Gaithersburg,MD,Maryland,True,,64126,1100.4,24031,Montgomery,{'24031':100},Montgomery,24031,False,False,America/New_York
219,10707,3956,581,0.1468655207280081,40.96054,-73.82274,Tuckahoe,NY,New York,True,,10316,3002.9,36119,Westchester,{'36119':100},Westchester,36119,False,False,America/New_York
148,39272,4801,705,0.14684440741512184,32.18881,-90.25946,Byram,MS,Mississippi,True,,12626,220.0,28049,Hinds,{'28049':100},Hinds,28049,False,False,America/Chicago
636,30022,24134,3541,0.14672246623021465,34.03026,-84.2472,Alpharetta,GA,Georgia,True,,68807,976.4,13121,Fulton,{'13121':100},Fulton,13121,False,False,America/New_York
631,30009,6477,950,0.14667284236529257,34.07699,-84.30328,Alpharetta,GA,Georgia,True,,16097,552.3,13121,Fulton,{'13121':100},Fulton,13121,False,False,America/New_York
187,2466,2955,433,0.14653130287648053,42.34411,-71.24806,Auburndale,MA,Massachusetts,True,,8761,1746.7,25017,Middlesex,{'25017':100},Middlesex,25017,False,False,America/New_York
324,31410,9895,1449,0.14643759474482063,32.024409999999996,-80.99301,Savannah,GA,Georgia,True,,24445,461.8,13051,Chatham,{'13051':100},Chatham,13051,False,False,America/New_York
61,80013,24994,3660,0.14643514443466432,39.661390000000004,-104.7657,Aurora,CO,Colorado,True,,72887,1921.1,8005,Arapahoe,{'08005':100},Arapahoe,08005,False,False,America/Denver
578,7403,2883,422,0.14637530350329517,41.02127,-74.33188,Bloomingdale,NJ,New Jersey,True,,7999,460.1,34031,Passaic,{'34031':100},Passaic,34031,False,False,America/New_York
781,77573,29602,4333,0.14637524491588405,29.50205,-95.08652,League City,TX,Texas,True,,86926,916.9,48167,Galveston,{'48167':100},Galveston,48167,False,False,America/Chicago
