zip_codes
4102
55305
77840
77845
98327
32792
98337
32803
32804
79908
10280
55337
10282
32814
65583
43054
55344
98354
32821
32827
32828
2108
2109
32832
2113
2114
32836
98373
84036
43081
98383
98388
18518
84054
84056
14425
94301
94304
94305
98402
98403
90211
90212
98406
55401
55402
55405
2163
92278
55415
90232
55416
98433
84097
28803
90245
84102
6279
84105
6282
20619
84108
55435
90254
80014
55441
82070
92310
2199
45208
45209
32925
2210
98467
45220
2215
45226
80045
61615
37043
90293
12472
30905
20670
45249
43202
94403
98501
43210
43215
73939
43230
43235
43240
76022
14586
80124
33025
37128
88330
65804
14607
12561
14610
20755
2324
12565
10522
20762
53533
90401
39211
39232
61761
59716
78148
94536
76109
37201
37204
72022
8536
37212
8542
80224
45409
72034
10595
37219
37221
80230
49512
33129
33131
33132
80235
20850
33140
84341
20852
74103
6518
45433
33146
76155
49534
22911
45440
78209
94596
35205
90503
49544
78215
39305
2445
35213
76177
74132
74133
78230
2458
59802
2460
78234
78235
78236
59808
16801
35233
94618
78249
35242
35243
20910
76207
78256
78257
61874
80305
72116
92602
92606
4543
8640
51653
92614
53703
96712
92617
92618
53711
14802
53715
53717
53718
12765
53726
14814
29152
70124
94702
2543
94703
94704
94705
94706
31220
94709
96762
55805
66046
66047
14850
55812
21005
72207
29201
68114
80401
76308
33301
72211
76311
21017
33306
72223
68128
68132
80424
33324
37421
96818
21044
96822
64057
53818
19003
80442
64063
19010
12866
31301
4679
19027
31315
57106
55901
80482
19044
64105
64112
39540
21117
19076
17033
64137
60044
80525
80526
19095
64154
19102
64158
66210
66211
19106
66214
66219
19118
66223
10928
31407
90803
23221
15030
19127
19128
23226
99011
8904
21204
29401
21210
29404
99037
15071
29414
27377
10996
97015
58104
76542
23294
76544
62208
76549
54022
13068
60173
62220
27409
60178
27410
23314
33559
29464
45853
47901
95008
95010
60195
47906
21286
33578
97070
29492
99126
78652
68421
33606
31558
95051
95054
95060
33621
97110
95064
58201
58203
58204
15201
76643
54115
11109
15203
97124
80743
15211
7020
78701
33647
78703
78704
78705
15218
58228
15220
27510
15222
65305
27513
27514
15232
78722
19333
78726
78728
66442
93067
78730
78735
7058
91030
68505
50075
78748
23451
68510
78751
68512
23454
78756
78759
35758
29615
97201
97202
33716
19380
19382
56244
97210
80829
29631
97215
11201
66502
66503
80840
48073
97227
46032
97232
23507
48084
27605
27606
97239
27612
23517
27613
35808
27617
19428
48103
48104
50153
1002
35824
89074
66549
3063
15351
89084
80902
13322
52235
72719
52241
80915
85012
85013
80918
99354
37916
89123
68649
97330
66611
85044
23604
93238
97333
56377
66619
85054
44094
27713
62530
60484
87109
87111
44107
89166
85085
52317
48226
52323
11375
23664
95345
97401
97403
46204
68733
97405
38016
52353
97408
50312
97416
46220
95372
7310
17551
17554
11415
23703
31905
46250
99502
99506
68786
3251
52402
13490
48307
60601
60602
60603
60604
99517
99518
60606
44224
40121
60610
60611
60613
60614
48326
77002
29902
77007
77010
27858
38103
68826
77027
77030
91367
85224
38119
48359
42223
93424
60657
62704
60661
77046
68856
99577
75001
48377
93437
19711
77058
99587
85251
93449
36106
48393
85260
77069
77070
44303
75024
79119
40206
77077
5403
11548
40222
75039
95519
85282
13603
95525
77098
73003
13612
46383
75056
13616
40242
75063
85306
85308
5446
54601
81225
5452
81230
58703
19806
1375
19809
5477
50535
13672
73072
99702
99703
99705
95616
95618
1432
73120
97701
54701
73134
54703
62902
73142
73145
30144
67009
75201
71105
75205
71110
71115
24011
91602
62933
54751
32227
75244
99824
75248
52720
24060
32256
32266
22030
75287
93720
46617
81435
67101
20005
20006
28202
28204
1581
22060
32311
91708
40509
79424
63043
20036
20037
52807
77384
95816
1611
95819
7756
83540
95831
30307
28262
30313
85613
30319
30326
30328
63101
63102
54913
63105
30346
63117
30350
28307
32403
7828
32407
20121
67226
28314
30363
63132
95903
18085
63141
63144
57002
3755
57006
65201
83634
65203
1719
48823
22201
22209
1731
11972
20171
81611
85715
98004
98005
69337
98012
59102
20190
48864
28387
57064
89835
81645
98033
77554
98034
85748
83703
79607
32504
81657
32508
83712
98052
77584
3857
77586
10003
10004
10005
10006
10007
3860
57105
10010
10011
57108
22301
10014
22302
10016
10017
22303
10019
71459
10021
10022
10023
10024
91942
3878
18219
10028
28460
22314
98092
12084
98101
98103
98105
94010
10044
55101
98109
3904
98115
55108
55113
98122
55121
10069
36693
94041
32601
32606
32608
96107
49008
28532
28543
96130
28547
92037
94087
32541
30605
32542
10128
96146
14228
79765
98199
94105
34714
32544
90010
94114
94115
94117
90024
92075
53167
12208
98225
90036
75703
61367
34747
32701
90046
90049
59330
65473
92103
92106
92109
94158
53203
92118
92121
92122
53226
90094
86001
43002
32765
