,NAME,Estimate!!Total,Estimate!!Total!!Owner-occupied housing units,Estimate!!Total!!Owner-occupied housing units!!Less than high school graduate,Estimate!!Total!!Owner-occupied housing units!!High school graduate (including equivalency),Estimate!!Total!!Owner-occupied housing units!!Some college or associate's degree,Estimate!!Total!!Owner-occupied housing units!!Bachelor's degree or higher,Estimate!!Total!!Renter-occupied housing units,Estimate!!Total!!Renter-occupied housing units!!Less than high school graduate,Estimate!!Total!!Renter-occupied housing units!!High school graduate (including equivalency),Estimate!!Total!!Renter-occupied housing units!!Some college or associate's degree,Estimate!!Total!!Renter-occupied housing units!!Bachelor's degree or higher,zip code tabulation area,HS or Higher Total,% HS or Higher
1934,ZCTA5 98275,8287,5746,125,501,1348,3772,2541,69,646,929,897,98275,8093,0.9765898395076626
1935,ZCTA5 44116,9183,6612,104,661,1508,4339,2571,111,562,747,1151,44116,8968,0.9765871719481651
1936,ZCTA5 58104,17039,8385,150,1119,2268,4848,8654,249,1619,3646,3140,58104,16640,0.9765831328129585
1937,ZCTA5 03903,2647,2191,62,415,771,943,456,0,83,212,161,3903,2585,0.9765772572723839
1938,ZCTA5 08833,3242,2868,76,463,569,1760,374,0,89,86,199,8833,3166,0.9765576804441702
1939,ZCTA5 44406,8787,7577,206,1945,1946,3480,1210,0,349,369,492,44406,8581,0.9765562763172869
1940,ZCTA5 48331,8443,6737,155,454,1283,4845,1706,43,200,425,1038,48331,8245,0.9765486201587114
1941,ZCTA5 84062,13294,9514,191,1043,3609,4671,3780,121,448,1922,1289,84062,12982,0.976530765758989
1942,ZCTA5 46216,1278,316,0,32,55,229,962,30,317,309,306,46216,1248,0.9765258215962441
1943,ZCTA5 70809,11069,6113,176,1046,1279,3612,4956,84,947,1313,2612,70809,10809,0.976510976601319
1944,ZCTA5 18902,7663,6903,104,896,1489,4414,760,76,124,216,344,18902,7483,0.9765105050241419
1945,ZCTA5 11715,1575,1408,19,291,356,742,167,18,43,39,67,11715,1538,0.9765079365079365
1946,ZCTA5 20814,13060,7019,65,250,516,6188,6041,242,268,619,4912,20814,12753,0.9764931087289433
1947,ZCTA5 59634,1913,1777,34,398,462,883,136,11,41,50,34,59634,1868,0.9764767381076843
1948,ZCTA5 60913,595,557,9,229,208,111,38,5,8,2,23,60913,581,0.9764705882352941
1949,ZCTA5 66549,680,512,16,163,179,154,168,0,75,77,16,66549,664,0.9764705882352941
1950,ZCTA5 06026,2125,1719,33,329,330,1027,406,17,115,94,180,6026,2075,0.9764705882352941
1951,ZCTA5 14063,5175,3536,52,893,1007,1584,1639,70,544,540,485,14063,5053,0.9764251207729469
1952,ZCTA5 43537,11283,8289,95,1393,2987,3814,2994,171,770,918,1135,43537,11017,0.9764247097403173
1953,ZCTA5 47725,6320,5821,141,1051,1627,3002,499,8,15,213,263,47725,6171,0.9764240506329114
1954,ZCTA5 16066,11834,9417,182,1146,2158,5931,2417,97,304,686,1330,16066,11555,0.976423863444313
1955,ZCTA5 66047,8351,3866,66,305,855,2640,4485,131,717,1865,1772,66047,8154,0.9764100107771524
1956,ZCTA5 01460,3559,3034,55,456,711,1812,525,29,170,119,207,1460,3475,0.976397864568699
1957,ZCTA5 78231,3304,2367,11,177,480,1699,937,67,172,255,443,78231,3226,0.9763922518159807
1958,ZCTA5 46167,2287,2078,21,415,825,817,209,33,66,75,35,46167,2233,0.9763882815916047
1959,ZCTA5 61874,3388,1635,17,119,420,1079,1753,63,193,506,991,61874,3308,0.9763872491145218
1960,ZCTA5 53119,2032,1819,25,441,687,666,213,23,73,93,24,53119,1984,0.9763779527559056
1961,ZCTA5 83251,508,370,4,132,123,111,138,8,33,53,44,83251,496,0.9763779527559056
1962,ZCTA5 64873,381,354,7,242,78,27,27,2,24,1,0,64873,372,0.9763779527559056
1963,ZCTA5 06756,1058,1016,15,219,321,461,42,10,0,9,23,6756,1033,0.9763705103969754
1964,ZCTA5 22152,10362,8409,140,799,1334,6136,1953,105,213,522,1113,22152,10117,0.9763559158463617
1965,ZCTA5 90211,3805,1180,43,104,233,800,2625,47,267,665,1646,90211,3715,0.9763469119579501
1966,ZCTA5 04347,1099,628,18,96,100,414,471,8,67,197,199,4347,1073,0.9763421292083713
1967,ZCTA5 66227,2323,2108,55,217,551,1285,215,0,39,70,106,66227,2268,0.9763237193284546
1968,ZCTA5 80206,13093,6084,58,155,769,5102,7009,252,490,1675,4592,80206,12783,0.9763232261513786
1969,ZCTA5 29414,17228,10706,229,1537,3195,5745,6522,179,1630,1682,3031,29414,16820,0.9763176224750406
1970,ZCTA5 85250,8614,6108,85,509,1794,3720,2506,119,292,793,1302,85250,8410,0.9763176224750406
1971,ZCTA5 44040,1140,1101,27,156,199,719,39,0,0,11,28,44040,1113,0.9763157894736842
1972,ZCTA5 32746,16676,10674,249,1226,3030,6169,6002,146,953,2201,2702,32746,16281,0.9763132645718398
1973,ZCTA5 12019,5994,4894,61,739,1198,2896,1100,81,163,479,377,12019,5852,0.9763096429763096
1974,ZCTA5 44140,6078,5584,97,481,1137,3869,494,47,102,118,227,44140,5934,0.9763079960513327
1975,ZCTA5 81211,2912,2159,33,443,689,994,753,36,137,452,128,81211,2843,0.976304945054945
1976,ZCTA5 60190,4389,4004,96,525,931,2452,385,8,29,140,208,60190,4285,0.9763043973570289
1977,ZCTA5 85295,14095,8995,240,1096,2514,5145,5100,94,1147,2198,1661,85295,13761,0.9763036537779355
1978,ZCTA5 99123,422,323,10,65,178,70,99,0,40,59,0,99123,412,0.976303317535545
1979,ZCTA5 13104,5991,4803,67,543,940,3253,1188,75,196,448,469,13104,5849,0.9762977800033383
1980,ZCTA5 50020,590,447,14,184,171,78,143,0,62,63,18,50020,576,0.976271186440678
1981,ZCTA5 98814,337,243,8,95,71,69,94,0,24,38,32,98814,329,0.9762611275964391
1982,ZCTA5 83716,6318,4834,75,642,1148,2969,1484,75,301,520,588,83716,6168,0.976258309591643
1983,ZCTA5 68136,5979,5174,103,559,1484,3028,805,39,145,275,346,68136,5837,0.976250209065061
1984,ZCTA5 54111,926,791,20,404,238,129,135,2,56,51,26,54111,904,0.9762419006479481
1985,ZCTA5 78619,1556,1440,37,156,272,975,116,0,43,29,44,78619,1519,0.9762210796915167
1986,ZCTA5 16877,799,686,10,275,177,224,113,9,74,27,3,16877,780,0.9762202753441802
1987,ZCTA5 55126,11226,9226,182,1032,2451,5561,2000,85,374,674,867,55126,10959,0.9762159273115981
1988,ZCTA5 95054,8360,3669,36,175,511,2947,4691,163,507,616,3405,95054,8161,0.9761961722488038
1989,ZCTA5 52213,1511,1315,31,417,626,241,196,5,66,76,49,52213,1475,0.9761747187293184
1990,ZCTA5 98026,14474,10707,177,1342,3951,5237,3767,168,871,1297,1431,98026,14129,0.9761641564184054
1991,ZCTA5 45877,839,681,9,252,222,198,158,11,44,73,30,45877,819,0.9761620977353993
1992,ZCTA5 45871,755,533,11,198,153,171,222,7,51,123,41,45871,737,0.976158940397351
1993,ZCTA5 23456,17694,15541,330,2231,5500,7480,2153,92,368,982,711,23456,17272,0.9761501073810331
1994,ZCTA5 45312,503,438,12,161,193,72,65,0,43,22,0,45312,491,0.9761431411530815
1995,ZCTA5 48307,17864,11740,307,1803,3029,6601,6124,120,1212,1946,2846,48307,17437,0.9760971786833855
1996,ZCTA5 67876,502,417,10,104,148,155,85,2,27,44,12,67876,490,0.9760956175298805
1997,ZCTA5 95119,3263,2433,22,270,893,1248,830,56,164,392,218,95119,3185,0.9760956175298805
1998,ZCTA5 20837,1966,1610,47,201,395,967,356,0,21,179,156,20837,1919,0.9760935910478128
1999,ZCTA5 45370,962,870,11,306,220,333,92,12,24,49,7,45370,939,0.9760914760914761
2000,ZCTA5 01473,2844,2607,52,470,866,1219,237,16,91,84,46,1473,2776,0.9760900140646976
2001,ZCTA5 20105,6521,5796,89,349,962,4396,725,67,94,292,272,20105,6365,0.9760772887593927
2002,ZCTA5 19810,9819,8056,217,1396,1670,4773,1763,18,354,518,873,19810,9584,0.9760668092473775
2003,ZCTA5 12491,668,573,16,143,172,242,95,0,33,40,22,12491,652,0.9760479041916168
2004,ZCTA5 60430,7848,6061,116,836,2196,2913,1787,72,379,628,708,60430,7660,0.9760448521916412
2005,ZCTA5 11803,9556,8688,160,1179,1483,5866,868,69,297,138,364,11803,9327,0.9760359983256592
2006,ZCTA5 81233,417,348,10,98,108,132,69,0,0,49,20,81233,407,0.9760191846522782
2007,ZCTA5 63013,667,615,16,296,115,188,52,0,52,0,0,63013,651,0.9760119940029985
2008,ZCTA5 15437,917,649,22,283,174,170,268,0,41,160,67,15437,895,0.9760087241003271
2009,ZCTA5 85083,6332,5660,122,529,1625,3384,672,30,97,225,320,85083,6180,0.9759949463044851
2010,ZCTA5 75019,15953,11270,187,555,1965,8563,4683,196,410,1410,2667,75019,15570,0.9759919764307654
2011,ZCTA5 91403,11491,5080,32,370,1025,3653,6411,244,624,1958,3585,91403,11215,0.9759812026803586
2012,ZCTA5 05763,1165,1019,28,313,284,394,146,0,59,55,32,5763,1137,0.9759656652360515
2013,ZCTA5 45869,1872,1572,45,553,452,522,300,0,122,79,99,45869,1827,0.9759615384615384
2014,ZCTA5 85310,6696,5612,54,822,2032,2704,1084,107,195,463,319,85310,6535,0.9759557945041816
2015,ZCTA5 14059,4199,3575,101,905,1075,1494,624,0,251,120,253,14059,4098,0.9759466539652298
2016,ZCTA5 81131,665,551,8,93,204,246,114,8,0,44,62,81131,649,0.9759398496240601
2017,ZCTA5 55419,10472,8279,78,526,1553,6122,2193,174,396,597,1026,55419,10220,0.9759358288770054
2018,ZCTA5 34747,7147,3370,99,459,937,1875,3777,73,706,1362,1636,34747,6975,0.9759339583041836
2019,ZCTA5 10003,26124,8605,99,112,828,7566,17519,530,1029,2020,13940,10003,25495,0.975922523350176
2020,ZCTA5 18350,664,576,0,216,159,201,88,16,0,34,38,18350,648,0.9759036144578314
2021,ZCTA5 44138,9337,7553,165,1807,2691,2890,1784,60,498,753,473,44138,9112,0.9759023240869659
2022,ZCTA5 50124,1451,1189,16,144,452,577,262,19,100,112,31,50124,1416,0.9758787043418332
2023,ZCTA5 44149,7499,6894,138,1460,1739,3557,605,43,143,170,249,44149,7318,0.9758634484597947
2024,ZCTA5 52245,9156,6041,64,549,1181,4247,3115,157,375,1329,1254,52245,8935,0.9758628221930974
2025,ZCTA5 07848,1739,1462,38,259,525,640,277,4,116,54,103,7848,1697,0.975848188614146
2026,ZCTA5 30305,12001,6837,84,115,693,5945,5164,206,410,892,3656,30305,11711,0.9758353470544121
