,zip_codes,Estimate!!Total,Movers Total,%Movers,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
155,19127,6022,1693,0.2811358352706742,40.02809,-75.22698000000001,Philadelphia,PA,Pennsylvania,True,,6082,4153.7,42101,Philadelphia,{'42101':100},Philadelphia,42101,False,False,America/New_York
156,97495,1839,517,0.2811310494834149,43.28778,-123.3054,Winchester,OR,Oregon,True,,1858,75.8,41019,Douglas,{'41019':100},Douglas,41019,False,False,America/Los_Angeles
157,29401,9601,2698,0.2810123945422352,32.778690000000005,-79.93494,Charleston,SC,South Carolina,True,,9627,2711.9,45019,Charleston,{'45019':100},Charleston,45019,False,False,America/New_York
158,54601,50230,14087,0.28044993032052556,43.804390000000005,-91.1425,La Crosse,WI,Wisconsin,True,,50761,258.8,55063,La Crosse,{'55063':100},La Crosse,55063,False,False,America/Chicago
159,6090,842,236,0.28028503562945367,41.94648,-72.86315,West Granby,CT,Connecticut,True,,857,35.1,9003,Hartford,{'09003':100},Hartford,09003,False,False,America/New_York
160,80924,8484,2375,0.27993870815652994,38.96751,-104.7211,Colorado Springs,CO,Colorado,True,,8652,321.0,8041,El Paso,{'08041':100},El Paso,08041,False,False,America/Denver
161,2108,4082,1142,0.2797648211660951,42.35767,-71.06505,Boston,MA,Massachusetts,True,,4082,10824.7,25025,Suffolk,{'25025':100},Suffolk,25025,False,False,America/New_York
162,11109,5886,1643,0.27913693510023785,40.74589,-73.95751,Long Island City,NY,New York,True,,5981,27330.4,36081,Queens,{'36081':100},Queens,36081,False,False,America/New_York
163,60195,5471,1523,0.27837689636263935,42.06708,-88.09125999999999,Schaumburg,IL,Illinois,True,,5568,932.9,17031,Cook,{'17031':100},Cook,17031,False,False,America/Chicago
164,57006,26071,7207,0.2764374208891105,44.315259999999995,-96.79634,Brookings,SD,South Dakota,True,,26315,60.9,46011,Brookings,"{'46011':99.42,'46101':0.58}",Brookings|Moody,46011|46101,False,False,America/Chicago
165,10005,8756,2404,0.2745545911375057,40.70616,-74.00907,New York,NY,New York,True,,8831,37900.9,36061,New York,{'36061':100},New York,36061,False,False,America/New_York
166,97330,42343,11623,0.27449637484353967,44.63645,-123.27656,Corvallis,OR,Oregon,True,,42614,207.7,41003,Benton,{'41003':100},Benton,41003,False,False,America/Los_Angeles
167,2467,21759,5965,0.27413943655498874,42.31641,-71.16118,Chestnut Hill,MA,Massachusetts,True,,21864,1782.0,25021,Norfolk,"{'25017':37.9,'25021':38.86,'25025':23.24}",Norfolk|Middlesex|Suffolk,25021|25017|25025,False,False,America/New_York
168,94158,7084,1935,0.27315076228119706,37.76976,-122.3876,San Francisco,CA,California,True,,7291,2812.4,6075,San Francisco,{'06075':100},San Francisco,06075,False,False,America/Los_Angeles
169,99587,2029,554,0.27304090685066534,60.92414,-148.92413,Girdwood,AK,Alaska,True,,2065,3.6,2020,Anchorage,{'02020':100},Anchorage,02020,False,False,America/Anchorage
170,32814,7155,1949,0.2723969252271139,28.57015,-81.32648,Orlando,FL,Florida,True,,7155,1820.6,12095,Orange,{'12095':100},Orange,12095,False,False,America/New_York
171,97227,4733,1288,0.27213184027044157,45.544290000000004,-122.67855,Portland,OR,Oregon,True,,4759,1107.9,41051,Multnomah,{'41051':100},Multnomah,41051,False,False,America/Los_Angeles
172,76542,49071,13268,0.27038372969778485,31.0106,-97.74609,Killeen,TX,Texas,True,,49857,192.2,48027,Bell,{'48027':100},Bell,48027,False,False,America/Chicago
173,92109,47970,12963,0.27023139462163853,32.78699,-117.23325,San Diego,CA,California,True,,48417,2325.7,6073,San Diego,{'06073':100},San Diego,06073,False,False,America/Los_Angeles
174,90094,9117,2448,0.26850937808489633,33.975390000000004,-118.417,Playa Vista,CA,California,True,,9368,3460.4,6037,Los Angeles,{'06037':100},Los Angeles,06037,False,False,America/Los_Angeles
175,76109,23090,6199,0.26847119965352967,32.701,-97.38391999999999,Fort Worth,TX,Texas,True,,23512,1028.1,48439,Tarrant,{'48439':100},Tarrant,48439,False,False,America/Chicago
176,78249,58705,15758,0.2684268801635295,29.567940000000004,-98.61344,San Antonio,TX,Texas,True,,59508,1296.0,48029,Bexar,{'48029':100},Bexar,48029,False,False,America/Chicago
177,60657,69158,18554,0.26828421874548136,41.93998,-87.65374,Chicago,IL,Illinois,True,,70052,11207.9,17031,Cook,{'17031':100},Cook,17031,False,False,America/Chicago
178,27617,18553,4969,0.26782730555705275,35.90726,-78.7717,Raleigh,NC,North Carolina,True,,18856,701.4,37183,Wake,"{'37063':0.75,'37183':99.25}",Wake|Durham,37183|37063,False,False,America/New_York
179,54751,25758,6880,0.26710148303439707,44.850609999999996,-91.93037,Menomonie,WI,Wisconsin,True,,25969,43.5,55033,Dunn,{'55033':100},Dunn,55033,False,False,America/Chicago
180,34987,8634,2306,0.2670836228862636,27.280959999999997,-80.50116,Port Saint Lucie,FL,Florida,True,,8660,23.1,12111,St. Lucie,{'12111':100},St. Lucie,12111,False,False,America/New_York
181,14882,4024,1074,0.2668986083499006,42.58017,-76.55499,Lansing,NY,New York,True,,4072,44.5,36109,Tompkins,{'36109':100},Tompkins,36109,False,False,America/New_York
182,1375,3588,957,0.26672240802675584,42.465109999999996,-72.55461,Sunderland,MA,Massachusetts,True,,3659,100.0,25011,Franklin,{'25011':100},Franklin,25011,False,False,America/New_York
183,90401,7245,1931,0.2665286404416839,34.01546,-118.49255,Santa Monica,CA,California,True,,7256,3058.2,6037,Los Angeles,{'06037':100},Los Angeles,06037,False,False,America/Los_Angeles
184,10595,8247,2194,0.26603613435188556,41.086459999999995,-73.78201,Valhalla,NY,New York,True,,8341,531.9,36119,Westchester,{'36119':100},Westchester,36119,False,False,America/New_York
185,20190,18930,5033,0.2658742736397253,38.95978,-77.33686999999999,Reston,VA,Virginia,True,,19204,1501.9,51059,Fairfax,{'51059':100},Fairfax,51059,False,False,America/New_York
186,75063,38378,10202,0.2658293814164365,32.92047,-96.986,Irving,TX,Texas,True,,38952,894.5,48113,Dallas,{'48113':100},Dallas,48113,False,False,America/Chicago
187,27606,46028,12185,0.2647301642478491,35.74049,-78.71758,Raleigh,NC,North Carolina,True,,46589,672.6,37183,Wake,{'37183':100},Wake,37183,False,False,America/New_York
188,23507,6599,1742,0.26397939081679045,36.864509999999996,-76.30311999999999,Norfolk,VA,Virginia,True,,6715,11101.4,51710,Norfolk,{'51710':100},Norfolk,51710,False,False,America/New_York
189,60614,70419,18549,0.2634090231329613,41.9228,-87.65139,Chicago,IL,Illinois,True,,71308,8244.5,17031,Cook,{'17031':100},Cook,17031,False,False,America/Chicago
190,2210,3139,819,0.26091111819050655,42.34778,-71.03905999999999,Boston,MA,Massachusetts,True,,3196,839.8,25025,Suffolk,{'25025':100},Suffolk,25025,False,False,America/New_York
191,77077,57336,14946,0.26067392214315616,29.750120000000003,-95.61547,Houston,TX,Texas,True,,58131,2302.4,48201,Harris,{'48201':100},Harris,48201,False,False,America/Chicago
192,21204,21547,5588,0.25934004733837657,39.40258,-76.6326,Towson,MD,Maryland,True,,21628,1297.4,24005,Baltimore,{'24005':100},Baltimore,24005,False,False,America/New_York
193,98004,34731,8987,0.2587601854251245,47.618840000000006,-122.20595,Bellevue,WA,Washington,True,,35034,1532.4,53033,King,{'53033':100},King,53033,False,False,America/Los_Angeles
194,97070,24030,6192,0.25767790262172285,45.30757,-122.77153,Wilsonville,OR,Oregon,True,,24339,424.1,41005,Clackamas,"{'41005':89.09,'41067':10.91}",Clackamas|Washington,41005|41067,False,False,America/Los_Angeles
195,35824,8505,2182,0.25655496766607877,34.6444,-86.75324,Huntsville,AL,Alabama,True,,8645,183.7,1089,Madison,{'01089':100},Madison,01089,False,False,America/Chicago
196,80124,21207,5411,0.25515160088649974,39.53184,-104.89206999999999,Lone Tree,CO,Colorado,True,,21384,733.2,8035,Douglas,{'08035':100},Douglas,08035,False,False,America/Denver
197,92606,24372,6193,0.2541030690956836,33.700390000000006,-117.81725,Irvine,CA,California,True,,24694,1712.9,6059,Orange,{'06059':100},Orange,06059,False,False,America/Los_Angeles
198,8536,19512,4955,0.2539462894628946,40.33428,-74.58234,Plainsboro,NJ,New Jersey,True,,19793,1061.3,34023,Middlesex,{'34023':100},Middlesex,34023,False,False,America/New_York
199,60610,38510,9743,0.25299922098156324,41.90487,-87.63615,Chicago,IL,Illinois,True,,39019,12585.9,17031,Cook,{'17031':100},Cook,17031,False,False,America/Chicago
200,32730,5935,1496,0.25206402695871943,28.65328,-81.34359,Casselberry,FL,Florida,True,,5991,1739.3,12117,Seminole,{'12117':100},Seminole,12117,False,False,America/New_York
201,28594,3697,931,0.2518258047065188,34.66485,-77.02923,Emerald Isle,NC,North Carolina,True,,3697,246.5,37031,Carteret,{'37031':100},Carteret,37031,False,False,America/New_York
202,10010,33431,8407,0.25147318357213366,40.73914,-73.98255,New York,NY,New York,True,,33730,32205.4,36061,New York,{'36061':100},New York,36061,False,False,America/New_York
203,32608,48512,12087,0.24915484828496043,29.5969,-82.4066,Gainesville,FL,Florida,True,,48905,454.0,12001,Alachua,{'12001':100},Alachua,12001,False,False,America/New_York
204,22314,33317,8292,0.2488819521565567,38.80725,-77.05678,Alexandria,VA,Virginia,True,,33926,3010.5,51510,Alexandria,{'51510':100},Alexandria,51510,False,False,America/New_York
205,60604,782,194,0.24808184143222506,41.87814,-87.62836999999999,Chicago,IL,Illinois,True,,782,2376.8,17031,Cook,{'17031':100},Cook,17031,False,False,America/Chicago
206,77070,52460,13014,0.2480747235989325,29.977759999999996,-95.57315,Houston,TX,Texas,True,,53239,1363.1,48201,Harris,{'48201':100},Harris,48201,False,False,America/Chicago
207,21005,2661,656,0.2465238632093198,39.47415,-76.1189,Aberdeen Proving Ground,MD,Maryland,True,,2723,102.3,24025,Harford,{'24025':100},Harford,24025,False,False,America/New_York
208,23294,17879,4403,0.24626656971866434,37.63043,-77.54236,Henrico,VA,Virginia,True,,18168,1638.2,51087,Henrico,{'51087':100},Henrico,51087,False,False,America/New_York
209,33621,2504,616,0.24600638977635783,27.843609999999998,-82.50103,Tampa,FL,Florida,True,,2533,76.2,12057,Hillsborough,{'12057':100},Hillsborough,12057,False,False,America/New_York
210,78373,4075,1002,0.24588957055214725,27.770809999999997,-97.12146,Port Aransas,TX,Texas,True,,4174,83.1,48355,Nueces,{'48355':100},Nueces,48355,False,False,America/Chicago
211,10069,5025,1235,0.24577114427860697,40.77606,-73.99025,New York,NY,New York,True,,5085,20875.8,36061,New York,{'36061':100},New York,36061,False,False,America/New_York
212,77069,18527,4539,0.24499379284287795,29.9857,-95.52438000000001,Houston,TX,Texas,True,,18622,1333.5,48201,Harris,{'48201':100},Harris,48201,False,False,America/Chicago
213,77046,961,235,0.2445369406867846,29.733759999999997,-95.4334,Houston,TX,Texas,True,,970,3953.2,48201,Harris,{'48201':100},Harris,48201,False,False,America/Chicago
214,60611,32153,7860,0.24445619382328243,41.89472,-87.61938,Chicago,IL,Illinois,True,,32426,13562.3,17031,Cook,{'17031':100},Cook,17031,False,False,America/Chicago
215,46075,6416,1562,0.24345386533665836,40.02528,-86.33489,Whitestown,IN,Indiana,True,,6544,36.4,18011,Boone,{'18011':100},Boone,18011,False,False,America/Indiana/Indianapolis
216,90036,37568,9127,0.24294612436115842,34.070159999999994,-118.34987,Los Angeles,CA,California,True,,37988,5761.9,6037,Los Angeles,{'06037':100},Los Angeles,06037,False,False,America/Los_Angeles
217,23451,42170,10231,0.24261323215556083,36.86739,-76.00587,Virginia Beach,VA,Virginia,True,,42776,865.8,51810,Virginia Beach,{'51810':100},Virginia Beach,51810,False,False,America/New_York
218,38016,46989,11376,0.2420992147098257,35.179809999999996,-89.75885,Cordova,TN,Tennessee,True,,47757,873.3,47157,Shelby,{'47157':100},Shelby,47157,False,False,America/Chicago
219,20714,4537,1097,0.2417897288957461,38.72222,-76.54613,North Beach,MD,Maryland,True,,4622,719.1,24009,Calvert,"{'24003':20.83,'24009':79.17}",Calvert|Anne Arundel,24009|24003,False,False,America/New_York
220,60613,49293,11900,0.24141358813624653,41.95583,-87.65796,Chicago,IL,Illinois,True,,50113,8572.6,17031,Cook,{'17031':100},Cook,17031,False,False,America/Chicago
221,34747,19244,4629,0.24054250675535233,28.3096,-81.59665,Kissimmee,FL,Florida,True,,19413,119.2,12097,Osceola,"{'12095':0,'12097':100}",Osceola|Orange,12097|12095,False,False,America/New_York
222,98943,863,207,0.2398609501738123,47.185629999999996,-120.95844,South Cle Elum,WA,Washington,True,,863,296.7,53037,Kittitas,{'53037':100},Kittitas,53037,False,False,America/Los_Angeles
223,95054,23842,5672,0.2378995050750776,37.39349,-121.96467,Santa Clara,CA,California,True,,24264,1439.8,6085,Santa Clara,{'06085':100},Santa Clara,06085,False,False,America/Los_Angeles
224,80442,2315,550,0.23758099352051837,39.9348,-105.88145,Fraser,CO,Colorado,True,,2323,12.7,8049,Grand,{'08049':100},Grand,08049,False,False,America/Denver
225,34715,17806,4227,0.23739189037403122,28.62586,-81.73055,Clermont,FL,Florida,True,,17948,177.9,12069,Lake,{'12069':100},Lake,12069,False,False,America/New_York
226,45050,8728,2070,0.23716773602199817,39.44536,-84.35915,Monroe,OH,Ohio,True,,8773,443.4,39017,Butler,"{'39017':99.12,'39165':0.88}",Butler|Warren,39017|39165,False,False,America/New_York
227,78756,8194,1931,0.2356602391994142,30.32227,-97.74016999999999,Austin,TX,Texas,True,,8323,1661.7,48453,Travis,{'48453':100},Travis,48453,False,False,America/Chicago
228,96818,58134,13690,0.23549041868785908,21.34755,-157.93857,Honolulu,HI,Hawaii,True,,59482,1702.8,15003,Honolulu,{'15003':100},Honolulu,15003,False,False,Pacific/Honolulu
229,85282,54139,12744,0.23539407820609912,33.39416,-111.93186999999999,Tempe,AZ,Arizona,True,,54649,1681.9,4013,Maricopa,{'04013':100},Maricopa,04013,False,False,America/Phoenix
230,52241,20310,4777,0.23520433284096504,41.69867,-91.59478,Coralville,IA,Iowa,True,,20681,615.2,19103,Johnson,{'19103':100},Johnson,19103,False,False,America/Chicago
231,96762,6614,1555,0.23510734804959177,21.62417,-157.94242,Laie,HI,Hawaii,True,,6686,205.6,15003,Honolulu,{'15003':100},Honolulu,15003,False,False,Pacific/Honolulu
232,34714,21519,5053,0.2348157442260328,28.4113,-81.78116999999999,Clermont,FL,Florida,True,,21743,52.5,12069,Lake,"{'12069':90.15,'12105':9.85}",Lake|Polk,12069|12105,False,False,America/New_York
233,78704,47833,11225,0.23467062488240337,30.24315,-97.76536999999999,Austin,TX,Texas,True,,48486,1871.5,48453,Travis,{'48453':100},Travis,48453,False,False,America/Chicago
234,95618,26511,6199,0.23382746784353664,38.54067,-121.68314,Davis,CA,California,True,,26743,301.5,6113,Yolo,"{'06095':0.34,'06113':99.66}",Yolo|Solano,06113|06095,False,False,America/Los_Angeles
235,98383,21113,4928,0.2334106948325676,47.66207,-122.71793000000001,Silverdale,WA,Washington,True,,21301,423.8,53035,Kitsap,{'53035':100},Kitsap,53035,False,False,America/Los_Angeles
236,78230,44749,10414,0.23272028425216207,29.546129999999998,-98.55551,San Antonio,TX,Texas,True,,45369,1448.3,48029,Bexar,{'48029':100},Bexar,48029,False,False,America/Chicago
237,48326,21641,5032,0.23252160251374707,42.67577,-83.25332,Auburn Hills,MI,Michigan,True,,21829,454.8,26125,Oakland,{'26125':100},Oakland,26125,False,False,America/Detroit
238,98103,50791,11779,0.23191116536394243,47.673320000000004,-122.34253999999999,Seattle,WA,Washington,True,,51377,3815.7,53033,King,{'53033':100},King,53033,False,False,America/Los_Angeles
239,80918,48742,11273,0.23127897911452136,38.91152,-104.78023,Colorado Springs,CO,Colorado,True,,49232,1465.4,8041,El Paso,{'08041':100},El Paso,08041,False,False,America/Denver
240,86301,22836,5278,0.23112629181993344,34.59172,-112.42642,Prescott,AZ,Arizona,True,,22919,257.4,4025,Yavapai,{'04025':100},Yavapai,04025,False,False,America/Phoenix
241,62704,40369,9326,0.23101885109861528,39.774,-89.68514,Springfield,IL,Illinois,True,,40828,1274.2,17167,Sangamon,{'17167':100},Sangamon,17167,False,False,America/Chicago
242,25443,7865,1816,0.2308963763509218,39.437259999999995,-77.81459,Shepherdstown,WV,West Virginia,True,,7913,104.5,54037,Jefferson,"{'54003':2.12,'54037':97.88}",Jefferson|Berkeley,54037|54003,False,False,America/New_York
243,39232,7853,1813,0.2308671845154718,32.32977,-90.09161,Flowood,MS,Mississippi,True,,7886,157.3,28121,Rankin,{'28121':100},Rankin,28121,False,False,America/Chicago
244,92121,4595,1059,0.23046789989118607,32.89918,-117.20233,San Diego,CA,California,True,,4655,131.7,6073,San Diego,{'06073':100},San Diego,06073,False,False,America/Los_Angeles
245,32550,8302,1913,0.23042640327631897,30.385540000000002,-86.34555999999999,Miramar Beach,FL,Florida,True,,8490,337.4,12131,Walton,{'12131':100},Walton,12131,False,False,America/Chicago
246,54701,39709,9149,0.23040116850084363,44.74438,-91.51059000000001,Eau Claire,WI,Wisconsin,True,,40130,174.4,55035,Eau Claire,"{'55033':0.34,'55035':99.66}",Eau Claire|Dunn,55035|55033,False,False,America/Chicago
247,19010,20872,4803,0.23011690302798007,40.023590000000006,-75.32978,Bryn Mawr,PA,Pennsylvania,True,,21027,966.8,42045,Delaware,"{'42045':61.26,'42091':38.74}",Delaware|Montgomery,42045|42091,False,False,America/New_York
248,28314,57163,13100,0.22916921785070762,35.05815,-79.0226,Fayetteville,NC,North Carolina,True,,58110,912.9,37051,Cumberland,{'37051':100},Cumberland,37051,False,False,America/New_York
249,98052,66954,15334,0.2290229112525017,47.681309999999996,-122.12031,Redmond,WA,Washington,True,,67779,1121.9,53033,King,{'53033':100},King,53033,False,False,America/Los_Angeles
250,81230,9622,2196,0.22822697983787155,38.42496,-106.95638999999998,Gunnison,CO,Colorado,True,,9718,2.0,8051,Gunnison,"{'08051':99.03,'08109':0.97}",Gunnison|Saguache,08051|08109,False,False,America/Denver
251,73120,35333,8009,0.22667194973537486,35.580459999999995,-97.57224000000001,Oklahoma City,OK,Oklahoma,True,,35771,1214.3,40109,Oklahoma,{'40109':100},Oklahoma,40109,False,False,America/Chicago
252,80014,38873,8798,0.22632675636045585,39.66353,-104.83814,Aurora,CO,Colorado,True,,39243,2008.1,8005,Arapahoe,"{'08005':87.84,'08031':12.16}",Arapahoe|Denver,08005|08031,False,False,America/Denver
253,85251,41280,9334,0.22611434108527131,33.49395,-111.91946999999999,Scottsdale,AZ,Arizona,True,,41575,1801.6,4013,Maricopa,{'04013':100},Maricopa,04013,False,False,America/Phoenix
254,78209,41687,9425,0.22608966824189797,29.48906,-98.45671,San Antonio,TX,Texas,True,,42045,1485.7,48029,Bexar,{'48029':100},Bexar,48029,False,False,America/Chicago
255,4543,2017,456,0.22607833415964304,44.034459999999996,-69.49212,Damariscotta,ME,Maine,True,,2028,68.9,23015,Lincoln,{'23015':100},Lincoln,23015,False,False,America/New_York
256,31301,3981,900,0.22607385079125847,31.75285,-81.6085,Allenhurst,GA,Georgia,True,,4006,149.9,13179,Liberty,"{'13179':69.64,'13183':30.36}",Liberty|Long,13179|13183,False,False,America/New_York
257,32792,50431,11400,0.22605143661636692,28.609959999999997,-81.2988,Winter Park,FL,Florida,True,,50991,1474.0,12095,Orange,"{'12095':57.55,'12117':42.45}",Orange|Seminole,12095|12117,False,False,America/New_York
258,61761,54646,12344,0.2258902755919921,40.52955,-88.95859,Normal,IL,Illinois,True,,55222,480.6,17113,McLean,{'17113':100},McLean,17113,False,False,America/Chicago
259,50263,23534,5311,0.2256734936687346,41.595620000000004,-93.87241,Waukee,IA,Iowa,True,,23858,179.0,19049,Dallas,{'19049':100},Dallas,19049,False,False,America/Chicago
260,95060,46990,10585,0.22526069376463076,37.034259999999996,-122.12038000000001,Santa Cruz,CA,California,True,,47367,264.0,6087,Santa Cruz,{'06087':100},Santa Cruz,06087,False,False,America/Los_Angeles
261,40509,39736,8930,0.22473323937990738,37.99785,-84.37619000000001,Lexington,KY,Kentucky,True,,40186,303.9,21067,Fayette,{'21067':100},Fayette,21067,False,False,America/New_York
262,3857,8934,2000,0.2238638907544213,43.069109999999995,-70.95184,Newmarket,NH,New Hampshire,True,,9064,275.0,33015,Rockingham,{'33015':100},Rockingham,33015,False,False,America/New_York
263,72211,21725,4859,0.22365937859608745,34.75063,-92.41712,Little Rock,AR,Arkansas,True,,22269,1091.2,5119,Pulaski,{'05119':100},Pulaski,05119,False,False,America/Chicago
264,85212,33124,7402,0.22346334983697622,33.32212,-111.63545,Mesa,AZ,Arizona,True,,33724,266.9,4013,Maricopa,{'04013':100},Maricopa,04013,False,False,America/Phoenix
265,85044,41118,9162,0.2228221216985262,33.34239,-112.00176,Phoenix,AZ,Arizona,True,,41449,1017.9,4013,Maricopa,{'04013':100},Maricopa,04013,False,False,America/Phoenix
266,78703,20505,4564,0.22257985857108023,30.29409,-97.76571,Austin,TX,Texas,True,,20890,1366.4,48453,Travis,{'48453':100},Travis,48453,False,False,America/Chicago
267,59802,19316,4289,0.22204390142886726,46.90363,-113.91978,Missoula,MT,Montana,True,,19437,154.4,30063,Missoula,{'30063':100},Missoula,30063,False,False,America/Denver
268,80922,28696,6344,0.22107610816838583,38.890640000000005,-104.70061,Colorado Springs,CO,Colorado,True,,29134,1713.0,8041,El Paso,{'08041':100},El Paso,08041,False,False,America/Denver
269,28449,1927,426,0.2210690192008303,33.98155,-77.9275,Kure Beach,NC,North Carolina,True,,1932,164.2,37129,New Hanover,{'37129':100},New Hanover,37129,False,False,America/New_York
270,33578,48793,10774,0.22081036214211056,27.863290000000003,-82.34943,Riverview,FL,Florida,True,,49634,657.8,12057,Hillsborough,{'12057':100},Hillsborough,12057,False,False,America/New_York
271,78728,20972,4616,0.22010299446881557,30.45655,-97.68986,Austin,TX,Texas,True,,21480,966.4,48453,Travis,"{'48453':91.38,'48491':8.62}",Travis|Williamson,48453|48491,False,False,America/Chicago
272,76177,9203,2022,0.2197109638161469,32.97521,-97.3112,Fort Worth,TX,Texas,True,,9361,130.6,48439,Tarrant,"{'48121':15.15,'48439':84.85}",Tarrant|Denton,48439|48121,False,False,America/Chicago
273,99824,2211,483,0.21845318860244234,58.27235,-134.40083,Douglas,AK,Alaska,True,,2224,472.0,2110,Juneau,{'02110':100},Juneau,02110,False,False,America/Juneau
274,58104,40200,8773,0.21823383084577114,46.79325,-96.83971,Fargo,ND,North Dakota,True,,40832,381.6,38017,Cass,{'38017':100},Cass,38017,False,False,America/Chicago
275,48864,22908,4984,0.2175659158372621,42.7013,-84.40675,Okemos,MI,Michigan,True,,23132,360.7,26065,Ingham,{'26065':100},Ingham,26065,False,False,America/Detroit
276,86023,2485,540,0.21730382293762576,36.05723,-112.07661999999999,Grand Canyon,AZ,Arizona,True,,2485,3.7,4005,Coconino,{'04005':100},Coconino,04005,False,False,America/Phoenix
277,19806,9816,2126,0.21658516707416464,39.76328,-75.56421,Wilmington,DE,Delaware,True,,9930,1914.7,10003,New Castle,{'10003':100},New Castle,10003,False,False,America/New_York
278,45226,5262,1135,0.21569745343975674,39.11128,-84.41999,Cincinnati,OH,Ohio,True,,5346,375.4,39061,Hamilton,{'39061':100},Hamilton,39061,False,False,America/New_York
279,4066,687,148,0.21542940320232898,43.77278,-69.96826999999999,Orrs Island,ME,Maine,True,,687,115.5,23005,Cumberland,{'23005':100},Cumberland,23005,False,False,America/New_York
280,31324,25323,5453,0.21533783516960867,31.8558,-81.26876,Richmond Hill,GA,Georgia,True,,25643,61.7,13029,Bryan,{'13029':100},Bryan,13029,False,False,America/New_York
281,80446,4486,966,0.21533660276415514,40.17422,-105.95253000000001,Granby,CO,Colorado,True,,4486,4.8,8049,Grand,{'08049':100},Grand,08049,False,False,America/Denver
282,85012,6940,1494,0.21527377521613833,33.50731,-112.07035,Phoenix,AZ,Arizona,True,,7012,1124.4,4013,Maricopa,{'04013':100},Maricopa,04013,False,False,America/Phoenix
283,10006,3410,734,0.21524926686217008,40.70968,-74.01284,New York,NY,New York,True,,3454,12458.3,36061,New York,{'36061':100},New York,36061,False,False,America/New_York
284,20910,42462,9124,0.21487447600207243,39.00219,-77.03635,Silver Spring,MD,Maryland,True,,42868,3180.8,24031,Montgomery,{'24031':100},Montgomery,24031,False,False,America/New_York
285,10019,43393,9289,0.21406678496531698,40.7657,-73.98706,New York,NY,New York,True,,43703,23754.2,36061,New York,{'36061':100},New York,36061,False,False,America/New_York
286,58703,22213,4750,0.21383874307837752,48.33057,-101.31555999999999,Minot,ND,North Dakota,True,,22581,46.6,38101,Ward,{'38101':100},Ward,38101,False,False,America/Chicago
287,74133,45463,9678,0.2128764049886721,36.04146,-95.87941,Tulsa,OK,Oklahoma,True,,46067,1218.3,40143,Tulsa,{'40143':100},Tulsa,40143,False,False,America/Chicago
288,23664,9625,2046,0.21257142857142858,37.07528,-76.29229000000001,Hampton,VA,Virginia,True,,9775,752.1,51650,Hampton,{'51650':100},Hampton,51650,False,False,America/New_York
289,95819,19345,4111,0.21250969242698373,38.56965,-121.4397,Sacramento,CA,California,True,,19659,1935.7,6067,Sacramento,{'06067':100},Sacramento,06067,False,False,America/Los_Angeles
290,40206,19560,4156,0.21247443762781187,38.26037,-85.70498,Louisville,KY,Kentucky,True,,19804,1270.9,21111,Jefferson,{'21111':100},Jefferson,21111,False,False,America/New_York
291,75205,24782,5261,0.21229117908159148,32.83656,-96.79623000000001,Dallas,TX,Texas,True,,24879,2046.3,48113,Dallas,{'48113':100},Dallas,48113,False,False,America/Chicago
292,92118,22247,4717,0.21202858812424147,32.67473,-117.17853999999998,Coronado,CA,California,True,,22484,1166.3,6073,San Diego,{'06073':100},San Diego,06073,False,False,America/Los_Angeles
293,30144,55097,11679,0.21197161369947548,34.03707,-84.59192,Kennesaw,GA,Georgia,True,,55820,894.2,13067,Cobb,{'13067':100},Cobb,13067,False,False,America/New_York
294,52317,19210,4070,0.2118688183237897,41.76242,-91.63101999999999,North Liberty,IA,Iowa,True,,19769,164.5,19103,Johnson,{'19103':100},Johnson,19103,False,False,America/Chicago
295,55416,31822,6742,0.21186600465087047,44.94927,-93.33884,Minneapolis,MN,Minnesota,True,,32171,1531.2,27053,Hennepin,{'27053':100},Hennepin,27053,False,False,America/Chicago
296,97202,42293,8933,0.21121698626250207,45.4829,-122.6441,Portland,OR,Oregon,True,,42822,2362.8,41051,Multnomah,"{'41005':0.45,'41051':99.55}",Multnomah|Clackamas,41051|41005,False,False,America/Los_Angeles
297,66210,18427,3890,0.21110327237206272,38.92369,-94.70493,Overland Park,KS,Kansas,True,,18691,1152.3,20091,Johnson,{'20091':100},Johnson,20091,False,False,America/Chicago
298,59808,18874,3983,0.2110310480025432,46.98298,-114.09607,Missoula,MT,Montana,True,,19018,52.7,30063,Missoula,{'30063':100},Missoula,30063,False,False,America/Denver
299,80525,53387,11259,0.2108940378743889,40.5292,-105.03706000000001,Fort Collins,CO,Colorado,True,,54286,769.2,8069,Larimer,{'08069':100},Larimer,08069,False,False,America/Denver
300,87109,39000,8224,0.21087179487179486,35.15297,-106.57541,Albuquerque,NM,New Mexico,True,,39341,1538.5,35001,Bernalillo,{'35001':100},Bernalillo,35001,False,False,America/Denver
301,94596,20636,4351,0.2108451250242295,37.88908,-122.03753999999999,Walnut Creek,CA,California,True,,20822,1298.6,6013,Contra Costa,{'06013':100},Contra Costa,06013,False,False,America/Los_Angeles
302,80224,18978,4001,0.21082305827800613,39.68768,-104.91134,Denver,CO,Colorado,True,,19253,2115.8,8031,Denver,"{'08005':0.68,'08031':99.32}",Denver|Arapahoe,08031|08005,False,False,America/Denver
