,NAME,Estimate!!Total,Estimate!!Total!!Owner occupied,Estimate!!Total!!Owner occupied!!Householder 15 to 24 years,Estimate!!Total!!Owner occupied!!Householder 25 to 34 years,Estimate!!Total!!Owner occupied!!Householder 35 to 44 years,Estimate!!Total!!Owner occupied!!Householder 45 to 54 years,Estimate!!Total!!Owner occupied!!Householder 55 to 59 years,Estimate!!Total!!Owner occupied!!Householder 60 to 64 years,Estimate!!Total!!Owner occupied!!Householder 65 to 74 years,Estimate!!Total!!Owner occupied!!Householder 75 to 84 years,Estimate!!Total!!Owner occupied!!Householder 85 years and over,Estimate!!Total!!Renter occupied,Estimate!!Total!!Renter occupied!!Householder 15 to 24 years,Estimate!!Total!!Renter occupied!!Householder 25 to 34 years,Estimate!!Total!!Renter occupied!!Householder 35 to 44 years,Estimate!!Total!!Renter occupied!!Householder 45 to 54 years,Estimate!!Total!!Renter occupied!!Householder 55 to 59 years,Estimate!!Total!!Renter occupied!!Householder 60 to 64 years,Estimate!!Total!!Renter occupied!!Householder 65 to 74 years,Estimate!!Total!!Renter occupied!!Householder 75 to 84 years,Estimate!!Total!!Renter occupied!!Householder 85 years and over,zip code tabulation area,15-34 Renters,%15-34 Renters
3224,ZCTA5 41501,9735,6081,116,545,983,1274,767,544,1047,597,208,3654,786,802,577,534,193,244,369,131,18,41501,1588,0.16312275295326142
3225,ZCTA5 81144,2661,1620,9,100,286,265,172,249,385,132,22,1041,38,396,69,155,146,83,95,0,59,81144,434,0.16309658023299511
3226,ZCTA5 29617,10872,6125,56,493,837,1163,424,716,1248,814,374,4747,394,1379,873,913,402,328,254,105,99,29617,1773,0.1630794701986755
3227,ZCTA5 98116,12751,7515,0,477,1712,1435,917,759,1424,530,261,5236,239,1840,1042,958,295,173,312,236,141,98116,2079,0.16304603560505057
3228,ZCTA5 79313,552,371,11,28,43,85,40,42,54,51,17,181,12,78,24,36,8,15,3,5,0,79313,90,0.16304347826086957
3229,ZCTA5 78730,3810,2283,0,151,349,791,225,231,424,99,13,1527,69,552,300,296,76,63,155,16,0,78730,621,0.16299212598425197
3230,ZCTA5 38756,2387,1408,0,118,157,283,183,212,243,160,52,979,100,289,142,153,115,85,52,33,10,38756,389,0.16296606619187265
3231,ZCTA5 12561,6340,4084,0,124,429,799,769,333,923,427,280,2256,659,374,292,240,202,71,230,71,117,12561,1033,0.16293375394321766
3232,ZCTA5 23518,12002,6585,96,777,1003,1060,746,850,1130,541,382,5417,401,1554,1297,827,533,411,321,56,17,23518,1955,0.16288951841359772
3233,ZCTA5 72207,5164,3381,4,438,485,530,425,389,733,251,126,1783,172,669,251,115,209,172,121,72,2,72207,841,0.162858249419055
3234,ZCTA5 78717,10347,6128,0,605,2098,1949,631,264,434,118,29,4219,308,1377,1202,598,224,243,129,127,11,78717,1685,0.1628491350149802
3235,ZCTA5 89121,24091,11311,131,885,1548,1786,1142,1377,2341,1647,454,12780,1085,2838,2337,2122,1168,786,1238,780,426,89121,3923,0.1628408949400191
3236,ZCTA5 76301,6485,3050,31,310,350,630,464,327,527,328,83,3435,333,723,532,715,432,283,288,90,39,76301,1056,0.16283731688511952
3237,ZCTA5 75144,1259,876,2,53,69,146,100,119,245,96,46,383,72,133,18,30,33,24,26,30,17,75144,205,0.16282764098490865
3238,ZCTA5 14610,7014,4037,10,648,565,870,327,476,693,301,147,2977,288,854,171,305,177,225,232,277,448,14610,1142,0.1628172226974622
3239,ZCTA5 43610,1708,863,5,13,149,237,84,103,165,59,48,845,6,272,202,106,60,99,65,35,0,43610,278,0.16276346604215455
3240,ZCTA5 94544,22991,10839,73,1200,1579,2308,1280,1393,1731,908,367,12152,706,3036,3171,2506,843,711,568,461,150,94544,3742,0.16275934061154365
3241,ZCTA5 98948,3668,2247,50,281,400,504,238,191,383,156,44,1421,151,446,217,251,72,78,148,49,9,98948,597,0.1627589967284624
3242,ZCTA5 77713,5751,3775,0,431,516,572,635,600,658,258,105,1976,253,683,436,287,105,72,115,25,0,77713,936,0.162754303599374
3243,ZCTA5 77009,13848,7728,47,1212,1063,1689,824,706,1218,728,241,6120,318,1935,1207,982,501,494,546,108,29,77009,2253,0.1626949740034662
3244,ZCTA5 31405,13965,7246,55,790,941,1393,622,912,1441,645,447,6719,603,1669,1417,1163,635,371,531,165,165,31405,2272,0.16269244539921232
3245,ZCTA5 45390,1273,761,16,36,182,108,72,99,112,101,35,512,77,130,82,76,49,27,43,28,0,45390,207,0.16260801256873528
3246,ZCTA5 40214,17650,9041,123,687,1428,1726,1353,968,1461,890,405,8609,982,1888,1668,1570,899,496,716,228,162,40214,2870,0.16260623229461757
3247,ZCTA5 97377,369,261,0,14,20,23,27,34,115,28,0,108,0,60,20,0,0,13,0,15,0,97377,60,0.16260162601626016
3248,ZCTA5 07026,11329,4313,37,384,622,913,544,612,556,262,383,7016,304,1538,1847,1277,703,460,623,188,76,7026,1842,0.162591579133198
3249,ZCTA5 68005,9331,5180,154,748,623,815,687,461,903,588,201,4151,536,981,818,463,230,253,398,245,227,68005,1517,0.16257635837530812
3250,ZCTA5 38762,935,408,0,17,21,23,72,83,138,15,39,527,11,141,91,114,54,38,61,17,0,38762,152,0.1625668449197861
3251,ZCTA5 68701,12642,8314,131,950,1347,1568,1207,964,1183,715,249,4328,989,1066,647,561,354,214,227,116,154,68701,2055,0.16255339345040343
3252,ZCTA5 77531,5969,3223,19,437,704,748,394,185,475,175,86,2746,166,804,442,749,191,166,199,18,11,77531,970,0.16250628245937343
3253,ZCTA5 66606,5293,2734,65,389,285,576,245,409,438,218,109,2559,319,541,451,379,260,212,94,124,179,66606,860,0.1624787455129416
3254,ZCTA5 94801,9263,4068,57,365,764,835,356,396,708,511,76,5195,271,1234,1260,1016,366,372,518,129,29,94801,1505,0.1624743603584152
3255,ZCTA5 45420,11762,6471,89,1007,879,1220,691,804,908,546,327,5291,497,1414,764,781,403,542,453,278,159,45420,1911,0.1624723686447883
3256,ZCTA5 80705,437,253,4,22,43,40,19,22,62,34,7,184,24,47,29,45,0,18,9,3,9,80705,71,0.16247139588100687
3257,ZCTA5 65613,6654,4182,142,292,770,690,431,391,805,470,191,2472,496,585,385,227,140,85,148,214,192,65613,1081,0.16245867147580403
3258,ZCTA5 77020,8454,3827,30,273,678,702,556,526,581,329,152,4627,469,904,1206,879,374,369,330,57,39,77020,1373,0.16240832741897326
3259,ZCTA5 57201,10917,7074,62,965,1171,1307,858,768,1106,535,302,3843,740,1033,349,508,148,162,430,245,228,57201,1773,0.16240725474031328
3260,ZCTA5 46383,16108,10444,64,931,1984,1942,1336,1124,1883,857,323,5664,873,1743,833,599,288,347,564,232,185,46383,2616,0.16240377452197666
3261,ZCTA5 40212,6601,2865,28,119,407,648,255,461,515,387,45,3736,128,944,671,691,480,379,289,124,30,40212,1072,0.16239963641872443
3262,ZCTA5 58078,13567,9252,139,1729,2569,1773,980,807,873,336,46,4315,858,1345,478,548,135,314,213,255,169,58078,2203,0.1623793027198349
3263,ZCTA5 19023,7304,3970,49,359,679,1016,556,412,620,232,47,3334,167,1019,781,745,264,198,98,44,18,19023,1186,0.16237677984665935
3264,ZCTA5 39701,5119,2551,0,146,110,505,312,254,737,387,100,2568,162,669,489,414,143,299,311,49,32,39701,831,0.1623363938269193
3265,ZCTA5 24594,653,448,0,53,33,48,0,69,163,60,22,205,0,106,62,6,0,14,17,0,0,24594,106,0.16232771822358347
3266,ZCTA5 79339,2304,1526,23,162,163,306,153,199,234,262,24,778,151,223,198,136,15,14,41,0,0,79339,374,0.1623263888888889
3267,ZCTA5 30349,26120,14074,152,1181,3390,3390,1356,1375,2031,943,256,12046,793,3446,3206,2237,689,496,1004,175,0,30349,4239,0.1622894333843798
3268,ZCTA5 26253,1522,992,0,23,166,167,159,214,191,32,40,530,38,209,141,49,20,8,50,8,7,26253,247,0.16228646517739817
3269,ZCTA5 38579,339,268,23,26,19,48,42,0,23,76,11,71,0,55,0,0,0,0,16,0,0,38579,55,0.16224188790560473
3270,ZCTA5 05068,1424,845,10,49,94,167,122,133,183,61,26,579,92,139,51,100,81,50,35,0,31,5068,231,0.1622191011235955
3271,ZCTA5 75134,7145,4088,5,399,1004,1117,549,314,516,138,46,3057,125,1034,694,583,197,90,231,84,19,75134,1159,0.1622113365990203
3272,ZCTA5 32901,10722,5035,35,346,323,795,427,791,1184,755,379,5687,583,1156,542,691,317,441,700,692,565,32901,1739,0.1621898899459056
3273,ZCTA5 17535,734,426,8,59,89,80,62,26,71,31,0,308,42,77,53,83,0,12,33,8,0,17535,119,0.16212534059945505
3274,ZCTA5 74820,11862,7265,132,917,1140,1349,716,790,1277,758,186,4597,756,1167,830,563,344,293,318,213,113,74820,1923,0.16211431461810824
3275,ZCTA5 26134,432,301,3,15,33,82,31,23,87,23,4,131,32,38,12,7,14,12,6,10,0,26134,70,0.16203703703703703
3276,ZCTA5 30311,14361,5363,11,395,550,907,385,507,1275,1052,281,8998,542,1785,1464,1565,1245,836,938,543,80,30311,2327,0.16203606991156605
3277,ZCTA5 76111,6641,4034,61,416,721,980,405,431,624,268,128,2607,217,859,601,376,258,143,138,12,3,76111,1076,0.16202379159765096
3278,ZCTA5 82609,7382,4481,44,445,804,745,386,633,848,384,192,2901,484,712,472,555,188,187,108,113,82,82609,1196,0.16201571389867245
3279,ZCTA5 53718,5969,3674,72,551,809,722,388,256,592,214,70,2295,121,846,374,186,65,95,167,218,223,53718,967,0.16200368570949908
3280,ZCTA5 27807,2451,1573,8,285,144,214,242,143,306,186,45,878,181,216,55,168,116,53,50,39,0,27807,397,0.16197470420236637
3281,ZCTA5 32541,8088,4957,11,554,562,973,561,652,974,538,132,3131,325,985,689,602,137,105,216,56,16,32541,1310,0.1619683481701286
3282,ZCTA5 20903,7409,2877,15,143,426,647,339,434,559,194,120,4532,211,989,1495,754,325,195,404,118,41,20903,1200,0.16196517748684033
3283,ZCTA5 57058,778,558,9,56,75,88,77,82,91,51,29,220,36,90,19,18,8,6,17,12,14,57058,126,0.16195372750642673
3284,ZCTA5 94501,25347,10454,26,460,1721,2254,1154,1263,2211,860,505,14893,442,3663,3501,2863,1032,1100,1501,503,288,94501,4105,0.1619521047855762
3285,ZCTA5 01342,457,297,0,13,30,39,39,39,77,60,0,160,26,48,20,36,0,0,15,0,15,1342,74,0.16192560175054704
3286,ZCTA5 44052,11571,6224,119,455,793,1080,908,665,1138,645,421,5347,473,1400,1296,698,497,416,399,143,25,44052,1873,0.16187019272318728
3287,ZCTA5 48210,8971,4902,128,592,1053,1044,601,503,502,305,174,4069,325,1127,877,641,371,303,256,129,40,48210,1452,0.16185486567829674
3288,ZCTA5 94121,17641,7760,35,331,961,1499,827,996,1445,901,765,9881,401,2454,2028,1577,841,756,1113,496,215,94121,2855,0.1618388980216541
3289,ZCTA5 27104,12717,7601,0,519,1037,1642,806,915,1533,850,299,5116,584,1474,835,720,271,384,527,163,158,27104,2058,0.16183062042934654
3290,ZCTA5 89509,16670,8758,18,721,982,1426,1165,922,1999,1087,438,7912,816,1881,1273,1179,586,463,1101,449,164,89509,2697,0.1617876424715057
3291,ZCTA5 62918,4129,2786,52,318,503,455,284,328,498,283,65,1343,350,318,209,110,84,55,84,92,41,62918,668,0.16178251392589005
3292,ZCTA5 76548,10363,6319,51,540,1439,1622,830,543,926,212,156,4044,346,1330,1081,626,175,217,147,107,15,76548,1676,0.16172922898774486
3293,ZCTA5 25843,371,289,0,10,44,74,54,43,43,21,0,82,23,37,0,0,0,0,0,0,22,25843,60,0.16172506738544473
3294,ZCTA5 51040,1614,953,30,57,143,216,93,75,155,136,48,661,106,155,72,97,46,59,62,26,38,51040,261,0.16171003717472118
3295,ZCTA5 06457,19054,10082,43,1162,1670,2022,1386,1111,1550,836,302,8972,687,2394,1514,1473,773,766,734,362,269,6457,3081,0.1616983310590952
3296,ZCTA5 73160,22705,14874,227,2598,2938,2747,1498,1389,2292,972,213,7831,1306,2364,1468,1259,325,339,567,139,64,73160,3670,0.16163840563752477
3297,ZCTA5 32773,11056,6531,82,861,940,1330,860,561,1127,427,343,4525,347,1440,1060,753,208,411,160,116,30,32773,1787,0.1616316931982634
3298,ZCTA5 23222,9703,4974,2,589,547,786,654,599,1033,523,241,4729,252,1316,707,721,502,533,519,91,88,23222,1568,0.1615995053076368
3299,ZCTA5 68041,427,309,5,47,70,57,27,29,36,29,9,118,34,35,13,25,7,2,2,0,0,68041,69,0.16159250585480095
3300,ZCTA5 90805,27034,11245,91,1223,1900,2935,1405,1268,1704,549,170,15789,725,3643,3908,3470,1038,1137,1316,424,128,90805,4368,0.16157431382703263
3301,ZCTA5 79013,1046,626,13,16,173,148,132,6,134,4,0,420,91,78,48,141,0,62,0,0,0,79013,169,0.1615678776290631
3302,ZCTA5 51103,5899,3608,186,387,647,649,399,474,531,241,94,2291,305,648,510,286,111,104,173,123,31,51103,953,0.16155280556026444
3303,ZCTA5 53714,7162,4175,19,611,741,833,460,475,604,325,107,2987,350,807,586,506,133,186,138,125,156,53714,1157,0.1615470538955599
3304,ZCTA5 31779,3120,1902,33,71,234,457,104,242,406,301,54,1218,159,345,270,123,85,48,128,50,10,31779,504,0.16153846153846155
3305,ZCTA5 28405,13448,7949,39,537,1123,1466,812,942,1920,906,204,5499,737,1435,916,896,402,411,341,184,177,28405,2172,0.161511005353956
3306,ZCTA5 11209,29297,11028,85,828,1460,2003,1319,1320,2240,1204,569,18269,390,4341,3428,3580,1337,1515,1848,1133,697,11209,4731,0.1614841110011264
3307,ZCTA5 78201,16314,7757,72,538,1147,1643,1012,719,1327,955,344,8557,449,2185,1626,1734,796,526,680,435,126,78201,2634,0.161456417800662
3308,ZCTA5 80751,6603,3859,108,369,438,618,400,553,697,378,298,2744,327,739,483,605,112,82,172,42,182,80751,1066,0.16144176889292747
3309,ZCTA5 31322,9490,5663,33,724,1278,1671,706,396,520,247,88,3827,443,1089,631,584,401,197,345,137,0,31322,1532,0.1614330874604847
3310,ZCTA5 72118,8522,4826,100,366,619,1078,590,458,1110,348,157,3696,285,1090,1021,519,258,172,278,56,17,72118,1375,0.16134710161933818
3311,ZCTA5 48228,19265,9412,240,1019,1288,1984,1160,1002,1876,547,296,9853,475,2633,1952,2180,848,641,779,328,17,48228,3108,0.16132883467427978
3312,ZCTA5 29611,11331,5811,176,594,773,999,650,659,1151,667,142,5520,329,1499,1149,963,631,282,422,130,115,29611,1828,0.16132733209778483
3313,ZCTA5 79843,837,525,0,32,43,96,17,80,137,79,41,312,3,132,63,48,0,12,54,0,0,79843,135,0.16129032258064516
3314,ZCTA5 99126,341,255,0,0,29,32,54,38,78,16,8,86,0,55,0,0,0,31,0,0,0,99126,55,0.16129032258064516
3315,ZCTA5 51639,372,251,10,10,22,29,38,34,66,30,12,121,28,32,2,24,3,5,12,6,9,51639,60,0.16129032258064516
3316,ZCTA5 48607,682,299,0,30,15,41,23,45,63,69,13,383,32,78,49,56,39,46,59,8,16,48607,110,0.16129032258064516
3317,ZCTA5 44120,15902,6972,56,349,910,1228,719,902,1369,937,502,8930,587,1977,1525,1315,862,642,1407,420,195,44120,2564,0.16123758017859388
3318,ZCTA5 99835,3561,2062,51,153,341,387,301,278,350,159,42,1499,114,460,268,212,107,103,101,86,48,99835,574,0.16119067677618645
3319,ZCTA5 13208,8456,3742,23,431,584,756,426,341,546,346,289,4714,284,1079,1104,992,373,372,331,164,15,13208,1363,0.16118732261116367
3320,ZCTA5 84119,16914,9591,162,1717,1682,2131,886,830,1205,782,196,7323,795,1931,2073,1154,350,272,555,138,55,84119,2726,0.16116826297741516
3321,ZCTA5 56303,10686,6759,142,608,1207,1336,800,651,1207,556,252,3927,784,938,822,431,217,347,254,100,34,56303,1722,0.16114542391914655
3322,ZCTA5 64117,5784,2936,11,459,584,576,300,228,405,235,138,2848,236,696,685,463,144,162,249,166,47,64117,932,0.16113416320885202
3323,ZCTA5 45238,18843,10828,116,1290,1764,2019,1274,1174,1691,922,578,8015,744,2292,1530,1346,593,565,514,272,159,45238,3036,0.16112084063047286
3324,ZCTA5 80229,17975,11066,114,2144,2135,2321,1338,912,1240,610,252,6909,669,2227,1621,1102,561,309,272,139,9,80229,2896,0.1611126564673157
3325,ZCTA5 30529,4085,2553,20,361,363,471,195,352,400,327,64,1532,84,574,184,297,89,79,137,64,24,30529,658,0.16107711138310893
3326,ZCTA5 71432,447,312,0,6,45,55,57,23,82,44,0,135,30,42,28,2,29,0,4,0,0,71432,72,0.1610738255033557
3327,ZCTA5 65672,3603,2067,49,39,310,264,192,270,588,246,109,1536,250,330,200,456,27,70,175,11,17,65672,580,0.16097696364140993
3328,ZCTA5 47803,8666,5764,115,626,845,1013,533,705,1103,630,194,2902,595,800,313,426,146,85,203,132,202,47803,1395,0.1609739210708516
3329,ZCTA5 89139,12589,7555,180,1492,2118,1559,687,572,618,300,29,5034,283,1743,1421,763,385,210,174,49,6,89139,2026,0.16093414886011598
3330,ZCTA5 65738,7315,4859,86,615,1018,1075,273,532,786,308,166,2456,450,727,527,268,77,137,179,71,20,65738,1177,0.16090225563909774
3331,ZCTA5 96021,5693,3717,79,310,473,677,382,399,840,399,158,1976,199,717,349,264,112,121,149,50,15,96021,916,0.16089935007904443
3332,ZCTA5 95458,1206,770,10,43,26,90,83,245,99,104,70,436,0,194,83,52,37,19,28,23,0,95458,194,0.16086235489220563
3333,ZCTA5 41035,4023,2796,73,343,337,582,432,353,451,176,49,1227,236,411,121,152,87,18,95,60,47,41035,647,0.16082525478498633
3334,ZCTA5 63653,510,295,0,31,49,41,36,32,65,37,4,215,33,49,50,59,4,8,6,3,3,63653,82,0.1607843137254902
3335,ZCTA5 68927,566,408,34,35,58,69,27,36,77,63,9,158,39,52,24,4,12,3,8,11,5,68927,91,0.1607773851590106
3336,ZCTA5 29609,11874,7164,19,939,1070,1468,667,885,1183,679,254,4710,488,1421,832,748,515,207,331,125,43,29609,1909,0.1607714333838639
3337,ZCTA5 07960,17839,11255,63,760,1633,2459,1312,1465,2153,1133,277,6584,502,2366,1120,1060,344,257,563,235,137,7960,2868,0.16077134368518414
3338,ZCTA5 98848,3534,2290,6,281,372,522,287,247,299,205,71,1244,96,472,195,297,72,52,41,8,11,98848,568,0.16072439162422184
3339,ZCTA5 83336,1761,1287,26,67,293,284,191,181,164,57,24,474,14,269,80,48,35,22,6,0,0,83336,283,0.16070414537194777
3340,ZCTA5 70129,3068,1995,3,46,291,398,289,359,472,121,16,1073,66,427,232,150,44,58,13,62,21,70129,493,0.1606910039113429
3341,ZCTA5 83703,7077,4504,45,391,869,844,712,535,709,281,118,2573,230,907,564,379,126,62,173,111,21,83703,1137,0.16066129715981348
3342,ZCTA5 60632,24918,13439,80,1063,2360,3487,1597,1566,1877,918,491,11479,567,3436,3247,1713,506,581,998,392,39,60632,4003,0.1606469219038446
3343,ZCTA5 44704,1550,731,0,56,127,127,54,91,140,106,30,819,107,142,208,183,42,44,81,0,12,44704,249,0.16064516129032258
3344,ZCTA5 98902,16602,8793,91,955,1442,1765,897,891,1389,1039,324,7809,697,1970,1843,958,553,541,511,364,372,98902,2667,0.16064329598843513
3345,ZCTA5 33133,13628,6466,0,591,905,1206,642,845,1212,752,313,7162,238,1951,1306,1482,436,437,695,420,197,33133,2189,0.16062518344584678
3346,ZCTA5 06514,10142,6264,16,483,1122,1201,897,899,877,491,278,3878,338,1291,739,609,332,159,207,175,28,6514,1629,0.16061920725695128
3347,ZCTA5 14546,1893,1363,0,167,141,187,290,171,271,105,31,530,70,234,62,91,21,22,21,4,5,14546,304,0.16059165346011622
3348,ZCTA5 11204,23601,8748,70,795,1723,1563,975,986,1403,737,496,14853,549,3241,3005,2898,1166,995,1442,883,674,11204,3790,0.1605864158298377
3349,ZCTA5 77051,6427,2604,38,325,278,438,251,349,364,362,199,3823,229,803,480,808,216,309,494,402,82,77051,1032,0.16057258440952232
3350,ZCTA5 02452,4939,3076,13,267,467,403,293,489,605,362,177,1863,182,611,386,231,161,102,100,61,29,2452,793,0.16055881757440776
3351,ZCTA5 85302,14383,7679,110,648,1591,1363,926,786,1351,608,296,6704,674,1635,1245,1293,531,313,428,347,238,85302,2309,0.16053674476812904
3352,ZCTA5 36617,5053,2771,19,123,215,314,430,230,624,499,317,2282,88,723,344,443,137,193,266,78,10,36617,811,0.16049871363546409
3353,ZCTA5 85123,4530,2916,9,305,298,400,243,379,653,574,55,1614,268,459,222,312,81,23,213,36,0,85123,727,0.16048565121412803
3354,ZCTA5 60106,7036,3826,14,447,642,846,465,437,546,251,178,3210,283,846,537,548,228,174,277,158,159,60106,1129,0.16046048891415576
3355,ZCTA5 22601,11032,5282,18,369,663,1151,513,743,1089,443,293,5750,351,1419,1207,991,586,274,531,289,102,22601,1770,0.16044234952864395
3356,ZCTA5 63109,13602,7954,19,1277,1349,1589,783,1263,958,471,245,5648,361,1821,787,751,574,418,593,166,177,63109,2182,0.16041758564916925
3357,ZCTA5 60458,5330,2907,13,356,658,486,339,282,437,251,85,2423,147,708,699,393,186,159,91,40,0,60458,855,0.16041275797373358
3358,ZCTA5 85019,7512,3661,52,236,877,821,325,386,506,336,122,3851,309,896,916,758,388,180,337,54,13,85019,1205,0.16041001064962726
3359,ZCTA5 60484,2444,1470,18,215,249,358,132,104,283,95,16,974,58,334,119,128,92,144,79,20,0,60484,392,0.16039279869067102
3360,ZCTA5 21225,11996,5933,136,588,992,1368,651,519,961,553,165,6063,264,1660,1030,1334,538,514,515,118,90,21225,1924,0.16038679559853283
3361,ZCTA5 95407,12702,6522,50,797,1261,1336,917,632,1146,273,110,6180,276,1761,1501,1261,425,406,323,218,9,95407,2037,0.1603684459140293
3362,ZCTA5 29445,20771,13829,138,1632,2695,3043,1818,1258,2186,876,183,6942,903,2428,1259,1034,536,206,400,141,35,29445,3331,0.16036782051899282
3363,ZCTA5 08021,18072,9459,74,788,1582,2125,1133,1089,1812,486,370,8613,750,2148,1350,1558,538,714,905,571,79,8021,2898,0.1603585657370518
3364,ZCTA5 46732,1135,637,18,95,107,144,62,91,77,33,10,498,15,167,210,55,18,16,13,0,4,46732,182,0.160352422907489
3365,ZCTA5 82939,580,406,7,93,44,102,23,23,77,27,10,174,22,71,19,27,0,0,32,0,3,82939,93,0.16034482758620688
3366,ZCTA5 80002,8239,4527,36,635,696,947,397,459,788,395,174,3712,366,955,636,750,279,164,375,143,44,80002,1321,0.16033499211069305
3367,ZCTA5 79109,18257,10893,86,1204,1458,1913,1100,1200,2215,1187,530,7364,1067,1860,1601,911,632,254,559,308,172,79109,2927,0.16032206824779538
3368,ZCTA5 68733,549,388,2,14,68,65,54,46,65,51,23,161,47,41,10,29,18,5,9,2,0,68733,88,0.16029143897996356
3369,ZCTA5 51532,312,215,12,41,31,39,34,8,23,20,7,97,36,14,19,6,3,0,2,7,10,51532,50,0.16025641025641027
3370,ZCTA5 98229,12961,8839,37,705,1643,1406,820,874,2002,1013,339,4122,851,1226,564,695,272,262,131,78,43,98229,2077,0.16024998071136487
3371,ZCTA5 47909,16427,10473,256,1641,1853,1913,1338,983,1476,754,259,5954,988,1644,1053,887,333,409,338,246,56,47909,2632,0.1602240214281366
3372,ZCTA5 27916,362,284,29,21,95,50,9,11,46,11,12,78,0,58,0,20,0,0,0,0,0,27916,58,0.16022099447513813
3373,ZCTA5 75709,1885,1019,0,65,181,195,123,77,238,72,68,866,76,226,186,75,109,38,96,49,11,75709,302,0.16021220159151195
3374,ZCTA5 43614,14420,7989,49,1050,1296,1344,749,877,1336,768,520,6431,635,1675,786,843,556,735,514,319,368,43614,2310,0.16019417475728157
3375,ZCTA5 72348,1080,571,0,37,31,68,139,72,130,69,25,509,54,119,44,62,46,59,87,30,8,72348,173,0.16018518518518518
3376,ZCTA5 84537,487,358,0,57,26,91,28,44,84,28,0,129,29,49,25,2,0,12,2,10,0,84537,78,0.1601642710472279
3377,ZCTA5 60139,11451,7220,98,1065,1355,1606,792,667,1172,361,104,4231,213,1621,822,803,289,208,193,65,17,60139,1834,0.16016068465636188
3378,ZCTA5 68506,13025,7993,33,772,992,1345,833,960,1732,984,342,5032,763,1323,708,493,202,247,347,306,643,68506,2086,0.1601535508637236
3379,ZCTA5 95340,11964,6306,15,469,760,1342,634,737,1425,645,279,5658,484,1432,1224,916,323,543,480,162,94,95340,1916,0.16014710799063858
3380,ZCTA5 45504,6657,4265,23,356,570,685,484,579,857,481,230,2392,417,649,298,316,196,145,133,148,90,45504,1066,0.160132191677933
3381,ZCTA5 19126,5783,3365,30,158,701,595,190,433,631,480,147,2418,119,807,367,349,267,197,210,82,20,19126,926,0.16012450285319038
3382,ZCTA5 43760,687,521,0,12,206,65,27,44,80,68,19,166,60,50,20,17,0,0,0,19,0,43760,110,0.16011644832605532
3383,ZCTA5 99344,4910,3005,61,370,597,631,344,279,429,208,86,1905,182,604,547,258,42,52,145,55,20,99344,786,0.160081466395112
3384,ZCTA5 63146,14102,8275,34,817,1019,1418,939,1011,1674,990,373,5827,577,1680,1116,661,323,405,332,381,352,63146,2257,0.1600482201106226
3385,ZCTA5 57783,6917,4238,43,510,708,738,513,494,759,323,150,2679,554,553,347,204,167,139,165,275,275,57783,1107,0.16004047997686857
3386,ZCTA5 77518,3631,2239,0,261,421,569,272,169,457,78,12,1392,42,539,178,260,153,96,56,68,0,77518,581,0.1600110162489672
3387,ZCTA5 70403,11070,6596,99,796,945,1265,933,662,1121,583,192,4474,522,1249,972,655,424,186,331,117,18,70403,1771,0.15998193315266487
3388,ZCTA5 28617,969,599,0,82,23,124,56,151,86,64,13,370,0,155,140,53,12,10,0,0,0,28617,155,0.15995872033023736
3389,ZCTA5 02170,7621,4078,13,393,651,1132,573,326,636,305,49,3543,239,980,492,454,391,261,345,233,148,2170,1219,0.15995276210471066
3390,ZCTA5 93609,1538,803,0,17,122,190,121,5,181,91,76,735,96,150,198,166,47,0,47,22,9,93609,246,0.1599479843953186
3391,ZCTA5 98664,9105,5213,0,385,677,913,604,810,1163,451,210,3892,361,1095,937,619,153,88,358,227,54,98664,1456,0.1599121361889072
3392,ZCTA5 12406,419,209,0,1,14,94,13,6,35,45,1,210,17,50,25,7,29,26,25,30,1,12406,67,0.15990453460620524
3393,ZCTA5 22042,12420,7451,37,778,1572,1722,753,795,1080,447,267,4969,215,1771,1353,810,287,226,233,61,13,22042,1986,0.15990338164251208
