,NAME,Estimate!!Total,Estimate!!Total!!Moved within same county,Estimate!!Total!!Moved from different county within same state,Estimate!!Total!!Moved from different state,Estimate!!Total!!Moved from abroad,zip code tabulation area,Movers Total,%Movers
369,ZCTA5 70721,834,70,111,170,16,70721,367,0.44004796163069543
370,ZCTA5 40202,7127,2368,352,359,45,40202,3124,0.4383330994808475
371,ZCTA5 30303,6719,1541,915,343,146,30303,2945,0.43830927221312693
372,ZCTA5 12952,493,0,208,4,4,12952,216,0.4381338742393509
373,ZCTA5 39193,959,39,325,7,48,39193,419,0.4369134515119917
374,ZCTA5 60141,216,73,14,7,0,60141,94,0.4351851851851852
375,ZCTA5 54857,46,0,20,0,0,54857,20,0.43478260869565216
376,ZCTA5 13603,9180,714,89,2576,611,13603,3990,0.434640522875817
377,ZCTA5 49006,28854,6912,3906,1001,720,49006,12539,0.4345671310736813
378,ZCTA5 98402,6200,1271,678,670,70,98402,2689,0.43370967741935484
379,ZCTA5 59544,226,96,2,0,0,59544,98,0.4336283185840708
380,ZCTA5 50014,30083,7797,3377,1526,334,50014,13034,0.43326795864774126
381,ZCTA5 24142,2870,41,1138,60,0,24142,1239,0.4317073170731707
382,ZCTA5 85343,195,5,0,0,79,85343,84,0.4307692307692308
383,ZCTA5 06103,1853,262,91,297,148,6103,798,0.4306529951430113
384,ZCTA5 97373,223,20,9,35,32,97373,96,0.4304932735426009
385,ZCTA5 85708,3897,808,11,761,97,85708,1677,0.43033102386451116
386,ZCTA5 35052,275,49,29,40,0,35052,118,0.4290909090909091
387,ZCTA5 83648,3075,124,69,877,249,83648,1319,0.4289430894308943
388,ZCTA5 76949,7,1,2,0,0,76949,3,0.42857142857142855
389,ZCTA5 72059,21,0,0,9,0,72059,9,0.42857142857142855
390,ZCTA5 01224,210,90,0,0,0,1224,90,0.42857142857142855
391,ZCTA5 92304,21,0,9,0,0,92304,9,0.42857142857142855
392,ZCTA5 58402,250,26,73,8,0,58402,107,0.428
393,ZCTA5 14722,269,15,82,7,11,14722,115,0.4275092936802974
394,ZCTA5 57759,527,0,145,80,0,57759,225,0.4269449715370019
395,ZCTA5 61820,37869,7117,6172,1888,971,61820,16148,0.42641738625260767
396,ZCTA5 79259,61,16,10,0,0,79259,26,0.4262295081967213
397,ZCTA5 58704,4622,441,77,1043,409,58704,1970,0.42622241453916054
398,ZCTA5 79908,5861,240,188,1659,410,79908,2497,0.4260365125405221
399,ZCTA5 40808,87,37,0,0,0,40808,37,0.42528735632183906
400,ZCTA5 74463,2145,20,813,79,0,74463,912,0.4251748251748252
401,ZCTA5 82051,40,17,0,0,0,82051,17,0.425
402,ZCTA5 44901,2627,103,978,35,0,44901,1116,0.4248191853825657
403,ZCTA5 78401,5331,1549,398,214,103,78401,2264,0.42468580003751644
404,ZCTA5 98433,18262,1123,582,4775,1268,98433,7748,0.42426897382542983
405,ZCTA5 13472,66,0,28,0,0,13472,28,0.42424242424242425
406,ZCTA5 11549,2901,252,367,517,94,11549,1230,0.4239917269906929
407,ZCTA5 95616,51925,8974,9777,1507,1742,95616,22000,0.4236880115551276
408,ZCTA5 32542,3020,390,24,815,50,32542,1279,0.4235099337748344
409,ZCTA5 30363,3559,377,294,440,395,30363,1506,0.4231525709468952
410,ZCTA5 12453,291,0,17,106,0,12453,123,0.422680412371134
411,ZCTA5 17550,845,357,0,0,0,17550,357,0.42248520710059173
412,ZCTA5 16546,868,69,132,123,42,16546,366,0.4216589861751152
413,ZCTA5 60539,273,0,3,112,0,60539,115,0.42124542124542125
414,ZCTA5 61606,7771,1858,1026,296,91,61606,3271,0.4209239480118389
415,ZCTA5 92328,341,52,20,71,0,92328,143,0.41935483870967744
416,ZCTA5 71110,4798,152,9,1705,146,71110,2012,0.4193413922467695
417,ZCTA5 97343,203,12,73,0,0,97343,85,0.4187192118226601
418,ZCTA5 93628,239,0,0,0,100,93628,100,0.41841004184100417
419,ZCTA5 55101,7179,1083,747,1055,115,55101,3000,0.41788549937317176
420,ZCTA5 15325,414,173,0,0,0,15325,173,0.4178743961352657
421,ZCTA5 28109,340,0,81,58,3,28109,142,0.4176470588235294
422,ZCTA5 49401,24116,4307,5108,551,84,49401,10050,0.41673577707745896
423,ZCTA5 83842,300,46,38,41,0,83842,125,0.4166666666666667
424,ZCTA5 02142,3279,421,130,451,364,2142,1366,0.41659042390972856
425,ZCTA5 25703,7331,1299,1283,414,53,25703,3049,0.4159050607011322
426,ZCTA5 21802,89,9,10,18,0,21802,37,0.4157303370786517
427,ZCTA5 82005,574,0,0,235,3,82005,238,0.4146341463414634
428,ZCTA5 62903,3159,495,509,292,11,62903,1307,0.41373852484963597
429,ZCTA5 14881,324,120,14,0,0,14881,134,0.41358024691358025
430,ZCTA5 98105,48643,11314,2748,4059,1977,98105,20098,0.41317352959315834
431,ZCTA5 42356,92,10,20,8,0,42356,38,0.41304347826086957
432,ZCTA5 02109,3826,657,242,505,175,2109,1579,0.4127025614218505
433,ZCTA5 42262,8611,759,560,2049,184,42262,3552,0.4124956451050981
434,ZCTA5 46202,19867,4669,1928,1267,330,46202,8194,0.4124427442492576
435,ZCTA5 47876,354,75,31,36,4,47876,146,0.4124293785310734
436,ZCTA5 45674,645,49,155,50,12,45674,266,0.4124031007751938
437,ZCTA5 79607,3148,223,145,629,301,79607,1298,0.41232528589580686
438,ZCTA5 85281,64824,17518,1314,5428,2463,85281,26723,0.41223929408860915
439,ZCTA5 03754,267,0,110,0,0,3754,110,0.41198501872659177
440,ZCTA5 23651,469,22,79,92,0,23651,193,0.4115138592750533
441,ZCTA5 33854,236,33,64,0,0,33854,97,0.4110169491525424
442,ZCTA5 21252,2271,82,428,344,79,21252,933,0.4108322324966975
443,ZCTA5 19383,3139,338,699,205,47,19383,1289,0.41064033131570565
444,ZCTA5 21010,217,9,20,60,0,21010,89,0.41013824884792627
445,ZCTA5 21746,2953,175,996,39,0,21746,1210,0.40975279376904844
446,ZCTA5 71340,1867,58,681,26,0,71340,765,0.40974825923942154
447,ZCTA5 95736,198,43,30,8,0,95736,81,0.4090909090909091
448,ZCTA5 25114,394,161,0,0,0,25114,161,0.4086294416243655
449,ZCTA5 79033,76,31,0,0,0,79033,31,0.40789473684210525
450,ZCTA5 29424,390,4,117,32,6,29424,159,0.4076923076923077
451,ZCTA5 61801,30986,4182,5175,1677,1564,61801,12598,0.40657070935261086
452,ZCTA5 50309,6894,1531,518,732,21,50309,2802,0.40644038294168844
453,ZCTA5 52557,64,0,0,0,26,52557,26,0.40625
454,ZCTA5 40334,69,0,21,5,2,40334,28,0.4057971014492754
455,ZCTA5 98314,2353,391,0,562,0,98314,953,0.4050148746281343
456,ZCTA5 40510,2012,497,171,146,0,40510,814,0.40457256461232605
457,ZCTA5 98121,18024,3024,342,3170,755,98121,7291,0.4045162006213937
458,ZCTA5 86017,868,116,179,56,0,86017,351,0.4043778801843318
459,ZCTA5 02366,198,0,80,0,0,2366,80,0.40404040404040403
460,ZCTA5 22448,629,24,33,149,48,22448,254,0.40381558028616854
461,ZCTA5 34141,67,13,14,0,0,34141,27,0.40298507462686567
462,ZCTA5 43005,201,81,0,0,0,43005,81,0.40298507462686567
463,ZCTA5 19102,4925,813,249,758,157,19102,1977,0.40142131979695433
464,ZCTA5 13638,362,76,4,52,13,13638,145,0.4005524861878453
465,ZCTA5 65077,397,79,80,0,0,65077,159,0.4005037783375315
466,ZCTA5 72389,200,80,0,0,0,72389,80,0.4
467,ZCTA5 06856,5,0,2,0,0,6856,2,0.4
468,ZCTA5 15075,180,0,72,0,0,15075,72,0.4
469,ZCTA5 85172,2029,682,14,114,0,85172,810,0.3992114342040414
470,ZCTA5 26209,233,31,8,54,0,26209,93,0.39914163090128757
471,ZCTA5 68113,840,8,25,258,44,68113,335,0.39880952380952384
472,ZCTA5 93721,7501,2490,307,149,45,93721,2991,0.39874683375549924
473,ZCTA5 89501,4054,845,280,439,52,89501,1616,0.3986186482486433
474,ZCTA5 93437,3248,181,119,773,219,93437,1292,0.3977832512315271
475,ZCTA5 65766,78,0,31,0,0,65766,31,0.3974358974358974
476,ZCTA5 98315,6190,884,68,1482,26,98315,2460,0.3974151857835218
477,ZCTA5 65589,73,29,0,0,0,65589,29,0.3972602739726027
478,ZCTA5 63103,8245,921,1093,1161,97,63103,3272,0.3968465736810188
479,ZCTA5 12970,981,28,178,183,0,12970,389,0.3965341488277268
480,ZCTA5 79111,2317,416,347,145,9,79111,917,0.3957703927492447
481,ZCTA5 06510,2576,345,75,487,111,6510,1018,0.3951863354037267
482,ZCTA5 63739,466,83,73,0,28,63739,184,0.3948497854077253
483,ZCTA5 14604,2243,699,38,61,86,14604,884,0.39411502452073116
484,ZCTA5 44114,6567,1055,313,452,767,44114,2587,0.3939393939393939
485,ZCTA5 15222,4895,569,548,716,92,15222,1925,0.39325842696629215
486,ZCTA5 48874,79,20,11,0,0,48874,31,0.3924050632911392
487,ZCTA5 88053,209,82,0,0,0,88053,82,0.3923444976076555
488,ZCTA5 64105,4648,544,273,983,23,64105,1823,0.3922117039586919
489,ZCTA5 76102,9326,2003,912,645,97,76102,3657,0.39212953034527126
490,ZCTA5 57706,2971,99,460,543,63,57706,1165,0.39212386401884886
491,ZCTA5 29331,194,76,0,0,0,29331,76,0.3917525773195876
492,ZCTA5 66506,3445,44,972,267,66,66506,1349,0.39158200290275763
493,ZCTA5 93523,3525,457,213,556,154,93523,1380,0.39148936170212767
494,ZCTA5 08314,3012,155,934,90,0,8314,1179,0.39143426294820716
495,ZCTA5 32544,1932,211,125,373,47,32544,756,0.391304347826087
496,ZCTA5 72826,46,6,0,12,0,72826,18,0.391304347826087
497,ZCTA5 39866,2235,14,848,8,4,39866,874,0.39105145413870246
498,ZCTA5 97731,348,83,53,0,0,97731,136,0.39080459770114945
499,ZCTA5 48823,50867,10275,6260,1928,1338,48823,19801,0.38927005720801305
500,ZCTA5 27109,2570,157,161,563,117,27109,998,0.38832684824902725
501,ZCTA5 99703,8526,571,69,2462,203,99703,3305,0.3876378137461881
502,ZCTA5 22548,440,0,170,0,0,22548,170,0.38636363636363635
503,ZCTA5 84336,184,6,0,65,0,84336,71,0.3858695652173913
504,ZCTA5 72201,972,304,10,55,6,72201,375,0.38580246913580246
505,ZCTA5 40310,337,70,53,0,7,40310,130,0.3857566765578635
506,ZCTA5 47906,75242,13158,7128,5104,3594,47906,28984,0.3852103878153159
507,ZCTA5 12842,792,266,30,8,0,12842,304,0.3838383838383838
508,ZCTA5 84604,45817,8777,1929,5080,1794,84604,17580,0.38370037322391254
509,ZCTA5 34289,3734,371,496,565,0,34289,1432,0.38350294590251743
510,ZCTA5 05401,28723,6175,1237,3152,447,5401,11011,0.38335132124081744
511,ZCTA5 42084,60,23,0,0,0,42084,23,0.38333333333333336
512,ZCTA5 98814,666,23,103,129,0,98814,255,0.38288288288288286
513,ZCTA5 69030,319,35,7,80,0,69030,122,0.3824451410658307
514,ZCTA5 58325,34,0,13,0,0,58325,13,0.38235294117647056
515,ZCTA5 97401,44583,10568,2295,3523,654,97401,17040,0.3822084651100195
516,ZCTA5 97201,18101,2483,1412,2330,673,97201,6898,0.3810839180155792
517,ZCTA5 23510,8407,1437,885,802,79,23510,3203,0.3809920304508148
518,ZCTA5 60129,258,44,54,0,0,60129,98,0.3798449612403101
519,ZCTA5 42223,19966,652,69,5621,1238,42223,7580,0.37964539717519785
520,ZCTA5 63847,195,27,7,40,0,63847,74,0.37948717948717947
521,ZCTA5 66522,58,1,0,21,0,66522,22,0.3793103448275862
522,ZCTA5 73104,2256,336,247,255,16,73104,854,0.37854609929078015
523,ZCTA5 65320,45,17,0,0,0,65320,17,0.37777777777777777
524,ZCTA5 62901,26028,3963,4361,1088,402,62901,9814,0.37705547871522976
525,ZCTA5 88113,77,20,9,0,0,88113,29,0.37662337662337664
526,ZCTA5 23801,5254,18,347,1543,70,23801,1978,0.3764750666159117
527,ZCTA5 23220,34104,5885,5366,1339,223,23220,12813,0.37570372976776917
528,ZCTA5 18701,3506,485,440,361,30,18701,1316,0.3753565316600114
529,ZCTA5 36688,216,9,42,30,0,36688,81,0.375
530,ZCTA5 24016,8289,2075,791,241,0,24016,3107,0.3748341175051273
531,ZCTA5 35401,36835,5135,3417,5000,254,35401,13806,0.37480656983846883
532,ZCTA5 82725,630,174,62,0,0,82725,236,0.3746031746031746
533,ZCTA5 72948,262,98,0,0,0,72948,98,0.37404580152671757
534,ZCTA5 75039,18848,2813,1733,1613,891,75039,7050,0.37404499151103565
535,ZCTA5 80203,20891,3812,1576,2246,179,80203,7813,0.37398879900435594
536,ZCTA5 79342,404,34,117,0,0,79342,151,0.37376237623762376
537,ZCTA5 95134,26650,4123,1698,2387,1745,95134,9953,0.3734709193245779
538,ZCTA5 33606,19385,3708,872,2075,578,33606,7233,0.3731235491359298
539,ZCTA5 85004,6552,1431,160,712,133,85004,2436,0.3717948717948718
540,ZCTA5 66044,28393,6404,1836,1830,482,66044,10552,0.3716408974042898
541,ZCTA5 12749,331,123,0,0,0,12749,123,0.3716012084592145
542,ZCTA5 86313,237,39,26,23,0,86313,88,0.37130801687763715
543,ZCTA5 14623,25636,3653,2842,2092,924,14623,9511,0.37100171633640194
544,ZCTA5 99505,6101,412,152,1646,53,99505,2263,0.37092279954105883
545,ZCTA5 76127,2049,123,282,295,59,76127,759,0.37042459736456806
546,ZCTA5 94929,219,0,81,0,0,94929,81,0.3698630136986301
547,ZCTA5 67653,314,41,34,41,0,67653,116,0.36942675159235666
548,ZCTA5 64433,298,4,71,23,12,64433,110,0.3691275167785235
549,ZCTA5 57741,84,5,4,22,0,57741,31,0.36904761904761907
550,ZCTA5 98109,28881,5093,813,3252,1484,98109,10642,0.3684775457913507
551,ZCTA5 18246,247,0,91,0,0,18246,91,0.3684210526315789
552,ZCTA5 58361,228,37,30,17,0,58361,84,0.3684210526315789
553,ZCTA5 25818,413,28,111,0,13,25818,152,0.36803874092009686
554,ZCTA5 79025,49,0,18,0,0,79025,18,0.3673469387755102
555,ZCTA5 40404,853,38,210,65,0,40404,313,0.3669402110199297
556,ZCTA5 27514,32114,3966,4134,2493,1170,27514,11763,0.3662888459861742
557,ZCTA5 84627,7256,922,1275,368,92,84627,2657,0.36617971334068355
558,ZCTA5 49084,41,0,15,0,0,49084,15,0.36585365853658536
559,ZCTA5 70820,19332,4680,1511,740,138,70820,7069,0.36566314918270226
560,ZCTA5 32212,2455,175,88,580,54,32212,897,0.3653767820773931
561,ZCTA5 72168,2475,115,762,27,0,72168,904,0.3652525252525253
562,ZCTA5 57061,74,5,22,0,0,57061,27,0.36486486486486486
563,ZCTA5 77359,475,68,0,105,0,77359,173,0.3642105263157895
564,ZCTA5 02115,29065,3540,1918,3535,1591,2115,10584,0.36414932048856014
565,ZCTA5 29404,1921,122,88,419,70,29404,699,0.36387298282144714
566,ZCTA5 49722,308,95,17,0,0,49722,112,0.36363636363636365
567,ZCTA5 59463,88,32,0,0,0,59463,32,0.36363636363636365
568,ZCTA5 80862,44,13,3,0,0,80862,16,0.36363636363636365
569,ZCTA5 40209,234,85,0,0,0,40209,85,0.36324786324786323
570,ZCTA5 23219,4435,738,657,192,24,23219,1611,0.3632468996617813
571,ZCTA5 51365,336,54,38,30,0,51365,122,0.3630952380952381
572,ZCTA5 16801,44451,8328,4508,2197,1084,16801,16117,0.3625790195946098
573,ZCTA5 30339,23242,3457,2683,1786,497,30339,8423,0.3624042681352724
574,ZCTA5 63140,276,36,50,14,0,63140,100,0.36231884057971014
575,ZCTA5 58405,428,17,40,91,7,58405,155,0.3621495327102804
576,ZCTA5 01022,2499,285,131,443,46,1022,905,0.36214485794317725
577,ZCTA5 60661,9694,2341,218,650,301,60661,3510,0.3620796368887972
578,ZCTA5 01097,47,5,12,0,0,1097,17,0.3617021276595745
579,ZCTA5 15419,4318,627,812,111,10,15419,1560,0.36127836961556276
580,ZCTA5 49931,9551,1457,1179,526,286,49931,3448,0.3610093183959795
581,ZCTA5 13202,6510,1442,477,345,86,13202,2350,0.36098310291858676
582,ZCTA5 78243,424,18,0,124,11,78243,153,0.3608490566037736
583,ZCTA5 26505,39287,6130,3122,4366,558,26505,14176,0.3608318273220149
584,ZCTA5 44702,948,207,135,0,0,44702,342,0.36075949367088606
585,ZCTA5 99011,3000,156,4,717,205,99011,1082,0.3606666666666667
586,ZCTA5 84056,3246,360,168,545,94,84056,1167,0.35951940850277264
587,ZCTA5 83440,35178,5755,1729,4521,637,83440,12642,0.3593723349820911
588,ZCTA5 78402,231,30,18,35,0,78402,83,0.3593073593073593
589,ZCTA5 99704,39,0,0,14,0,99704,14,0.358974358974359
590,ZCTA5 74119,3127,759,187,175,0,74119,1121,0.3584905660377358
591,ZCTA5 98220,848,289,15,0,0,98220,304,0.3584905660377358
592,ZCTA5 21628,531,0,190,0,0,21628,190,0.3578154425612053
593,ZCTA5 23508,22177,2789,3736,1158,250,23508,7933,0.3577129458447942
594,ZCTA5 97443,2138,558,119,80,7,97443,764,0.35734331150608045
595,ZCTA5 75204,30559,5613,2281,2556,466,75204,10916,0.35721064170948
596,ZCTA5 73547,2304,72,677,74,0,73547,823,0.3572048611111111
597,ZCTA5 40964,42,0,0,15,0,40964,15,0.35714285714285715
598,ZCTA5 61602,877,171,111,28,3,61602,313,0.35689851767388825
599,ZCTA5 95113,1939,194,212,245,41,95113,692,0.3568849922640536
600,ZCTA5 99692,213,46,1,17,12,99692,76,0.3568075117370892
601,ZCTA5 05850,306,109,0,0,0,5850,109,0.3562091503267974
602,ZCTA5 80025,365,42,2,86,0,80025,130,0.3561643835616438
603,ZCTA5 67492,250,0,89,0,0,67492,89,0.356
604,ZCTA5 85633,45,6,0,10,0,85633,16,0.35555555555555557
605,ZCTA5 22903,40036,4715,5369,2950,1193,22903,14227,0.3553551803376961
606,ZCTA5 58467,727,31,14,207,6,58467,258,0.35488308115543327
607,ZCTA5 92122,47659,9951,2328,1662,2966,92122,16907,0.354749365282528
608,ZCTA5 14802,4247,139,1089,243,35,14802,1506,0.3546032493524841
609,ZCTA5 23891,3408,70,1133,5,0,23891,1208,0.3544600938967136
610,ZCTA5 77483,226,80,0,0,0,77483,80,0.35398230088495575
611,ZCTA5 25024,342,0,15,106,0,25024,121,0.3538011695906433
612,ZCTA5 92108,22269,4321,667,1481,1402,92108,7871,0.3534509856751538
613,ZCTA5 53190,19055,2916,2768,988,62,53190,6734,0.3533980582524272
614,ZCTA5 40041,385,131,5,0,0,40041,136,0.35324675324675325
615,ZCTA5 72682,595,0,59,151,0,72682,210,0.35294117647058826
616,ZCTA5 79834,213,15,11,49,0,79834,75,0.352112676056338
617,ZCTA5 39174,821,4,196,89,0,39174,289,0.3520097442143727
618,ZCTA5 78406,2074,550,174,6,0,78406,730,0.351976856316297
619,ZCTA5 79601,27011,3251,5547,546,150,79601,9494,0.3514864314538521
620,ZCTA5 62541,37,13,0,0,0,62541,13,0.35135135135135137
621,ZCTA5 99702,2952,116,74,773,74,99702,1037,0.35128726287262874
622,ZCTA5 41513,308,0,108,0,0,41513,108,0.35064935064935066
623,ZCTA5 89823,77,27,0,0,0,89823,27,0.35064935064935066
624,ZCTA5 12069,194,68,0,0,0,12069,68,0.35051546391752575
625,ZCTA5 32509,702,65,103,53,25,32509,246,0.3504273504273504
626,ZCTA5 71209,177,18,31,13,0,71209,62,0.3502824858757062
627,ZCTA5 48858,50106,9073,7108,1075,290,48858,17546,0.35017762343831077
628,ZCTA5 28544,6318,1003,7,812,389,28544,2211,0.3499525166191833
629,ZCTA5 30458,43130,7333,6828,789,138,30458,15088,0.3498261071180153
630,ZCTA5 65321,492,49,121,2,0,65321,172,0.34959349593495936
631,ZCTA5 72099,664,0,0,232,0,72099,232,0.3493975903614458
632,ZCTA5 94304,3850,494,147,236,468,94304,1345,0.34935064935064936
633,ZCTA5 44687,275,65,31,0,0,44687,96,0.3490909090909091
634,ZCTA5 12222,6153,97,1776,187,86,12222,2146,0.3487729562814887
635,ZCTA5 30605,41024,5882,6276,1942,182,30605,14282,0.3481376755070203
636,ZCTA5 97033,46,10,6,0,0,97033,16,0.34782608695652173
637,ZCTA5 51101,814,105,112,66,0,51101,283,0.3476658476658477
638,ZCTA5 84758,561,157,4,34,0,84758,195,0.34759358288770054
639,ZCTA5 12036,213,56,18,0,0,12036,74,0.3474178403755869
640,ZCTA5 73134,5469,1519,188,191,0,73134,1898,0.3470469921375023
641,ZCTA5 96071,49,9,8,0,0,96071,17,0.3469387755102041
642,ZCTA5 22060,9670,543,235,2249,321,22060,3348,0.34622543950361945
643,ZCTA5 12768,777,190,49,30,0,12768,269,0.3462033462033462
644,ZCTA5 76205,21898,4031,2152,661,735,76205,7579,0.3461046670928852
645,ZCTA5 55805,9513,2169,696,421,5,55805,3291,0.34594765058341215
646,ZCTA5 56301,34726,5422,4507,1166,917,56301,12012,0.3459079652133848
647,ZCTA5 34637,8166,1806,782,235,0,34637,2823,0.3457016899338722
648,ZCTA5 75226,4655,1163,327,119,0,75226,1609,0.3456498388829216
649,ZCTA5 94535,3730,581,121,400,184,94535,1286,0.3447721179624665
650,ZCTA5 24060,55301,8878,5793,2972,1412,24060,19055,0.3445688143071554
651,ZCTA5 44311,8407,1777,951,120,48,44311,2896,0.3444748423932437
652,ZCTA5 53726,5328,1051,148,346,290,53726,1835,0.3444069069069069
653,ZCTA5 32601,18471,4258,1415,366,322,32601,6361,0.3443776731091982
654,ZCTA5 81501,23693,4497,2114,1519,28,81501,8158,0.3443211075001055
655,ZCTA5 72351,643,150,31,40,0,72351,221,0.343701399688958
656,ZCTA5 98827,396,97,15,24,0,98827,136,0.3434343434343434
657,ZCTA5 70651,233,0,0,80,0,70651,80,0.34334763948497854
658,ZCTA5 58205,338,0,0,116,0,58205,116,0.3431952662721893
659,ZCTA5 38664,3067,510,442,99,0,38664,1051,0.3426801434626671
660,ZCTA5 14716,2739,150,717,71,0,14716,938,0.3424607520993063
661,ZCTA5 66019,380,0,130,0,0,66019,130,0.34210526315789475
662,ZCTA5 72329,193,66,0,0,0,72329,66,0.34196891191709844
663,ZCTA5 84329,79,27,0,0,0,84329,27,0.34177215189873417
664,ZCTA5 23160,2661,19,865,25,0,23160,909,0.3416009019165727
665,ZCTA5 32061,457,0,156,0,0,32061,156,0.3413566739606127
666,ZCTA5 52595,419,81,19,43,0,52595,143,0.3412887828162291
667,ZCTA5 25637,774,240,24,0,0,25637,264,0.34108527131782945
668,ZCTA5 99204,6438,1009,256,748,182,99204,2195,0.3409443926685306
669,ZCTA5 83522,2285,228,411,132,8,83522,779,0.34091903719912475
670,ZCTA5 75141,5793,792,1086,77,17,75141,1972,0.34041084066977384
671,ZCTA5 79356,6061,648,728,327,360,79356,2063,0.3403728757630754
672,ZCTA5 79411,7421,1966,378,120,60,79411,2524,0.34011588734671877
673,ZCTA5 01002,29904,4247,3695,1639,579,1002,10160,0.33975387907972177
674,ZCTA5 27605,5456,1002,580,250,20,27605,1852,0.33944281524926684
675,ZCTA5 19373,4894,592,1010,59,0,19373,1661,0.3393951777686964
676,ZCTA5 33762,8044,2062,374,227,65,33762,2728,0.3391347588264545
677,ZCTA5 17606,416,135,6,0,0,17606,141,0.3389423076923077
678,ZCTA5 58204,2244,73,10,643,33,58204,759,0.3382352941176471
679,ZCTA5 66502,45080,7964,4059,2005,1204,66502,15232,0.337888198757764
680,ZCTA5 92277,22843,3525,1201,2674,318,92277,7718,0.3378715580265289
681,ZCTA5 01079,658,192,30,0,0,1079,222,0.3373860182370821
682,ZCTA5 96774,181,0,0,61,0,96774,61,0.3370165745856354
683,ZCTA5 02881,7820,433,660,1541,0,2881,2634,0.33682864450127875
684,ZCTA5 75251,2399,534,150,60,64,75251,808,0.33680700291788246
685,ZCTA5 32301,30293,5720,3083,1118,280,32301,10201,0.33674446241706
686,ZCTA5 83012,226,76,0,0,0,83012,76,0.336283185840708
687,ZCTA5 35203,2984,725,182,88,8,35203,1003,0.33612600536193027
688,ZCTA5 40988,390,131,0,0,0,40988,131,0.33589743589743587
689,ZCTA5 47917,557,76,67,44,0,47917,187,0.3357271095152603
690,ZCTA5 32826,36315,3406,7456,1166,155,32826,12183,0.3354812061131764
691,ZCTA5 95231,5024,1193,351,55,86,95231,1685,0.335390127388535
692,ZCTA5 02134,19402,2531,1524,1529,911,2134,6495,0.3347593031646222
693,ZCTA5 60606,3065,446,13,421,146,60606,1026,0.33474714518760196
694,ZCTA5 95521,21198,3790,2477,565,237,95521,7069,0.33347485611850175
695,ZCTA5 24595,612,0,115,89,0,24595,204,0.3333333333333333
696,ZCTA5 45787,63,21,0,0,0,45787,21,0.3333333333333333
697,ZCTA5 29434,456,105,30,0,17,29434,152,0.3333333333333333
698,ZCTA5 24536,237,79,0,0,0,24536,79,0.3333333333333333
699,ZCTA5 93603,183,0,61,0,0,93603,61,0.3333333333333333
700,ZCTA5 25836,510,76,94,0,0,25836,170,0.3333333333333333
701,ZCTA5 18105,27,8,1,0,0,18105,9,0.3333333333333333
702,ZCTA5 65735,51,0,17,0,0,65735,17,0.3333333333333333
703,ZCTA5 77598,25885,5487,1900,1129,111,77598,8627,0.33328182344987445
704,ZCTA5 35458,568,137,52,0,0,35458,189,0.33274647887323944
705,ZCTA5 64106,9203,1806,511,719,26,64106,3062,0.332717592089536
706,ZCTA5 47522,466,10,23,122,0,47522,155,0.33261802575107297
707,ZCTA5 31018,2670,57,787,36,7,31018,887,0.33220973782771535
708,ZCTA5 37212,20849,2491,556,3433,420,37212,6900,0.33095112475418487
709,ZCTA5 23879,674,0,223,0,0,23879,223,0.33086053412462907
710,ZCTA5 05404,7133,1426,371,350,212,5404,2359,0.3307163886162905
711,ZCTA5 31401,19987,3612,771,1885,340,31401,6608,0.3306148996847951
712,ZCTA5 17235,980,291,0,33,0,17235,324,0.3306122448979592
713,ZCTA5 08240,2293,93,608,38,19,8240,758,0.33057130396860007
714,ZCTA5 61920,23801,3661,3238,771,195,61920,7865,0.330448300491576
715,ZCTA5 57724,230,5,43,28,0,57724,76,0.33043478260869563
716,ZCTA5 08327,3087,176,751,93,0,8327,1020,0.3304178814382896
717,ZCTA5 80951,4402,573,28,766,87,80951,1454,0.33030440708768743
718,ZCTA5 44113,20119,4925,999,670,50,44113,6644,0.3302351011481684
719,ZCTA5 38589,297,98,0,0,0,38589,98,0.32996632996632996
720,ZCTA5 90014,8335,1889,318,388,155,90014,2750,0.32993401319736054
721,ZCTA5 47869,94,31,0,0,0,47869,31,0.32978723404255317
722,ZCTA5 21890,2799,6,878,39,0,21890,923,0.32976062879599854
